CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
45.20;totalGazeArea: 21.31;averageGazeArea1: 2.39;averageGazeArea3: 5.15;averageGazeArea5: 7.21;averageGazeArea10: 10.07;
1;(-14.5, 0.0, 18.3);18.12;1;
2;(-14.9, 0.0, 16.2);19.82;0;
3;(-28.9, 0.0, 24.2);29.28;2;
4;(-29.0, 0.0, 24.2);34.16;2;
