CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
28.41;totalGazeArea: 14.28;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
