CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
74.30;totalGazeArea: 20.48;averageGazeArea1: 1.70;averageGazeArea3: 3.38;averageGazeArea5: 4.75;averageGazeArea10: 7.80;
1;(3.7, 0.0, 4.5);22.52;0;
2;(31.7, 0.0, 15.3);59.32;0;
