Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;1;0;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.482;0;1;-0.02;-43.53;2.731;8.290;0.035;51.89;
3;0.544;0;0;14.69;30.75;5.945;18.715;0.029;14.88;
4;0.861;0;0;2.03;8.36;6.323;6.344;0.027;4.74;
5;0.974;0;0;5.27;-0.29;5.605;-2.644;0.029;2.38;
6;1.101;0;0;6.42;-8.47;6.693;-11.170;0.035;2.71;
7;1.249;0;0;7.32;-16.52;-0.446;-19.743;0.032;8.41;
8;1.532;0;1;5.71;-16.85;13.095;-62.035;0.029;45.78;
9;1.616;0;0;7.15;-12.09;4.421;-14.672;0.031;3.76;
10;1.789;0;0;3.61;-16.33;2.855;-18.349;0.032;2.16;
11;1.850;0;0;2.55;-19.61;2.418;-23.279;0.025;3.67;
12;2.488;0;1;5.13;-35.00;7.304;-19.507;0.031;15.65;
13;2.717;0;0;8.17;-33.39;11.453;-28.375;0.029;5.99;
14;3.333;0;0;12.33;-27.56;12.646;-32.705;0.029;5.16;
15;3.392;0;0;11.51;-29.57;10.165;-22.702;0.055;7.00;
16;3.702;0;0;11.27;-22.22;13.247;-23.955;0.030;2.64;
17;3.876;0;0;14.49;-24.48;17.692;-32.727;0.027;8.84;
18;3.988;0;1;14.79;-31.63;12.518;-29.518;0.029;3.10;
19;4.090;0;0;6.90;-27.56;4.191;-26.457;0.029;2.92;
20;4.160;0;1;2.99;-25.15;0.355;-27.209;0.028;3.34;
21;4.357;0;0;17.07;-22.05;14.745;-16.721;0.032;5.82;
22;4.504;0;0;14.97;-18.05;13.480;-22.904;0.028;5.08;
23;5.114;0;0;12.25;-23.02;10.602;-25.116;0.030;2.67;
24;5.235;0;1;10.47;-22.09;18.417;-34.706;0.026;14.91;
25;5.290;0;1;15.30;-27.91;12.363;-22.326;0.033;6.31;
26;6.089;0;1;15.18;-19.79;13.814;-17.917;0.028;2.31;
27;6.175;0;0;13.58;-17.90;17.071;-19.231;0.055;3.74;
28;6.346;0;0;16.91;-17.12;10.231;-11.311;0.027;8.85;
29;6.430;0;0;8.73;-11.36;6.078;-8.959;0.032;3.58;
30;6.516;0;0;4.70;-7.95;2.141;-6.356;0.031;3.02;
31;6.973;0;1;0.74;-4.43;15.964;-46.071;0.029;44.34;
32;7.175;0;0;-0.59;-8.20;0.293;-5.043;0.028;3.28;
33;10.846;0;0;-2.07;-3.36;-0.967;-5.457;0.030;2.37;
34;11.259;1;0;-1.33;-6.41;1.103;-6.254;0.029;2.44;
35;11.745;0;0;5.17;-7.75;4.750;-3.454;0.030;4.31;
36;12.118;1;0;0.66;-3.68;-4.370;-4.834;0.028;5.16;
37;12.372;0;0;-6.78;-6.83;-3.163;-5.416;0.030;3.88;
38;12.432;1;0;5.31;-1.99;13.439;-1.940;0.028;8.13;
39;12.489;0;0;20.04;-1.48;23.534;-2.723;0.030;3.71;
40;12.826;1;1;22.44;-4.12;17.676;-4.368;0.036;4.77;
41;12.890;1;0;11.41;-4.34;-4.902;-6.554;0.081;16.46;
42;13.462;0;1;-6.01;-6.51;-8.692;-8.972;0.029;3.64;
43;13.520;0;0;-11.54;-12.08;-14.547;-17.946;0.055;6.59;
44;13.849;1;0;-14.52;-23.73;-5.280;-23.589;0.025;9.24;
45;13.988;0;1;-12.40;-20.26;-11.051;-17.994;0.028;2.64;
