CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
54.24;totalGazeArea: 22.60;averageGazeArea1: 2.81;averageGazeArea3: 5.69;averageGazeArea5: 7.48;averageGazeArea10: 10.66;
1;(-12.8, 0.0, 21.8);28.8;1;
2;(-11.6, 0.0, 22.2);29.5;1;
3;(-14.4, 0.0, 22.0);37.18;1;
