CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
62.94;totalGazeArea: 19.93;averageGazeArea1: 2.24;averageGazeArea3: 4.65;averageGazeArea5: 6.23;averageGazeArea10: 9.25;
1;(-14.2, 0.0, 24.9);53.86;0;
