Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91512;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;2.991678;-35.97207;0;1;1;-17.88608;0.07867432;(-0.1, 1.6, -0.1)
4;0.650;-18.13961;-1.230859;1;0;1;-9.671173;-5.19207;(-0.1, 1.6, 0.0)SaccadeStart;
5;0.806;-14.42225;-1.083933;0;1;1;-1.204285;-3.975945;(-0.1, 1.6, 0.0)
6;0.923;-10.36071;1.031719;1;0;1;-1.347412;-3.993021;(-0.1, 1.6, 0.0)SaccadeStart;
7;0.954;-25.88108;7.134594;0;0;1;-1.79657;-3.534039;(-0.1, 1.6, 0.0)
8;0.998;-25.88642;4.067291;1;0;1;-3.751007;-2.517558;(-0.1, 1.6, 0.0)SaccadeStart;
9;1.060;-25.60538;4.517295;0;0;1;-4.927094;-2.206816;(-0.1, 1.6, 0.0)
10;1.107;-25.02096;4.781121;1;0;1;-4.135162;-1.95436;(-0.2, 1.6, -0.1)SaccadeStart;
11;1.137;-16.36033;5.753357;1;1;1;-8.637665;-1.174186;(-0.2, 1.6, -0.1)
12;1.171;-19.46463;6.177253;0;1;1;-10.00943;-0.9324519;(-0.2, 1.6, -0.1)
13;1.245;-19.68683;6.154794;1;1;1;-12.06451;-0.51667;(-0.2, 1.6, -0.1)SaccadeStart;
14;1.270;-22.03736;6.332312;1;1;1;-13.33566;-0.2012334;(-0.2, 1.6, -0.1)
15;1.307;-29.45296;6.689466;1;1;1;-26.05951;0.7050171;(-0.2, 1.6, -0.1)
16;1.335;-40.10792;7.326707;1;1;1;-27.25729;1.244659;(-0.2, 1.6, -0.1)
17;1.401;-40.40335;7.366392;1;1;1;-28.41519;1.960999;(-0.2, 1.6, -0.1)
18;1.431;-40.50999;6.855633;0;0;1;-29.56085;2.771973;(-0.2, 1.7, -0.1)
19;1.463;-36.04894;10.57121;1;0;1;-32.06143;4.480499;(-0.2, 1.7, -0.1)SaccadeStart;
20;1.491;-37.18044;11.21114;0;0;1;-32.98563;5.398041;(-0.2, 1.7, -0.1)
