Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
0.000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.020;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.353;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0Pattern 1 saccade;
0.423;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);10
0.450;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);12.51647
0.463;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);13.58673
0.478;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.10903
0.498;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.72063
0.514;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);15.57694
0.528;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);16.28538
0.542;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);16.91784
0.556;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.59015
0.569;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);18.25765
0.584;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);18.90215
0.606;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);19.6757
0.623;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);20.8186
0.648;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);21.74522
0.677;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);23.17733
0.698;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.88531
0.714;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);26.14613
0.739;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.13749
0.759;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.13749
0.779;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.13749
0.794;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.13749
0.815;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.13749
0.846;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);27.13749
0.863;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.1)(0.00, 0.00, 0.00);27.13749
0.879;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);27.13749
0.894;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);27.13749
0.907;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);27.13749
0.920;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);27.13749
0.935;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);27.13749
0.948;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);27.13749
0.962;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.3)(0.00, 0.00, 0.00);27.13749
0.978;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.3)(0.00, 0.00, 0.00);27.13749
0.999;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.3)(0.00, 0.00, 0.00);27.13749
1.014;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);27.13749
1.043;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);27.13749
1.061;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.5)(0.00, 0.00, 0.00);26.0167
1.074;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.5)(0.00, 0.00, 0.00);25.33115
1.086;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.6)(0.00, 0.00, 0.00);24.79093
1.101;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.6)(0.00, 0.00, 0.00);24.28084
1.115;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);23.63689
1.129;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);23.02238
1.150;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);22.35649
1.163;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.8)(0.00, 0.00, 0.00);21.39071
1.181;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.8)(0.00, 0.00, 0.00);20.71752
1.194;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.9)(0.00, 0.00, 0.00);19.85005
