Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
1.292;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.5)(0.00, 0.00, 0.00);0
1.329;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.5)(0.00, 0.00, 0.00);0
1.344;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.6)(0.00, 0.00, 0.00);0
1.357;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.7)(0.00, 0.00, 0.00);0
1.371;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.7)(0.00, 0.00, 0.00);0
1.389;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.8)(0.00, 0.00, 0.00);0
1.404;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.8)(0.00, 0.00, 0.00);0
1.418;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.9)(0.00, 0.00, 0.00);0
1.431;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.9)(0.00, 0.00, 0.00);0
1.443;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 2.9)(0.00, 0.00, 0.00);0
1.480;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.8, 0.0, 3.0)(0.00, 0.00, 0.00);0
1.495;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.9, 0.0, 3.1)(0.00, 0.00, 0.00);0
1.509;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.9, 0.0, 3.1)(0.00, 0.00, 0.00);0
1.522;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.9, 0.0, 3.2)(0.00, 0.00, 0.00);0
1.536;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.9, 0.0, 3.2)(0.00, 0.00, 0.00);0
1.549;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.9, 0.0, 3.3)(0.00, 0.00, 0.00);0
1.564;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.0, 0.0, 3.3)(0.00, 0.00, 0.00);0
1.577;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.0, 0.0, 3.3)(0.00, 0.00, 0.00);0
1.591;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.0, 0.0, 3.4)(0.00, 0.00, 0.00);0
1.614;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.0, 0.0, 3.4)(0.00, 0.00, 0.00);0
1.650;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.5)(0.00, 0.00, 0.00);0
1.667;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.6)(0.00, 0.00, 0.00);0
1.681;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.6)(0.00, 0.00, 0.00);0
1.694;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.7)(0.00, 0.00, 0.00);0
1.707;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.7)(0.00, 0.00, 0.00);0
1.720;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.8)(0.00, 0.00, 0.00);0
1.734;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.8)(0.00, 0.00, 0.00);0
1.747;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.8)(0.00, 0.00, 0.00);0
1.761;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.9)(0.00, 0.00, 0.00);0
1.777;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 3.9)(0.00, 0.00, 0.00);0
1.808;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.0)(0.00, 0.00, 0.00);0
1.822;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.1)(0.00, 0.00, 0.00);0
1.835;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.1)(0.00, 0.00, 0.00);0
1.847;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.1)(0.00, 0.00, 0.00);0
1.859;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.2)(0.00, 0.00, 0.00);0
1.871;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.2)(0.00, 0.00, 0.00);0
1.887;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.3)(0.00, 0.00, 0.00);0
1.905;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.3)(0.00, 0.00, 0.00);0
1.920;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.4)(0.00, 0.00, 0.00);0
1.935;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.4)(0.00, 0.00, 0.00);0
1.980;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.5)(0.00, 0.00, 0.00);0
1.994;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.6)(0.00, 0.00, 0.00);0
2.006;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.6)(0.00, 0.00, 0.00);0
2.028;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.7)(0.00, 0.00, 0.00);0
2.042;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.7)(0.00, 0.00, 0.00);0
2.055;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.8)(0.00, 0.00, 0.00);0
2.068;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.8)(0.00, 0.00, 0.00);0
2.081;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-1.1, 0.0, 4.8)(0.00, 0.00, 0.00);0
