CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
48.50;totalGazeArea: 12.59;averageGazeArea1: 1.86;averageGazeArea3: 3.80;averageGazeArea5: 5.15;averageGazeArea10: 6.87;
1;(-31.9, 0.0, 32.1);37.74;1;
2;(-31.9, 0.0, 32.3);39.18;1;
