CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
39.76;totalGazeArea: 16.01;averageGazeArea1: 1.81;averageGazeArea3: 3.81;averageGazeArea5: 5.24;averageGazeArea10: 8.51;
1;(-5.9, 0.0, 20.3);15.56;2;
2;(-6.0, 0.0, 21.3);17.1;2;
