Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;-0.06198001;-44.891;(0.00, 1.63, 0.57);(351.03, 355.90, 1.98);Pattern 1 saccade;
0.57563;-6.670475;4.02374;(0.03, 1.68, 0.64);(1.85, 350.24, 359.62);No pattern saccade;
0.69122;-5.26344;-8.19507;(0.01, 1.72, 0.71);(1.91, 350.24, 359.53);No pattern saccade;
0.76667;-4.351745;-6.971139;(0.01, 1.71, 0.72);(1.98, 359.40, 359.40);No pattern saccade;
0.83171;4.483687;-7.107344;(0.01, 1.71, 0.72);(1.95, 359.41, 359.42);
0.88652;4.420357;-7.132317;(0.01, 1.71, 0.72);(1.93, 359.37, 359.41);Pattern 1 saccade;
0.92239;4.292953;-7.233385;(0.01, 1.71, 0.72);(1.95, 359.35, 359.41);
0.98632;4.268119;-7.257003;(0.01, 1.71, 0.72);(1.96, 359.34, 359.40);
1.02012;4.277651;-7.239235;(0.01, 1.71, 0.72);(1.97, 359.35, 359.39);
1.19094;4.323817;-7.261663;(0.01, 1.71, 0.72);(1.99, 359.35, 359.39);
1.27083;22.42348;-9.847147;(0.01, 1.71, 0.72);(2.00, 359.42, 359.48);
1.30623;23.3471;-10.43844;(0.01, 1.71, 0.72);(1.99, 359.49, 359.52);Pattern 1 saccade;
1.34878;25.98984;-12.06331;(0.01, 1.71, 0.72);(1.98, 359.64, 359.57);
1.40961;26.25489;-12.63888;(0.01, 1.71, 0.72);(2.00, 359.75, 359.59);No pattern saccade;
1.46122;26.4819;-13.60985;(0.01, 1.71, 0.72);(2.02, 359.93, 359.61);
1.50822;27.0707;-13.84415;(0.01, 1.71, 0.72);(2.02, 0.26, 359.68);
1.58250;27.01871;-14.19556;(0.01, 1.71, 0.72);(1.98, 0.68, 359.81);
1.61970;28.37283;-14.93925;(0.01, 1.71, 0.72);(1.85, 1.23, 0.02);
1.67656;27.77468;-14.75949;(0.01, 1.71, 0.72);(1.67, 1.93, 0.41);
1.74430;27.96824;-14.61578;(0.01, 1.71, 0.72);(1.43, 2.61, 0.80);
1.79175;27.99564;-14.6897;(0.01, 1.72, 0.72);(1.06, 4.11, 1.43);
1.83543;26.73975;-14.37663;(0.02, 1.72, 0.72);(0.51, 6.92, 2.39);
1.91684;28.3663;-13.80823;(0.02, 1.72, 0.72);(0.13, 8.89, 2.95);
1.96348;29.51545;-13.52347;(0.02, 1.72, 0.71);(359.67, 11.13, 3.48);
2.00606;30.06836;-13.8543;(0.03, 1.72, 0.71);(358.70, 15.88, 4.58);
2.08497;35.46508;-12.6436;(0.03, 1.72, 0.71);(358.13, 18.20, 5.26);
2.13254;40.04949;-11.46608;(0.04, 1.72, 0.71);(357.36, 21.14, 5.95);Pattern 1 saccade;
2.17832;45.29794;-9.398267;(0.04, 1.72, 0.70);(356.67, 23.89, 6.67);Pattern 1 saccade;
2.24302;46.05364;-8.977184;(0.04, 1.72, 0.70);(355.90, 27.06, 7.19);No pattern saccade;
2.29112;50.90639;-7.611325;(0.05, 1.73, 0.70);(355.35, 29.69, 7.38);
2.34500;57.70255;-6.478781;(0.05, 1.73, 0.69);(354.47, 34.09, 7.40);No pattern saccade;
2.41659;61.85854;-5.246552;(0.06, 1.73, 0.69);(354.12, 36.84, 7.33);Pattern 1 saccade;
2.46325;64.83254;-4.944577;(0.06, 1.73, 0.69);(353.65, 40.44, 7.44);No pattern saccade;
2.50623;70.81822;-4.130539;(0.07, 1.73, 0.68);(352.93, 44.77, 7.50);Pattern 1 saccade;
2.58055;77.52665;-3.104677;(0.07, 1.73, 0.68);(352.50, 47.11, 7.42);No pattern saccade;
2.62233;82.18943;-2.563541;(0.07, 1.73, 0.67);(352.12, 49.32, 7.42);No pattern saccade;
2.66420;80.74908;-2.480887;(0.08, 1.73, 0.67);(351.63, 52.79, 7.30);No pattern saccade;
2.73111;83.25474;-2.144592;(0.08, 1.73, 0.67);(351.26, 54.57, 7.16);
2.78889;88.14565;-1.716476;(0.08, 1.73, 0.66);(350.96, 56.19, 7.00);No pattern saccade;
2.83502;82.07692;-1.939626;(0.08, 1.73, 0.66);(350.59, 58.47, 6.78);No pattern saccade;
2.90266;78.39261;-1.773224;(0.08, 1.73, 0.66);(350.39, 59.91, 6.66);No pattern saccade;
2.94762;77.50615;-1.467563;(0.08, 1.73, 0.66);(350.33, 60.86, 6.62);Pattern 1 saccade;
3.00268;77.24683;-0.8521714;(0.08, 1.73, 0.65);(350.31, 62.24, 6.60);
3.08231;76.16518;-0.6914559;(0.08, 1.73, 0.65);(350.38, 62.89, 6.59);
3.11951;75.60866;-0.3831405;(0.09, 1.73, 0.65);(350.48, 63.70, 6.50);
3.16329;73.22629;-0.3622642;(0.09, 1.73, 0.65);(350.51, 64.00, 6.51);
3.24026;72.89212;-0.3902314;(0.09, 1.73, 0.65);(350.52, 64.09, 6.47);Pattern 1 saccade;
3.27603;72.46484;-0.3657205;(0.09, 1.73, 0.65);(350.55, 64.10, 6.38);
3.32225;72.31905;-0.399235;(0.09, 1.73, 0.65);(350.50, 64.30, 6.31);
3.38331;72.211;-0.4178605;(0.09, 1.73, 0.65);(350.45, 64.48, 6.23);
3.43042;72.15469;-0.4008968;(0.09, 1.73, 0.65);(350.46, 64.59, 6.16);
3.46182;72.15705;-0.3672195;(0.09, 1.73, 0.65);(350.53, 64.64, 6.12);
