Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.107506;-43.95948;1.137703;-2.811705;(-0.29, 1.65, 0.52);(2.81, 1.14, 0.45);Pattern 1 saccade;
0.58248;-4.132716;-6.825806;12.21739;-10.99526;(0.05, 1.69, 0.55);(11.00, 12.22, 347.75);No pattern saccade;
0.65533;9.300488;-21.36465;8.239364;-7.49569;(0.05, 1.77, 0.56);(7.50, 8.24, 355.73);No pattern saccade;
0.70101;8.944667;-16.8415;-1.856537;-6.861777;(0.06, 1.76, 0.58);(6.86, 358.14, 356.61);No pattern saccade;
0.74261;0.5417987;-16.26243;-2.805389;-6.892883;(0.06, 1.76, 0.58);(6.89, 357.19, 356.63);No pattern saccade;
0.78504;0.3061359;-16.12525;-3.23584;-6.932184;(0.05, 1.76, 0.58);(6.93, 356.76, 356.57);Pattern 1 saccade;
0.83769;0.3683035;-15.92027;-3.382599;-7.009481;(0.05, 1.76, 0.58);(7.01, 356.62, 356.59);
0.87088;0.3166256;-15.87237;-3.25473;-7.171148;(0.05, 1.76, 0.58);(7.17, 356.75, 356.56);
0.91496;0.2729051;-15.29852;-2.792664;-7.324891;(0.06, 1.76, 0.58);(7.32, 357.21, 356.59);
0.95566;0.4316991;-15.39823;-2.429504;-7.324654;(0.06, 1.76, 0.58);(7.32, 357.57, 356.66);
1.00310;0.3853743;-15.37594;-2.150299;-7.235974;(0.06, 1.76, 0.58);(7.24, 357.85, 356.82);
1.06906;-0.09598847;-15.35913;-1.882172;-6.995926;(0.06, 1.76, 0.58);(7.00, 358.12, 356.92);
1.11663;-1.284924;-15.68194;-1.241943;-6.559143;(0.06, 1.76, 0.58);(6.56, 358.76, 357.11);
1.15649;-2.03512;-9.468904;-0.7708435;-6.186494;(0.04, 1.68, 0.49);(6.19, 359.23, 357.16);
1.19987;-2.052636;-11.52739;-0.6530762;-6.053975;(0.04, 1.68, 0.49);(6.05, 359.35, 357.14);No pattern saccade;
1.24412;-1.969289;-11.4289;-1.002319;-5.961569;(0.04, 1.68, 0.49);(5.96, 359.00, 357.16);No pattern saccade;
1.29353;-1.960806;-11.38285;-1.350098;-5.760532;(0.04, 1.68, 0.49);(5.76, 358.65, 357.18);
1.32816;-4.866714;-9.938071;-1.621307;-5.49963;(0.04, 1.68, 0.49);(5.50, 358.38, 357.25);
1.37026;-6.890923;-8.050341;6.489465;-5.26816;(0.02, 1.67, 0.49);(5.27, 6.49, 357.31);No pattern saccade;
1.41480;0.5732823;-8.251001;6.940992;-5.060457;(0.02, 1.67, 0.49);(5.06, 6.94, 357.35);No pattern saccade;
1.45574;0.5898191;-8.218891;7.310462;-4.924279;(0.02, 1.67, 0.49);(4.92, 7.31, 357.39);Pattern 1 saccade;
1.50913;-1.571146;-6.856915;7.644208;-4.801077;(0.02, 1.67, 0.49);(4.80, 7.64, 357.40);
1.54148;-3.602531;-6.453324;7.631901;-4.658535;(0.02, 1.67, 0.49);(4.66, 7.63, 357.43);No pattern saccade;
1.58520;-3.617596;-6.427502;7.323734;-4.579047;(0.02, 1.67, 0.49);(4.58, 7.32, 357.45);Pattern 1 saccade;
1.62809;-3.989755;-6.331913;7.018015;-4.607465;(0.02, 1.67, 0.49);(4.61, 7.02, 357.46);
1.67056;-4.172174;-6.258682;6.815691;-4.647903;(0.02, 1.67, 0.49);(4.65, 6.82, 357.48);
1.72381;-4.502811;-6.19322;6.856082;-4.620874;(0.02, 1.67, 0.49);(4.62, 6.86, 357.50);
1.75660;-4.685139;-6.242502;7.004647;-4.581885;(0.02, 1.67, 0.49);(4.58, 7.00, 357.50);
1.79859;-4.75019;-6.273076;7.175694;-4.537223;(0.02, 1.67, 0.49);(4.54, 7.18, 357.47);
1.84027;-4.636762;-6.309821;7.279917;-4.50009;(0.02, 1.67, 0.49);(4.50, 7.28, 357.42);
1.86962;-4.503349;-6.393583;7.262034;-4.490376;(0.02, 1.67, 0.49);(4.49, 7.26, 357.40);
1.91378;-4.469247;-6.371934;7.232418;-4.51609;(0.02, 1.67, 0.49);(4.52, 7.23, 357.40);
1.96630;-4.412;-6.580035;7.191345;-4.521371;(0.02, 1.67, 0.49);(4.52, 7.19, 357.39);
2.00025;-1.22286;-8.478362;7.223898;-4.510147;(0.02, 1.67, 0.49);(4.51, 7.22, 357.38);
2.07355;-1.3349;-8.573295;7.375594;-4.523992;(0.02, 1.67, 0.49);(4.52, 7.38, 357.36);No pattern saccade;
2.12988;-1.457729;-8.586402;7.714827;-4.564517;(0.03, 1.67, 0.49);(4.56, 7.71, 357.33);
2.17894;8.717932;-10.51559;8.177364;-4.55347;(0.03, 1.67, 0.49);(4.55, 8.18, 357.28);
2.21222;9.149542;-10.67339;8.42929;-4.527771;(0.03, 1.67, 0.49);(4.53, 8.43, 357.26);Pattern 1 saccade;
2.25491;9.306906;-10.87991;8.661494;-4.456763;(0.03, 1.67, 0.49);(4.46, 8.66, 357.20);
2.29916;9.390732;-10.82458;8.907746;-4.467288;(0.03, 1.67, 0.49);(4.47, 8.91, 357.18);
2.34017;9.566135;-10.71109;9.116344;-4.481061;(0.03, 1.67, 0.49);(4.48, 9.12, 357.14);
2.39760;9.661225;-10.65726;9.293356;-4.47521;(0.03, 1.67, 0.49);(4.48, 9.29, 357.10);
2.44117;9.729718;-10.61934;9.426578;-4.435939;(0.03, 1.67, 0.49);(4.44, 9.43, 357.07);
2.48591;13.13955;-13.39861;9.599975;-4.364247;(0.03, 1.67, 0.49);(4.36, 9.60, 357.03);
2.53517;13.05551;-13.49464;9.697584;-4.336612;(0.03, 1.67, 0.49);(4.34, 9.70, 357.01);No pattern saccade;
2.57802;13.07411;-13.5528;9.763073;-4.301224;(0.03, 1.67, 0.49);(4.30, 9.76, 356.99);
2.63515;13.073;-13.67866;9.804749;-4.293078;(0.03, 1.67, 0.49);(4.29, 9.80, 356.98);
2.68079;13.0851;-13.75791;9.835551;-4.237595;(0.03, 1.67, 0.49);(4.24, 9.84, 356.96);
2.71909;13.03724;-13.85997;9.876084;-4.190226;(0.03, 1.67, 0.49);(4.19, 9.88, 356.96);
2.76047;13.13513;-14.00387;9.894084;-4.158555;(0.03, 1.67, 0.48);(4.16, 9.89, 356.95);
2.80620;13.1825;-14.08613;9.870354;-4.121817;(0.03, 1.67, 0.48);(4.12, 9.87, 356.92);
2.86048;13.1637;-14.17699;9.849451;-4.074267;(0.03, 1.67, 0.48);(4.07, 9.85, 356.89);
2.90525;11.34732;-6.286621;9.81776;-4.000604;(0.03, 1.67, 0.48);(4.00, 9.82, 356.91);
2.96424;9.677478;-4.896437;9.803977;-3.90178;(0.03, 1.67, 0.48);(3.90, 9.80, 356.91);No pattern saccade;
3.00499;9.397686;-4.721596;9.795924;-3.846868;(0.03, 1.67, 0.48);(3.85, 9.80, 356.93);No pattern saccade;
3.05933;9.110323;-4.688861;9.804162;-3.794101;(0.03, 1.67, 0.48);(3.79, 9.80, 356.93);
3.11607;9.072411;-4.69473;9.817963;-3.763197;(0.03, 1.67, 0.48);(3.76, 9.82, 356.91);
3.16586;9.083918;-4.676097;9.821482;-3.756555;(0.03, 1.67, 0.48);(3.76, 9.82, 356.91);
3.20578;9.052152;-4.667748;9.837015;-3.734653;(0.03, 1.67, 0.48);(3.73, 9.84, 356.88);
3.24633;9.009197;-4.653316;9.874232;-3.74653;(0.03, 1.67, 0.48);(3.75, 9.87, 356.85);
3.29003;8.898689;-4.642858;9.923742;-3.7348;(0.03, 1.67, 0.48);(3.73, 9.92, 356.86);
3.34095;8.895624;-4.649624;9.976765;-3.71669;(0.03, 1.67, 0.48);(3.72, 9.98, 356.86);
3.38898;8.928969;-4.649332;10.01864;-3.691769;(0.03, 1.67, 0.48);(3.69, 10.02, 356.81);
3.43362;2.880595;-7.405532;10.038;-3.673274;(0.03, 1.68, 0.48);(3.67, 10.04, 356.81);
3.47740;-2.44761;-9.318955;10.02989;-3.665311;(0.03, 1.68, 0.48);(3.67, 10.03, 356.79);No pattern saccade;
3.53261;-2.895955;-9.709468;9.984739;-3.639338;(0.03, 1.68, 0.48);(3.64, 9.98, 356.79);No pattern saccade;
3.58564;-3.304066;-9.979207;9.915697;-3.630092;(0.03, 1.68, 0.48);(3.63, 9.92, 356.81);
3.63715;-3.544877;-10.13923;9.865325;-3.604632;(0.03, 1.68, 0.48);(3.60, 9.87, 356.83);
3.68556;-3.714265;-10.26439;9.835971;-3.590928;(0.03, 1.68, 0.48);(3.59, 9.84, 356.84);
3.73103;-3.818394;-10.38478;9.838714;-3.594776;(0.03, 1.68, 0.48);(3.59, 9.84, 356.84);
3.77520;-3.909734;-10.46353;9.830047;-3.58813;(0.03, 1.68, 0.48);(3.59, 9.83, 356.82);
3.82872;-4.000707;-10.51333;9.809923;-3.586806;(0.03, 1.68, 0.48);(3.59, 9.81, 356.80);
3.88093;-4.099509;-10.53637;9.788709;-3.577242;(0.03, 1.68, 0.48);(3.58, 9.79, 356.80);
3.91996;-4.436107;-10.68002;9.798653;-3.610384;(0.03, 1.67, 0.48);(3.61, 9.80, 356.80);
3.96036;-4.741742;-10.78756;9.78618;-3.651099;(0.03, 1.67, 0.48);(3.65, 9.79, 356.81);
4.00482;-4.771671;-10.90123;9.704045;-3.688409;(0.03, 1.67, 0.48);(3.69, 9.70, 356.83);
4.07055;-4.762823;-10.99672;9.514295;-3.685045;(0.03, 1.67, 0.48);(3.69, 9.51, 356.83);
4.11817;-8.813466;-11.74296;8.936147;-3.61823;(0.03, 1.67, 0.48);(3.62, 8.94, 356.79);
4.16225;-9.418406;-12.77653;7.811122;-3.470066;(0.03, 1.67, 0.49);(3.47, 7.81, 356.75);Pattern 1 saccade;
4.20225;-9.509891;-12.82933;6.810906;-3.358606;(0.03, 1.67, 0.49);(3.36, 6.81, 356.73);
4.24869;-9.555243;-12.79562;5.782912;-3.304335;(0.02, 1.68, 0.49);(3.30, 5.78, 356.77);
4.29970;-10.12381;-12.79984;4.901984;-3.275084;(0.02, 1.68, 0.49);(3.28, 4.90, 356.89);
4.34777;-10.63043;-12.31492;4.117927;-3.227051;(0.02, 1.68, 0.49);(3.23, 4.12, 357.02);
4.39023;-10.62625;-12.13206;3.18456;-3.212163;(0.02, 1.68, 0.49);(3.21, 3.18, 357.19);
4.43521;-14.44382;-15.60036;2.499477;-3.134629;(0.02, 1.68, 0.49);(3.13, 2.50, 357.33);
4.47513;-14.55896;-15.73825;1.717943;-3.103601;(0.01, 1.68, 0.49);(3.10, 1.72, 357.46);No pattern saccade;
4.53214;-14.49592;-16.10661;0.8694736;-3.085473;(0.01, 1.68, 0.49);(3.09, 0.87, 357.60);
4.57519;-14.54017;-16.28047;-0.01351929;-3.107284;(0.01, 1.68, 0.49);(3.11, 359.99, 357.81);
4.61787;-20.39244;-16.89426;-1.38147;-3.159882;(0.01, 1.68, 0.49);(3.16, 358.62, 358.17);
4.65898;-22.18795;-17.25518;-2.55188;-3.264322;(0.00, 1.68, 0.49);(3.26, 357.45, 358.45);Pattern 1 saccade;
4.71055;-22.08927;-17.47823;-3.640442;-3.421542;(0.00, 1.68, 0.49);(3.42, 356.36, 358.70);
4.75834;-22.04976;-17.47222;-4.493744;-3.532847;(0.00, 1.68, 0.49);(3.53, 355.51, 358.93);
4.80739;-22.1919;-17.7469;-5.157288;-3.659978;(0.00, 1.68, 0.49);(3.66, 354.84, 359.13);
4.84514;-22.34167;-18.12894;-5.752625;-3.834943;(-0.01, 1.67, 0.49);(3.83, 354.25, 359.37);
4.88958;-23.16636;-17.736;-6.208466;-3.874787;(-0.01, 1.67, 0.49);(3.87, 353.79, 359.48);
4.93646;-23.40189;-17.42102;-6.713684;-3.898259;(-0.01, 1.67, 0.49);(3.90, 353.29, 359.57);
4.98364;-23.32688;-17.40592;-7.419098;-3.907091;(-0.01, 1.67, 0.49);(3.91, 352.58, 359.67);
5.03597;-23.23578;-17.34076;-8.171906;-4.01468;(-0.02, 1.67, 0.49);(4.01, 351.83, 359.82);
5.08992;-23.22339;-17.36733;-8.999786;-4.199338;(-0.02, 1.67, 0.49);(4.20, 351.00, 0.03);
5.13785;-23.2801;-17.54025;-9.498413;-4.380897;(-0.02, 1.67, 0.49);(4.38, 350.50, 0.21);
5.18521;-23.52667;-17.83042;-9.844971;-4.533741;(-0.02, 1.67, 0.49);(4.53, 350.16, 0.35);
5.23780;-26.78945;-18.01267;-10.34665;-4.660784;(-0.02, 1.67, 0.49);(4.66, 349.65, 0.47);
5.27606;-30.06053;-18.28898;-11.22739;-4.774998;(-0.03, 1.67, 0.49);(4.77, 348.77, 0.61);Pattern 1 saccade;
5.31732;-30.22237;-18.78528;-12.05145;-4.851981;(-0.03, 1.67, 0.49);(4.85, 347.95, 0.67);Pattern 1 saccade;
5.35945;-30.11649;-18.92413;-12.78839;-4.933464;(-0.03, 1.67, 0.49);(4.93, 347.21, 0.74);
