CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
30.94;totalGazeArea: 16.62;averageGazeArea1: 2.17;averageGazeArea3: 4.48;averageGazeArea5: 6.12;averageGazeArea10: 9.16;
