CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
43.46;totalGazeArea: 18.88;averageGazeArea1: 2.11;averageGazeArea3: 4.23;averageGazeArea5: 5.92;averageGazeArea10: 9.09;
1;(7.3, 0.0, 6.3);10.02;0;
2;(23.9, 0.0, 16.3);30.58;0;
