CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
271.42;totalGazeArea: 45.79;averageGazeArea1: 2.35;averageGazeArea3: 5.03;averageGazeArea5: 7.14;averageGazeArea10: 11.12;
1;(1.0, 0.0, 10.9);80.88;0;
2;(1.1, 0.0, 11.5);93.7;0;
