CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
76.10;totalGazeArea: 17.34;averageGazeArea1: 2.11;averageGazeArea3: 4.30;averageGazeArea5: 5.59;averageGazeArea10: 7.72;
1;(4.9, 0.0, 23.2);58.08;0;
2;(4.9, 0.0, 24.0);58.28;0;
