CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
99.40;totalGazeArea: 31.13;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
