CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
64.58;totalGazeArea: 21.41;averageGazeArea1: 1.96;averageGazeArea3: 4.24;averageGazeArea5: 5.90;averageGazeArea10: 8.68;
1;(24.4, 0.0, 2.8);43.96;2;
2;(24.4, 0.0, 3.8);44.26;0;
3;(24.4, 0.0, 3.8);45.8;0;
4;(24.4, 0.0, 3.8);47.1;0;
