Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.236293;-43.94294;-1.272095;-2.819525;(-0.30, 1.65, 0.52);(2.82, 358.73, 0.47);Pattern 1 saccade;
0.63781;-1.852636;-13.42995;-1.220184;-2.832139;(-0.30, 1.65, 0.52);(2.83, 358.78, 0.48);No pattern saccade;
0.69840;-1.933895;-13.44455;1.168274;-2.780671;(-0.29, 1.65, 0.52);(2.78, 1.17, 0.50);No pattern saccade;
0.73770;0.5269603;-13.39186;1.168727;-2.785182;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
0.78010;0.5260091;-13.39637;1.170256;-2.787258;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);Pattern 1 saccade;
0.82231;0.5273071;-13.39846;1.168338;-2.788251;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
0.85491;0.5252538;-13.39946;1.167114;-2.788551;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
0.90511;0.5240026;-13.39972;1.165959;-2.789814;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
0.93863;0.5226697;-13.40098;1.165758;-2.791171;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
0.98208;0.5222226;-13.40231;1.165699;-2.792731;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
1.02338;0.5220601;-13.40386;1.165475;-2.794263;(-0.29, 1.65, 0.52);(2.79, 1.17, 0.49);
1.07831;0.5218391;-13.40534;1.163946;-2.796618;(-0.29, 1.65, 0.52);(2.80, 1.16, 0.49);
1.11578;0.5202981;-13.40775;1.163697;-2.797941;(-0.29, 1.65, 0.52);(2.80, 1.16, 0.49);
1.15304;0.520045;-13.40908;1.162949;-2.799176;(-0.29, 1.65, 0.52);(2.80, 1.16, 0.49);
1.17799;0.5191315;-13.41023;1.16275;-2.802336;(-0.29, 1.65, 0.52);(2.80, 1.16, 0.49);
1.20689;0.5186399;-13.4135;1.163099;-2.8025;(-0.29, 1.65, 0.52);(2.80, 1.16, 0.49);
1.25262;0.5188506;-13.41358;1.164536;-2.80437;(-0.29, 1.65, 0.52);(2.80, 1.16, 0.49);
1.29300;0.5206496;-13.41536;1.161669;-2.808702;(-0.29, 1.65, 0.52);(2.81, 1.16, 0.49);
1.33146;0.517921;-13.41972;1.161226;-2.812628;(-0.29, 1.65, 0.52);(2.81, 1.16, 0.49);
1.36419;0.5176578;-13.42372;1.159758;-2.814771;(-0.29, 1.65, 0.52);(2.81, 1.16, 0.49);
1.40172;0.5162079;-13.42584;1.158187;-2.817747;(-0.29, 1.65, 0.52);(2.82, 1.16, 0.49);
1.45551;0.5145298;-13.42888;1.157975;-2.819155;(-0.29, 1.65, 0.52);(2.82, 1.16, 0.49);
1.49803;0.5141546;-13.43032;1.15733;-2.819564;(-0.29, 1.65, 0.52);(2.82, 1.16, 0.48);
1.54800;0.5133923;-13.43068;1.155113;-2.820376;(-0.29, 1.65, 0.52);(2.82, 1.16, 0.49);
1.57934;0.5114455;-13.43158;1.15531;-2.819517;(-0.29, 1.65, 0.52);(2.82, 1.16, 0.49);
1.60845;0.5120696;-13.43078;1.151724;-2.817673;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
1.64300;0.5086827;-13.42892;1.151337;-2.816517;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
1.68193;0.5083035;-13.42782;1.153684;-2.814798;(-0.29, 1.65, 0.52);(2.81, 1.15, 0.49);
1.72466;0.5108517;-13.42601;1.152128;-2.814483;(-0.29, 1.65, 0.52);(2.81, 1.15, 0.49);
1.77491;0.5096478;-13.42575;1.151052;-2.813839;(-0.29, 1.65, 0.52);(2.81, 1.15, 0.49);
1.80972;0.5085279;-13.42499;1.152158;-2.816019;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
1.85325;0.5097164;-13.42723;1.15372;-2.816813;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.50);
1.89421;0.5116175;-13.42804;1.151862;-2.817705;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
1.92331;0.5096918;-13.42891;1.153763;-2.81886;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.50);
1.95496;0.511977;-13.43009;1.152785;-2.820539;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.50);
2.00711;0.5106586;-13.43175;1.152368;-2.822178;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
2.05679;0.5101442;-13.43343;1.149322;-2.822098;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
2.09482;0.506739;-13.43332;1.149234;-2.822666;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
2.12405;0.5063575;-13.43387;1.14818;-2.823103;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
2.16820;0.5053266;-13.43435;1.144265;-2.821857;(-0.29, 1.65, 0.52);(2.82, 1.14, 0.49);
2.21647;0.5012167;-13.43302;1.148122;-2.822868;(-0.29, 1.65, 0.52);(2.82, 1.15, 0.49);
2.25127;0.505266;-13.43398;1.144918;-2.825274;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.49);
2.28001;0.5015281;-13.43638;1.146612;-2.827483;(-0.29, 1.65, 0.52);(2.83, 1.15, 0.49);
2.30888;0.5032557;-13.43859;1.144763;-2.82932;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.49);
2.33905;0.5013883;-13.44046;1.145065;-2.830232;(-0.29, 1.65, 0.52);(2.83, 1.15, 0.49);
2.36506;0.5017813;-13.44134;1.14334;-2.832012;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.49);
2.39358;0.4999577;-13.44318;1.140489;-2.832354;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.49);
2.43677;0.4967363;-13.44353;1.141019;-2.832045;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.48);
2.46916;0.4971499;-13.44321;1.142259;-2.831664;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.49);
2.50947;0.4984223;-13.4428;1.141831;-2.832114;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.48);
2.55660;0.4979237;-13.4432;1.138703;-2.833538;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.48);
2.62215;0.4944234;-13.44467;1.138103;-2.833351;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.48);
2.65704;0.4934943;-13.4444;1.138209;-2.834765;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.48);
2.69517;0.4929755;-13.44588;1.138793;-2.833848;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
2.76358;0.4930333;-13.44487;1.135294;-2.834027;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
2.79284;0.489055;-13.44501;1.134363;-2.834349;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.47);
2.82849;0.4876056;-13.44535;1.131904;-2.833785;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
2.87228;0.4842992;-13.44475;1.131544;-2.832533;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
2.90739;0.4835248;-13.44342;1.133616;-2.832643;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
2.93484;0.485418;-13.44348;1.133924;-2.833713;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
2.96432;0.4856899;-13.44456;1.13317;-2.834209;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
2.99539;0.4847404;-13.44509;1.13544;-2.833978;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
3.02359;0.4871973;-13.44483;1.132319;-2.834182;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
3.07775;0.48395;-13.44505;1.134064;-2.834026;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.46);
3.11693;0.4858609;-13.44484;1.134999;-2.835531;(-0.29, 1.65, 0.52);(2.84, 1.13, 0.46);
3.14987;0.4869808;-13.44643;1.135224;-2.834967;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
3.17891;0.4872169;-13.44584;1.137123;-2.835535;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
3.20670;0.4888927;-13.44643;1.137469;-2.835454;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
3.23689;0.4888694;-13.44633;1.139226;-2.835267;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
3.26443;0.4906083;-13.44617;1.138376;-2.83412;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
3.29433;0.4897436;-13.44503;1.13715;-2.832819;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
3.35935;0.4883231;-13.44371;1.137356;-2.831682;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
3.40490;0.4883026;-13.44264;1.137702;-2.828871;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.45036;0.4881073;-13.43968;1.141638;-2.829212;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.49009;0.4920335;-13.4399;1.137383;-2.831879;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.53267;0.4874956;-13.44258;1.134265;-2.833796;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.45);
3.57638;0.4839529;-13.4445;1.134874;-2.834936;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.45);
3.61958;0.4847489;-13.44573;1.132491;-2.833565;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.45);
3.65914;0.4820842;-13.44429;1.136833;-2.834553;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.70061;0.4865754;-13.4453;1.134007;-2.834474;(-0.29, 1.65, 0.52);(2.83, 1.13, 0.45);
3.74428;0.4834109;-13.44526;1.137043;-2.833263;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.79018;0.4866668;-13.44399;1.136308;-2.833715;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.83047;0.4859789;-13.44448;1.139112;-2.833401;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.87487;0.4892279;-13.44412;1.139349;-2.834628;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.92939;0.4898209;-13.44542;1.139135;-2.8347;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
3.96790;0.4897095;-13.44553;1.140632;-2.834266;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.45);
4.01478;0.4914213;-13.44509;1.13962;-2.833862;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
4.06494;0.4907602;-13.44466;1.141;-2.834929;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.46);
4.09207;0.4926957;-13.44578;1.141693;-2.835188;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
4.12380;0.4938501;-13.44608;1.143294;-2.835529;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
4.16361;0.4957794;-13.44644;1.142793;-2.835828;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.47);
4.19431;0.4954011;-13.44678;1.14395;-2.835679;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.47);
4.23164;0.4966063;-13.44665;1.145859;-2.83517;(-0.29, 1.65, 0.52);(2.84, 1.15, 0.47);
4.26439;0.4985331;-13.4461;1.144198;-2.835734;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.47);
4.30644;0.4965813;-13.44661;1.144431;-2.837297;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
4.34154;0.4968097;-13.44819;1.14245;-2.837951;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
4.38946;0.4949833;-13.44888;1.141038;-2.837899;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.47);
4.43247;0.4935646;-13.44895;1.14148;-2.835005;(-0.29, 1.65, 0.52);(2.84, 1.14, 0.46);
4.47759;0.4941984;-13.44611;1.140382;-2.830792;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
4.51981;0.4931816;-13.44181;1.143354;-2.829165;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
4.56036;0.4963611;-13.44019;1.142146;-2.827598;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
4.60481;0.4950689;-13.43856;1.140962;-2.827409;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
4.66111;0.4937059;-13.43842;1.140933;-2.825591;(-0.29, 1.65, 0.52);(2.83, 1.14, 0.47);
