Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
3.46242;-18.17431;-17.23275;-12.73547;-8.838305;(-0.10, 1.65, 0.48);(8.84, 347.26, 358.03);
3.50616;-17.5427;-17.82814;-11.43658;-8.032336;(-0.10, 1.65, 0.48);(8.03, 348.56, 358.46);
3.54873;-16.27897;-17.07795;-10.33527;-6.917424;(-0.10, 1.65, 0.48);(6.92, 349.66, 358.66);
3.59224;-15.27929;-15.95033;-9.463654;-6.17825;(-0.09, 1.65, 0.49);(6.18, 350.54, 358.72);
3.64644;-14.45164;-15.23211;-8.938293;-6.265143;(-0.09, 1.64, 0.49);(6.27, 351.06, 358.61);
3.69229;-13.95628;-15.32223;-8.668488;-7.042661;(-0.09, 1.64, 0.49);(7.04, 351.33, 358.27);
3.73322;-13.70811;-16.02691;-8.40506;-8.237246;(-0.09, 1.64, 0.49);(8.24, 351.59, 357.73);
3.77842;-13.48459;-17.17974;-8.189178;-8.734666;(-0.09, 1.64, 0.49);(8.73, 351.81, 357.42);
3.81949;-13.32193;-17.65991;-7.850677;-9.021828;(-0.09, 1.64, 0.49);(9.02, 352.15, 357.31);
3.87111;-13.00281;-17.92984;-7.381805;-9.316585;(-0.09, 1.64, 0.49);(9.32, 352.62, 357.36);
3.91505;-12.52382;-18.23357;-7.032196;-9.424139;(-0.09, 1.64, 0.49);(9.42, 352.97, 357.37);
3.94895;-12.18891;-18.35522;-6.69873;-9.241039;(-0.09, 1.64, 0.49);(9.24, 353.30, 357.39);
3.99275;-11.87498;-18.17719;-6.48764;-8.724273;(-0.08, 1.64, 0.49);(8.72, 353.51, 357.33);
4.03184;-11.70383;-17.64459;-6.299133;-8.260105;(-0.08, 1.64, 0.49);(8.26, 353.70, 357.36);
4.08184;-11.52907;-17.17203;-6.126587;-8.098316;(-0.08, 1.64, 0.49);(8.10, 353.87, 357.46);
4.12191;-11.3505;-17.02773;-5.896393;-8.384594;(-0.08, 1.63, 0.49);(8.38, 354.10, 357.62);
4.16124;-11.08496;-17.3263;-5.666779;-9.018672;(-0.08, 1.63, 0.49);(9.02, 354.33, 357.82);
4.20540;-10.80951;-17.99992;-5.689606;-9.498186;(-0.08, 1.63, 0.49);(9.50, 354.31, 357.85);
4.24101;-10.80252;-18.49188;-5.986176;-9.619309;(-0.08, 1.63, 0.49);(9.62, 354.01, 357.72);
4.29306;-11.10155;-18.59705;-6.3237;-9.550869;(-0.08, 1.63, 0.49);(9.55, 353.68, 357.63);
4.33262;-11.44833;-18.52194;-6.739594;-9.269282;(-0.09, 1.63, 0.49);(9.27, 353.26, 357.53);
4.37630;-11.87903;-18.2282;-6.956879;-8.783483;(-0.08, 1.63, 0.49);(8.78, 353.04, 357.51);
4.42231;-12.0998;-17.73255;-6.783051;-8.600609;(-0.08, 1.63, 0.49);(8.60, 353.22, 357.62);
4.46369;-11.93452;-17.55655;-6.522522;-8.661959;(-0.08, 1.63, 0.49);(8.66, 353.48, 357.78);
4.51614;-11.65692;-17.63319;-6.316528;-8.867302;(-0.08, 1.63, 0.49);(8.87, 353.68, 357.84);
4.56184;-11.44172;-17.83939;-6.036591;-9.314353;(-0.08, 1.63, 0.49);(9.31, 353.96, 357.84);
4.61006;-11.15391;-18.28027;-5.568115;-9.865826;(-0.08, 1.63, 0.49);(9.87, 354.43, 357.91);
4.64406;-10.67805;-18.85439;-5.311188;-10.01477;(-0.08, 1.63, 0.49);(10.01, 354.69, 357.97);
4.67484;-10.42704;-19.00329;-5.166901;-10.05382;(-0.08, 1.63, 0.49);(10.05, 354.83, 358.02);
4.72700;-10.27895;-19.05178;-5.118347;-10.03421;(-0.08, 1.63, 0.49);(10.03, 354.88, 358.04);
4.76200;-10.23346;-19.03449;-5.078217;-9.962001;(-0.08, 1.63, 0.49);(9.96, 354.92, 358.05);
4.80523;-10.19265;-18.96626;-5.087097;-9.859547;(-0.08, 1.63, 0.49);(9.86, 354.91, 358.09);
4.84622;-10.19541;-18.86393;-5.158356;-9.686082;(-0.08, 1.63, 0.49);(9.69, 354.84, 358.09);
4.88684;-10.26527;-18.68272;-5.163208;-9.657883;(-0.08, 1.63, 0.49);(9.66, 354.84, 358.16);
4.93980;-10.25827;-18.66043;-5.164551;-9.768923;(-0.08, 1.63, 0.49);(9.77, 354.84, 358.16);
4.99925;-10.25585;-18.77218;-5.223907;-9.854797;(-0.08, 1.63, 0.49);(9.85, 354.78, 358.08);
5.03304;-10.31552;-18.83608;-5.423187;-10.07976;(-0.09, 1.63, 0.49);(10.08, 354.58, 357.64);
5.09130;-10.5741;-19.03642;-5.340088;-10.24119;(-0.09, 1.63, 0.49);(10.24, 354.66, 357.45);
5.14287;-10.51691;-19.18966;-5.017517;-10.35133;(-0.09, 1.63, 0.49);(10.35, 354.98, 357.48);
5.17727;-10.21521;-19.30207;-4.768433;-10.36373;(-0.09, 1.63, 0.49);(10.36, 355.23, 357.71);
5.21487;-9.931291;-19.33606;-4.713562;-10.17655;(-0.09, 1.63, 0.50);(10.18, 355.29, 357.82);
5.26137;-9.866659;-19.14611;-4.662445;-9.984683;(-0.09, 1.63, 0.50);(9.98, 355.34, 357.80);
5.30539;-9.825585;-18.94534;-4.508209;-10.02131;(-0.09, 1.63, 0.50);(10.02, 355.49, 357.76);
5.35674;-9.681971;-18.97911;-4.437073;-10.21772;(-0.09, 1.63, 0.50);(10.22, 355.56, 357.71);
5.39228;-9.621228;-19.16739;-4.408417;-10.52319;(-0.09, 1.63, 0.50);(10.52, 355.59, 357.73);
5.43328;-9.584357;-19.47373;-4.346588;-10.8166;(-0.09, 1.62, 0.50);(10.82, 355.65, 357.81);
5.47504;-9.507794;-19.77309;-4.257294;-10.98874;(-0.09, 1.62, 0.50);(10.99, 355.74, 357.81);
5.51702;-9.422349;-19.93844;-4.159302;-11.15271;(-0.09, 1.62, 0.50);(11.15, 355.84, 357.72);
5.56150;-9.347117;-20.0944;-3.904175;-11.37556;(-0.09, 1.62, 0.50);(11.38, 356.10, 357.62);
5.60578;-9.120083;-20.31744;-3.587372;-11.54987;(-0.09, 1.62, 0.50);(11.55, 356.41, 357.62);
5.64804;-8.820737;-20.48773;-2.889374;-11.78528;(-0.09, 1.62, 0.50);(11.79, 357.11, 357.80);
5.69038;-8.129995;-20.74889;-2.378571;-11.82702;(-0.09, 1.62, 0.50);(11.83, 357.62, 357.98);
5.72926;-7.628134;-20.813;-1.982635;-11.80626;(-0.09, 1.62, 0.50);(11.81, 358.02, 358.12);
5.76430;-7.22734;-20.81105;-1.709869;-11.73003;(-0.09, 1.62, 0.50);(11.73, 358.29, 358.25);
5.80139;-6.961603;-20.74189;-1.681793;-11.60028;(-0.09, 1.62, 0.50);(11.60, 358.32, 358.25);
5.84587;-6.918014;-20.61809;-1.805664;-11.52643;(-0.09, 1.62, 0.50);(11.53, 358.19, 358.23);
5.88680;-7.036219;-20.54112;-2.040039;-11.47992;(-0.09, 1.62, 0.50);(11.48, 357.96, 358.23);
5.91535;-7.24823;-20.5007;-2.350983;-11.47358;(-0.09, 1.62, 0.50);(11.47, 357.65, 358.25);
5.94363;-7.543754;-20.49592;-2.576263;-11.49674;(-0.09, 1.62, 0.50);(11.50, 357.42, 358.33);
5.98177;-7.738404;-20.52877;-2.843475;-11.46237;(-0.10, 1.62, 0.50);(11.46, 357.16, 358.39);
6.01699;-7.977832;-20.50017;-3.142242;-11.33919;(-0.10, 1.62, 0.50);(11.34, 356.86, 358.42);
6.07293;-8.242053;-20.39438;-3.594971;-11.15019;(-0.10, 1.62, 0.51);(11.15, 356.41, 358.52);
6.11563;-8.631244;-20.22853;-4.186462;-11.15602;(-0.10, 1.62, 0.51);(11.16, 355.81, 358.97);
6.14605;-9.118307;-20.28351;-4.93808;-11.03924;(-0.10, 1.62, 0.51);(11.04, 355.06, 359.27);
6.19480;-9.791534;-20.1816;-5.604706;-10.93081;(-0.10, 1.62, 0.51);(10.93, 354.40, 359.41);
6.23084;-10.37075;-20.10681;-6.666656;-11.04489;(-0.11, 1.63, 0.51);(11.04, 353.33, 359.74);
6.27348;-11.29504;-20.26581;-7.83493;-11.09193;(-0.11, 1.63, 0.51);(11.09, 352.17, 0.35);
6.31578;-12.28772;-20.36284;-9.363373;-10.523;(-0.11, 1.63, 0.51);(10.52, 350.64, 0.64);
6.35863;-13.70116;-19.81522;-11.09064;-9.636401;(-0.12, 1.63, 0.52);(9.64, 348.91, 0.63);
6.41056;-15.38817;-18.92243;-12.39481;-9.062993;(-0.12, 1.63, 0.52);(9.06, 347.61, 0.61);
6.44542;-16.65665;-18.35275;-13.11752;-8.877346;(-0.12, 1.63, 0.52);(8.88, 346.88, 0.72);
6.48618;-17.34613;-18.18159;-13.53809;-8.839561;(-0.12, 1.63, 0.52);(8.84, 346.46, 0.87);
6.51522;-17.71689;-18.15749;-13.85617;-8.708434;(-0.12, 1.64, 0.52);(8.71, 346.14, 0.98);
6.54417;-18.02571;-18.01987;-14.05563;-8.687581;(-0.13, 1.64, 0.52);(8.69, 345.94, 1.05);
6.57389;-18.20649;-18.00503;-14.23633;-8.655546;(-0.13, 1.64, 0.52);(8.66, 345.76, 1.17);
6.62728;-18.34746;-17.99347;-14.46878;-8.635289;(-0.13, 1.64, 0.52);(8.64, 345.53, 1.32);
6.66022;-18.49612;-18.01291;-15.09857;-8.29246;(-0.13, 1.64, 0.52);(8.29, 344.90, 1.32);
6.70195;-19.1433;-17.66214;-15.84302;-7.729839;(-0.14, 1.64, 0.52);(7.73, 344.16, 1.11);
6.72937;-19.9343;-17.08401;-16.61169;-6.961168;(-0.14, 1.64, 0.52);(6.96, 343.39, 0.78);
6.75794;-20.82357;-16.27342;-17.09729;-6.359182;(-0.14, 1.65, 0.52);(6.36, 342.90, 0.48);
6.78854;-21.39638;-15.64669;-17.56525;-5.641378;(-0.14, 1.65, 0.52);(5.64, 342.43, 0.13);
6.83960;-21.97378;-14.89472;-17.88898;-4.837125;(-0.14, 1.65, 0.52);(4.84, 342.11, 359.83);
6.87520;-22.40284;-14.08996;-17.94806;-3.80037;(-0.14, 1.65, 0.52);(3.80, 342.05, 359.72);
6.91530;-22.56691;-13.03941;-17.70544;-3.062808;(-0.14, 1.65, 0.53);(3.06, 342.29, 0.07);
6.96288;-22.34637;-12.32427;-17.5264;-2.711832;(-0.14, 1.65, 0.53);(2.71, 342.47, 0.60);
7.00152;-22.0965;-11.99437;-17.4957;-2.766389;(-0.14, 1.65, 0.53);(2.77, 342.50, 0.91);
7.05141;-21.99509;-12.0823;-17.50983;-3.626006;(-0.14, 1.66, 0.53);(3.63, 342.49, 1.32);
7.08662;-21.88191;-12.95092;-17.47672;-4.5183;(-0.14, 1.66, 0.52);(4.52, 342.52, 1.35);
7.13024;-21.7807;-13.82951;-17.32758;-5.313273;(-0.14, 1.65, 0.52);(5.31, 342.67, 1.23);
7.17378;-21.58867;-14.61192;-17.08139;-5.871041;(-0.14, 1.65, 0.52);(5.87, 342.92, 1.14);
7.21682;-21.3491;-15.16035;-16.85452;-6.089598;(-0.14, 1.65, 0.52);(6.09, 343.15, 1.13);
7.26891;-21.12332;-15.38047;-16.57813;-6.081382;(-0.14, 1.65, 0.52);(6.08, 343.42, 1.22);
7.30169;-20.8386;-15.38754;-16.19699;-5.930534;(-0.14, 1.65, 0.52);(5.93, 343.80, 1.33);
7.34409;-20.46847;-15.22772;-15.78577;-5.788068;(-0.14, 1.65, 0.52);(5.79, 344.21, 1.48);
7.37352;-20.05763;-15.10188;-15.48096;-5.723346;(-0.14, 1.65, 0.52);(5.72, 344.52, 1.66);
7.41523;-19.73452;-15.04329;-15.43817;-5.696143;(-0.14, 1.65, 0.52);(5.70, 344.56, 1.74);
7.46822;-19.67214;-15.0064;-15.63516;-5.701745;(-0.14, 1.65, 0.52);(5.70, 344.36, 1.70);
7.51658;-19.85182;-15.03824;-15.97537;-5.863278;(-0.14, 1.65, 0.52);(5.86, 344.02, 1.51);
7.57274;-20.19718;-15.17325;-16.41995;-6.050056;(-0.14, 1.65, 0.52);(6.05, 343.58, 1.27);
7.62304;-20.65466;-15.34015;-16.88757;-6.36153;(-0.14, 1.65, 0.52);(6.36, 343.11, 1.08);
7.66430;-21.11255;-15.69409;-17.10712;-6.493227;(-0.14, 1.65, 0.52);(6.49, 342.89, 1.01);
7.70896;-21.31649;-15.79608;-17.12265;-6.220491;(-0.14, 1.65, 0.52);(6.22, 342.88, 0.90);
7.76530;-21.38605;-15.51452;-16.90759;-5.776884;(-0.14, 1.65, 0.52);(5.78, 343.09, 0.88);
7.80734;-21.22803;-15.08759;-16.61975;-5.19714;(-0.14, 1.65, 0.52);(5.20, 343.38, 0.99);
7.85024;-20.99128;-14.53254;-16.12585;-4.28453;(-0.14, 1.65, 0.52);(4.28, 343.87, 1.17);
7.89898;-20.55419;-13.60659;-15.67258;-3.795915;(-0.14, 1.65, 0.52);(3.80, 344.33, 1.27);
7.93651;-20.12937;-13.13347;-15.11166;-3.46257;(-0.13, 1.65, 0.52);(3.46, 344.89, 1.35);
7.98689;-19.58957;-12.80631;-14.57776;-3.200147;(-0.13, 1.65, 0.52);(3.20, 345.42, 1.28);
8.03409;-19.10345;-12.53869;-13.87976;-3.022991;(-0.13, 1.65, 0.52);(3.02, 346.12, 1.24);
8.09954;-18.45016;-12.36077;-12.80527;-2.897587;(-0.13, 1.65, 0.52);(2.90, 347.19, 1.27);
8.14875;-17.41018;-12.2528;-11.86313;-2.828281;(-0.13, 1.66, 0.52);(2.83, 348.14, 1.42);
8.19667;-16.47654;-12.172;-11.18243;-3.058717;(-0.13, 1.66, 0.52);(3.06, 348.82, 1.57);
8.22871;-15.7518;-12.3982;-10.99652;-3.483744;(-0.13, 1.66, 0.51);(3.48, 349.00, 1.62);
8.25982;-15.52571;-12.82168;-11.03268;-3.929075;(-0.13, 1.65, 0.51);(3.93, 348.97, 1.54);
8.30104;-15.54706;-13.26545;-11.08618;-4.154029;(-0.13, 1.65, 0.51);(4.15, 348.91, 1.40);
8.33017;-15.60745;-13.4796;-11.23093;-4.380408;(-0.13, 1.65, 0.51);(4.38, 348.77, 1.16);
8.35932;-15.77717;-13.68538;-11.41516;-4.433282;(-0.13, 1.65, 0.51);(4.43, 348.58, 1.02);
8.39492;-15.98614;-13.72917;-11.62476;-4.458773;(-0.13, 1.65, 0.51);(4.46, 348.38, 0.89);
8.43072;-16.21338;-13.74604;-11.76447;-4.449981;(-0.13, 1.65, 0.51);(4.45, 348.24, 0.79);
8.47338;-16.3602;-13.72312;-11.8205;-4.478363;(-0.13, 1.65, 0.51);(4.48, 348.18, 0.74);
8.50047;-16.42677;-13.75354;-11.69583;-4.501095;(-0.13, 1.65, 0.51);(4.50, 348.30, 0.80);
8.52932;-16.29552;-13.78213;-11.53186;-4.437551;(-0.13, 1.65, 0.51);(4.44, 348.47, 0.81);
8.55838;-16.14281;-13.72594;-11.36829;-4.335824;(-0.12, 1.65, 0.51);(4.34, 348.63, 0.72);
8.58762;-16.00006;-13.60153;-11.18109;-4.094572;(-0.12, 1.65, 0.51);(4.09, 348.82, 0.54);
8.62445;-15.84312;-13.36589;-10.97873;-3.61916;(-0.12, 1.65, 0.51);(3.62, 349.02, 0.21);
8.66080;-15.74184;-12.88471;-10.61655;-2.905011;(-0.12, 1.65, 0.51);(2.91, 349.38, 359.79);
8.70134;-15.52422;-12.15845;-9.757355;-1.486258;(-0.12, 1.66, 0.51);(1.49, 350.24, 359.15);
8.74524;-14.86308;-10.71519;-8.491486;0.2210083;(-0.12, 1.66, 0.51);(359.78, 351.51, 358.84);
8.78666;-13.72546;-8.997166;-7.017975;1.978363;(-0.12, 1.66, 0.51);(358.02, 352.98, 358.92);
8.82426;-12.29431;-7.225124;-5.797668;3.481995;(-0.11, 1.67, 0.52);(356.52, 354.20, 359.34);No pattern saccade;
8.85799;-10.98254;-5.723507;-5.343262;4.109985;(-0.11, 1.67, 0.52);(355.89, 354.66, 359.83);No pattern saccade;
8.88591;-10.48176;-5.149784;-5.664642;4.559692;(-0.11, 1.67, 0.52);(355.44, 354.34, 0.41);No pattern saccade;
8.91713;-10.67127;-4.729943;-6.423248;4.496521;(-0.11, 1.67, 0.52);(355.50, 353.58, 0.48);
8.95877;-11.42584;-4.80957;-7.289551;4.282471;(-0.11, 1.67, 0.52);(355.72, 352.71, 0.29);
9.00096;-12.28563;-4.990521;-8.162415;3.66626;(-0.11, 1.67, 0.52);(356.33, 351.84, 359.90);
9.05129;-13.20118;-5.580729;-8.411682;2.717407;(-0.11, 1.67, 0.52);(357.28, 351.59, 359.64);
9.08684;-13.4622;-6.481154;-8.249908;1.508087;(-0.11, 1.67, 0.52);(358.49, 351.75, 359.61);
9.12876;-13.24839;-7.668067;-8.210236;0.6662598;(-0.11, 1.67, 0.52);(359.33, 351.79, 359.68);
9.15838;-13.13971;-8.533545;-8.595703;0.3240967;(-0.11, 1.67, 0.52);(359.68, 351.40, 359.57);
9.18623;-13.58183;-8.865321;-8.951874;0.135498;(-0.11, 1.67, 0.52);(359.86, 351.05, 359.44);
9.21589;-13.9442;-9.032821;-9.419678;-0.04835899;(-0.12, 1.67, 0.52);(0.05, 350.58, 359.29);
9.25379;-14.42892;-9.2118;-10.12363;-0.1537875;(-0.12, 1.67, 0.52);(0.15, 349.88, 359.05);
