Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;0.4576276;-45.38811;-4.966095;8.72641;(-0.02, 1.64, 0.59);(351.27, 355.03, 1.23);Pattern 1 saccade;
0.57384;-4.809528;-1.451846;-3.525055;-15.80839;(-0.19, 1.67, 0.42);(15.81, 356.47, 358.74);No pattern saccade;
0.63776;-7.596231;-25.13384;-14.85336;-7.415929;(-0.22, 1.69, 0.39);(7.42, 345.15, 1.78);No pattern saccade;
0.67456;-20.24116;-16.75898;7.463566;-5.271975;(-0.17, 1.70, 0.39);(5.27, 7.46, 1.36);No pattern saccade;
0.71611;2.446364;-14.75351;4.963108;-1.152596;(-0.18, 1.71, 0.38);(1.15, 4.96, 1.01);No pattern saccade;
0.75945;0.02616752;-10.57061;4.265287;1.598541;(-0.18, 1.71, 0.38);(358.40, 4.27, 1.80);Pattern 1 saccade;
0.78941;-0.4920956;-7.820121;4.194921;2.371918;(-0.18, 1.72, 0.37);(357.63, 4.19, 3.35);No pattern saccade;
0.82590;-0.3333164;-7.12665;4.494383;1.921021;(-0.19, 1.71, 0.38);(358.08, 4.49, 4.77);No pattern saccade;
0.85878;0.1917666;-7.673839;4.876695;1.18924;(-0.19, 1.71, 0.38);(358.81, 4.88, 6.23);
0.88676;0.7971694;-8.493748;4.930031;0.0006325128;(-0.19, 1.71, 0.38);(0.00, 4.93, 7.32);
0.91610;0.9515433;-9.79232;4.871173;-0.49651;(-0.19, 1.71, 0.38);(0.50, 4.87, 7.23);
0.94313;0.8314003;-10.28403;4.815808;-1.035164;(-0.19, 1.71, 0.38);(1.04, 4.82, 6.53);
0.97428;0.6324377;-10.76867;4.562398;-1.697064;(-0.19, 1.71, 0.39);(1.70, 4.56, 5.39);
1.00326;0.1951295;-11.33753;4.129865;-2.506372;(-0.19, 1.71, 0.39);(2.51, 4.13, 4.31);
1.05235;-0.3898883;-12.06674;3.332669;-3.145712;(-0.19, 1.70, 0.39);(3.15, 3.33, 3.39);
1.09313;-1.295701;-12.64257;1.278535;-3.47922;(-0.19, 1.70, 0.39);(3.48, 1.28, 1.89);
1.13078;-3.53318;-12.8712;-0.4103394;-3.237972;(-0.19, 1.70, 0.39);(3.24, 359.59, 0.87);
1.17410;-5.378977;-12.54817;-1.104584;-2.81108;(-0.19, 1.70, 0.39);(2.81, 358.90, 0.17);Pattern 1 saccade;
1.20318;-6.203932;-12.06837;-0.7125244;-2.144196;(-0.19, 1.71, 0.39);(2.14, 359.29, 359.86);
1.25860;-5.873621;-11.37174;-0.4866943;-1.582573;(-0.18, 1.71, 0.39);(1.58, 359.51, 359.39);
1.28970;-5.75189;-10.7738;0.06157315;-0.8865494;(-0.18, 1.71, 0.38);(0.89, 0.06, 358.79);
1.33139;-5.295337;-9.992405;1.140908;-1.035825;(-0.18, 1.71, 0.38);(1.04, 1.14, 358.92);
1.37531;-4.173884;-10.16098;2.171957;-1.009078;(-0.18, 1.71, 0.38);(1.01, 2.17, 359.61);
1.41925;-3.035408;-10.22519;2.664957;-0.2990027;(-0.18, 1.71, 0.38);(0.30, 2.66, 0.01);
1.46877;-2.479297;-9.553085;3.477082;0.3783569;(-0.18, 1.71, 0.38);(359.62, 3.48, 0.68);
1.50043;-1.550452;-8.903614;4.420241;0.2042542;(-0.18, 1.71, 0.38);(359.80, 4.42, 1.76);
1.52953;-0.4100835;-9.150981;4.968942;-0.420606;(-0.18, 1.71, 0.38);(0.42, 4.97, 3.15);
1.55885;0.3367602;-9.859558;5.120026;-1.770077;(-0.18, 1.71, 0.39);(1.77, 5.12, 4.09);
1.58802;0.5943103;-11.27417;5.026655;-3.296709;(-0.18, 1.70, 0.39);(3.30, 5.03, 4.47);
1.61468;0.5098151;-12.82102;4.988385;-4.980917;(-0.18, 1.70, 0.39);(4.98, 4.99, 4.48);
1.64416;0.408749;-14.50093;4.94872;-6.706956;(-0.18, 1.70, 0.40);(6.71, 4.95, 4.01);
1.68265;0.2289772;-16.19627;4.904591;-8.155627;(-0.18, 1.69, 0.40);(8.16, 4.90, 3.11);
1.71540;0.0002730324;-17.5833;5.015038;-9.151896;(-0.18, 1.69, 0.40);(9.15, 5.02, 2.28);
1.74412;-0.05639376;-18.5204;5.081943;-9.758489;(-0.18, 1.69, 0.40);(9.76, 5.08, 1.38);
1.77327;-0.1010668;-19.08239;4.910106;-9.460196;(-0.17, 1.69, 0.40);(9.46, 4.91, 1.03);
1.80058;-0.2865786;-18.76923;4.498734;-8.792612;(-0.18, 1.69, 0.40);(8.79, 4.50, 0.81);
1.83047;-0.682624;-18.09977;4.03826;-7.735306;(-0.18, 1.69, 0.40);(7.74, 4.04, 0.71);
1.85867;-1.115877;-17.03654;3.822239;-6.701425;(-0.18, 1.70, 0.40);(6.70, 3.82, 0.81);
1.89621;-1.294683;-16.01307;3.771648;-5.741373;(-0.18, 1.70, 0.40);(5.74, 3.77, 0.95);
1.92916;-1.318515;-15.07211;3.838402;-4.696084;(-0.18, 1.70, 0.39);(4.70, 3.84, 0.97);
1.95895;-1.265298;-14.04058;4.367726;-3.444345;(-0.18, 1.70, 0.39);(3.44, 4.37, 0.87);
1.98907;-0.7470321;-12.75383;4.998672;-2.988862;(-0.18, 1.70, 0.39);(2.99, 5.00, 0.89);
2.03103;-0.117686;-12.28328;5.717511;-3.006056;(-0.17, 1.70, 0.39);(3.01, 5.72, 1.07);
2.07386;0.5974388;-12.30254;6.704257;-3.341514;(-0.17, 1.70, 0.39);(3.34, 6.70, 1.28);
2.11297;1.581488;-12.62949;7.947123;-4.318892;(-0.17, 1.70, 0.39);(4.32, 7.95, 1.72);
2.14465;2.849214;-13.6458;8.850326;-5.182903;(-0.17, 1.70, 0.39);(5.18, 8.85, 2.16);
2.17287;3.759067;-14.53303;9.843881;-6.342833;(-0.17, 1.70, 0.40);(6.34, 9.84, 2.64);
2.20111;4.763251;-15.75458;10.22608;-6.894747;(-0.17, 1.70, 0.40);(6.89, 10.23, 2.81);
2.23018;5.140405;-16.32292;10.46073;-7.340067;(-0.17, 1.69, 0.40);(7.34, 10.46, 2.98);
2.25942;5.38047;-16.78942;10.52197;-7.587815;(-0.17, 1.69, 0.40);(7.59, 10.52, 3.14);
2.28657;5.457;-17.06203;10.35778;-7.524056;(-0.17, 1.69, 0.40);(7.52, 10.36, 3.16);
2.32852;5.311069;-17.01252;9.894238;-7.165919;(-0.17, 1.69, 0.40);(7.17, 9.89, 2.95);
2.35945;4.852719;-16.64409;9.221669;-6.669304;(-0.17, 1.70, 0.40);(6.67, 9.22, 2.56);
2.38794;4.156495;-16.10676;8.133185;-5.991419;(-0.17, 1.70, 0.40);(5.99, 8.13, 1.58);
2.41643;2.97547;-15.33541;7.550794;-5.588858;(-0.17, 1.70, 0.40);(5.59, 7.55, 0.59);
2.45943;2.271413;-14.84678;7.448494;-5.482472;(-0.17, 1.70, 0.40);(5.48, 7.45, 359.84);
2.48826;2.057286;-14.6722;7.720935;-5.828286;(-0.17, 1.70, 0.40);(5.83, 7.72, 359.52);
2.52432;2.258123;-14.98669;7.620754;-5.839193;(-0.17, 1.70, 0.40);(5.84, 7.62, 359.52);
2.56015;2.16145;-14.99774;7.453044;-5.690344;(-0.17, 1.70, 0.40);(5.69, 7.45, 359.63);
2.60302;2.022016;-14.85985;7.599225;-5.756229;(-0.17, 1.70, 0.40);(5.76, 7.60, 0.20);
2.64437;2.250315;-14.97781;7.964112;-5.896406;(-0.17, 1.70, 0.40);(5.90, 7.96, 0.73);
2.67359;0.7602901;-14.77245;-7.076538;-5.836397;(-0.09, 1.66, 0.47);(5.84, 352.92, 0.77);
2.70114;-11.85786;-15.09895;-6.859375;-5.825112;(-0.09, 1.66, 0.47);(5.83, 353.14, 0.71);
2.73945;-11.64259;-15.08376;-6.730225;-5.833423;(-0.08, 1.66, 0.47);(5.83, 353.27, 0.52);Pattern 1 saccade;
2.78014;-11.5497;-15.06885;-6.678772;-5.874242;(-0.08, 1.66, 0.47);(5.87, 353.32, 0.29);
2.81590;-11.56253;-15.07853;-6.423218;-6.357115;(-0.08, 1.66, 0.47);(6.36, 353.58, 0.29);
2.84410;-11.28757;-15.56045;-5.985107;-7.269455;(-0.08, 1.66, 0.47);(7.27, 354.01, 0.67);
2.88643;-10.73844;-16.51391;-5.832306;-7.642018;(-0.08, 1.66, 0.47);(7.64, 354.17, 0.85);
2.91684;-10.55761;-16.90034;-6.027557;-7.79058;(-0.08, 1.65, 0.47);(7.79, 353.97, 0.85);
2.95256;-10.71688;-17.06418;-6.273987;-7.997443;(-0.08, 1.65, 0.47);(8.00, 353.73, 1.04);
2.98734;-10.90442;-17.29679;-6.772186;-8.172745;(-0.08, 1.65, 0.47);(8.17, 353.23, 1.34);
3.01549;-11.31002;-17.50938;-8.072601;-7.579888;(-0.08, 1.65, 0.48);(7.58, 351.93, 1.45);
3.05790;-12.55125;-16.92275;-8.904816;-6.756479;(-0.08, 1.66, 0.48);(6.76, 351.10, 1.23);
3.08708;-13.41176;-16.09674;-9.584229;-5.641441;(-0.08, 1.66, 0.48);(5.64, 350.42, 0.81);
3.12966;-14.18081;-14.93059;-9.737579;-5.287081;(-0.08, 1.66, 0.48);(5.29, 350.26, 0.62);
3.16705;-14.33214;-14.58169;-10.07071;-5.298929;(-0.08, 1.66, 0.48);(5.30, 349.93, 0.41);
3.20187;-14.7172;-14.54643;-10.59335;-5.533533;(-0.09, 1.66, 0.48);(5.53, 349.41, 0.25);
3.24755;-15.18889;-14.76073;-11.8176;-5.939933;(-0.09, 1.66, 0.48);(5.94, 348.18, 359.86);
3.28877;-16.38153;-15.10543;-13.00394;-6.212937;(-0.10, 1.66, 0.48);(6.21, 347.00, 359.11);
3.32519;-17.70791;-15.28917;-13.60727;-6.599296;(-0.10, 1.65, 0.48);(6.60, 346.39, 358.19);
3.36299;-18.4434;-15.60329;-13.68341;-7.139436;(-0.10, 1.65, 0.48);(7.14, 346.32, 357.69);
3.42424;-18.55198;-16.07695;-13.33478;-8.286885;(-0.10, 1.65, 0.48);(8.29, 346.67, 357.66);
