Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.147973;-43.95469;0.3636732;-2.804155;(-0.30, 1.65, 0.52);(2.80, 0.36, 0.44);Pattern 1 saccade;
0.52333;-0.2460835;-13.41341;0.003314607;-2.839228;(-0.30, 1.65, 0.52);(2.84, 0.00, 0.42);No pattern saccade;
0.64671;-0.5820382;-13.45168;-0.5394287;-2.788455;(-0.30, 1.65, 0.52);(2.79, 359.46, 0.51);No pattern saccade;
0.70090;-1.130842;-13.39945;-0.5392151;-2.798969;(-0.30, 1.65, 0.52);(2.80, 359.46, 0.50);
0.79370;-1.131998;-13.40988;-0.5405273;-2.809682;(-0.30, 1.65, 0.52);(2.81, 359.46, 0.50);
0.87494;-1.134313;-13.42076;-0.5419006;-2.81401;(-0.30, 1.65, 0.52);(2.81, 359.46, 0.49);
0.95337;-1.136175;-13.42507;-0.544342;-2.818218;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.49);
0.99753;-1.138779;-13.42949;-0.5465393;-2.816461;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.49);
1.04396;-1.141052;-13.4277;-0.5466614;-2.815935;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.49);
1.13653;-1.141444;-13.42718;-0.5483704;-2.814436;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.49);
1.16978;-1.143233;-13.42577;-0.5502319;-2.810728;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.49);
1.21216;-1.145537;-13.42199;-0.5498962;-2.807953;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.48);
1.28095;-1.145608;-13.41909;-0.5499573;-2.807937;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.48);
1.31398;-1.146078;-13.4191;-0.5509338;-2.806458;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.48);
1.35448;-1.147431;-13.41742;-0.5510559;-2.809452;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.48);
1.39810;-1.147633;-13.42036;-0.5524292;-2.813075;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.48);
1.46233;-1.148774;-13.42411;-0.5527649;-2.814136;(-0.30, 1.65, 0.52);(2.81, 359.45, 0.48);
1.49914;-1.149045;-13.42516;-0.5511475;-2.815554;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.48);
1.54252;-1.147154;-13.42668;-0.5528564;-2.815193;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.48);
1.58546;-1.149182;-13.42628;-0.5523071;-2.815289;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.48);
1.65796;-1.148706;-13.42628;-0.5521851;-2.8173;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.48);
1.69757;-1.14861;-13.42833;-0.5531006;-2.818661;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.48);
1.74374;-1.150062;-13.42965;-0.552887;-2.820695;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
1.80331;-1.15049;-13.43163;-0.5538635;-2.822737;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
1.84027;-1.151991;-13.43372;-0.5527649;-2.823107;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
1.88303;-1.151225;-13.43402;-0.5536194;-2.82452;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
1.92784;-1.152443;-13.4354;-0.5542908;-2.825744;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.46);
1.97187;-1.153242;-13.43666;-0.5565186;-2.825929;(-0.30, 1.65, 0.52);(2.83, 359.44, 0.46);
2.01262;-1.155737;-13.43677;-0.5545349;-2.827627;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.46);
2.05649;-1.153699;-13.43847;-0.5552979;-2.829349;(-0.30, 1.65, 0.52);(2.83, 359.44, 0.46);
2.09926;-1.154712;-13.44019;-0.5538635;-2.830732;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.46);
2.14147;-1.153556;-13.44158;-0.5515747;-2.831655;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.46);
2.18564;-1.151345;-13.44249;-0.5505981;-2.832872;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.46);
2.22710;-1.150132;-13.4437;-0.5514526;-2.834028;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.46);
2.26868;-1.150548;-13.44491;-0.5510864;-2.83477;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.29746;-1.14987;-13.44574;-0.5502014;-2.833764;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.32696;-1.148741;-13.44476;-0.5504761;-2.832521;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.37108;-1.148885;-13.44349;-0.5515747;-2.832112;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.41364;-1.149994;-13.4432;-0.5501099;-2.828972;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.45694;-1.148277;-13.43997;-0.5508423;-2.828226;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.49697;-1.1488;-13.43929;-0.5511169;-2.826174;(-0.30, 1.65, 0.52);(2.83, 359.45, 0.47);
2.52695;-1.14909;-13.43724;-0.5484009;-2.824469;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
2.56973;-1.146401;-13.43552;-0.5475769;-2.823093;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
2.61349;-1.145721;-13.43408;-0.5468445;-2.82292;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
2.65671;-1.145258;-13.43384;-0.5461121;-2.82445;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.47);
2.69703;-1.144908;-13.43545;-0.5480042;-2.82336;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.46);
2.74144;-1.147209;-13.4343;-0.5500488;-2.823055;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.46);
2.78361;-1.149667;-13.43394;-0.5483704;-2.823261;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.46);
2.82607;-1.148058;-13.43414;-0.5474243;-2.823709;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.46);
2.87124;-1.147351;-13.43458;-0.5465393;-2.824104;(-0.30, 1.65, 0.52);(2.82, 359.45, 0.46);
2.91184;-1.146778;-13.43497;-0.5444641;-2.824347;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
2.94157;-1.14503;-13.43517;-0.543335;-2.825271;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
2.98281;-1.144065;-13.43605;-0.5429077;-2.826885;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.01330;-1.143597;-13.43763;-0.5432434;-2.829134;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.05478;-1.143957;-13.43993;-0.5425415;-2.829883;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.10084;-1.142926;-13.44072;-0.5440674;-2.830079;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.14089;-1.144392;-13.44095;-0.543396;-2.829834;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.18226;-1.143646;-13.44062;-0.5438232;-2.831541;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.21146;-1.144107;-13.44236;-0.5406494;-2.832648;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.23903;-1.140645;-13.44351;-0.5404053;-2.833198;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.26901;-1.140071;-13.44403;-0.5423584;-2.834566;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.46);
3.31448;-1.14172;-13.44549;-0.5414734;-2.834084;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.35363;-1.14032;-13.44501;-0.5429688;-2.834447;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.39698;-1.141665;-13.44544;-0.5419006;-2.833319;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.42691;-1.140432;-13.44436;-0.5410461;-2.831624;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.46821;-1.139478;-13.44261;-0.5410767;-2.831364;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.49793;-1.139573;-13.44234;-0.5415649;-2.831293;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.54231;-1.140127;-13.44228;-0.5405884;-2.830884;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.58621;-1.138932;-13.44192;-0.5402527;-2.829403;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.62637;-1.13828;-13.44046;-0.5418091;-2.82802;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.66897;-1.139758;-13.43906;-0.5406799;-2.827003;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.47);
3.71183;-1.138334;-13.438;-0.5384827;-2.827701;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
3.75623;-1.135731;-13.43867;-0.5378418;-2.829579;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
3.80124;-1.134826;-13.44065;-0.5387268;-2.829252;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
3.83993;-1.135667;-13.44031;-0.5366516;-2.82963;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
3.88276;-1.133416;-13.44077;-0.5369568;-2.828052;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
3.92702;-1.133746;-13.43918;-0.5367126;-2.827295;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
3.97164;-1.133916;-13.43844;-0.5357056;-2.825539;(-0.30, 1.65, 0.52);(2.83, 359.46, 0.48);
4.01165;-1.133337;-13.4367;-0.536438;-2.822964;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.05448;-1.134688;-13.434;-0.5364075;-2.822181;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.08513;-1.135004;-13.43314;-0.5366211;-2.822565;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.12757;-1.135504;-13.43353;-0.5367126;-2.822645;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.17267;-1.135854;-13.43363;-0.5387573;-2.822056;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
4.21388;-1.138467;-13.43297;-0.5382385;-2.822152;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
4.25459;-1.138289;-13.43308;-0.5393066;-2.82143;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
4.29734;-1.139828;-13.43225;-0.5367126;-2.82254;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
4.33967;-1.137037;-13.43343;-0.537262;-2.821899;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
4.38487;-1.13728;-13.43274;-0.5370483;-2.822767;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.46);
4.42663;-1.136719;-13.43367;-0.5357361;-2.822917;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.46865;-1.135016;-13.43387;-0.5369873;-2.82239;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.49712;-1.136159;-13.43331;-0.5383911;-2.822677;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.52558;-1.13743;-13.43361;-0.5393677;-2.822708;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.56844;-1.138404;-13.43368;-0.5366516;-2.82215;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.60205;-1.135353;-13.43311;-0.5368347;-2.822231;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.64925;-1.135341;-13.43319;-0.5373535;-2.822674;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.68877;-1.135819;-13.43375;-0.5393372;-2.820468;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.73009;-1.138025;-13.43146;-0.536438;-2.820023;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.77331;-1.135118;-13.43101;-0.5366211;-2.819865;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.84474;-1.13561;-13.43081;-0.5369568;-2.82006;(-0.30, 1.65, 0.52);(2.82, 359.46, 0.47);
4.88947;-1.136128;-13.43095;-0.53302;-2.821314;(-0.30, 1.65, 0.52);(2.82, 359.47, 0.47);
4.93277;-1.131753;-13.43214;-0.5350037;-2.82453;(-0.30, 1.65, 0.52);(2.82, 359.47, 0.47);
4.97276;-1.133746;-13.43542;-0.5338745;-2.826536;(-0.30, 1.65, 0.52);(2.83, 359.47, 0.47);
5.01578;-1.13223;-13.43746;-0.5343018;-2.827897;(-0.30, 1.65, 0.52);(2.83, 359.47, 0.47);
5.07477;-1.132122;-13.43886;-0.534729;-2.828979;(-0.30, 1.65, 0.52);(2.83, 359.47, 0.48);
