CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
65.46;totalGazeArea: 19.25;averageGazeArea1: 2.00;averageGazeArea3: 4.03;averageGazeArea5: 5.43;averageGazeArea10: 8.11;
1;(-3.5, 0.0, 6.4);8.44;0;
2;(-3.9, 0.0, 21.1);28.08;2;
3;(-6.9, 0.0, 16.5);43.1;0;
4;(-7.3, 0.0, 15.8);46.04;0;
