0.00000;Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);(0.000, 1.600, 0.000);(0.000, 0.000, 0.000, 1.000);
0.02000;Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);(0.000, 1.600, 0.000);(0.000, 0.000, 0.000, 1.000);
0.35333;Origin: (-0.239, 1.257, 0.487), Dir: (-0.093, -0.986, 0.138);Origin: (-0.260, 1.266, 0.428), Dir: (-0.255, -0.953, -0.161);(-0.250, 1.262, 0.457);(-0.505, 0.505, -0.283, -0.640);
0.59682;Origin: (-0.051, 1.510, 0.459), Dir: (0.166, 0.199, 0.966);Origin: (-0.113, 1.509, 0.454), Dir: (-0.172, 0.248, 0.953);(-0.082, 1.509, 0.456);(-0.201, -0.040, -0.002, 0.979);
0.65029;Origin: (-0.052, 1.459, 0.544), Dir: (0.259, -0.303, 0.917);Origin: (-0.115, 1.455, 0.544), Dir: (-0.080, -0.283, 0.956);(-0.083, 1.457, 0.544);(0.066, 0.001, 0.028, 0.997);
0.68167;Origin: (-0.051, 1.449, 0.553), Dir: (0.266, -0.366, 0.892);Origin: (-0.114, 1.445, 0.553), Dir: (-0.072, -0.350, 0.934);(-0.083, 1.447, 0.553);(0.101, 0.004, 0.029, 0.994);
0.74710;Origin: (-0.049, 1.444, 0.556), Dir: (0.269, -0.392, 0.880);Origin: (-0.112, 1.441, 0.557), Dir: (-0.069, -0.375, 0.924);(-0.081, 1.443, 0.556);(0.115, 0.006, 0.025, 0.993);
0.78663;Origin: (-0.047, 1.439, 0.560), Dir: (0.280, -0.422, 0.862);Origin: (-0.110, 1.436, 0.561), Dir: (-0.057, -0.406, 0.912);(-0.078, 1.438, 0.560);(0.132, 0.012, 0.022, 0.991);
0.82931;Origin: (-0.047, 1.436, 0.562), Dir: (0.276, -0.439, 0.855);Origin: (-0.110, 1.433, 0.563), Dir: (-0.061, -0.422, 0.905);(-0.078, 1.435, 0.562);(0.141, 0.011, 0.021, 0.990);
0.85586;Origin: (-0.047, 1.434, 0.564), Dir: (0.273, -0.452, 0.849);Origin: (-0.110, 1.431, 0.564), Dir: (-0.065, -0.435, 0.898);(-0.079, 1.432, 0.564);(0.148, 0.009, 0.020, 0.989);
0.88474;Origin: (-0.048, 1.432, 0.565), Dir: (0.270, -0.459, 0.847);Origin: (-0.110, 1.430, 0.565), Dir: (-0.068, -0.442, 0.895);(-0.079, 1.431, 0.565);(0.152, 0.007, 0.020, 0.988);
0.91658;Origin: (-0.048, 1.432, 0.565), Dir: (0.265, -0.463, 0.846);Origin: (-0.111, 1.429, 0.565), Dir: (-0.073, -0.446, 0.892);(-0.080, 1.430, 0.565);(0.154, 0.004, 0.020, 0.988);
0.94655;Origin: (-0.049, 1.432, 0.565), Dir: (0.259, -0.464, 0.847);Origin: (-0.112, 1.429, 0.565), Dir: (-0.079, -0.446, 0.891);(-0.080, 1.430, 0.565);(0.154, 0.001, 0.020, 0.988);
0.97283;Origin: (-0.050, 1.433, 0.565), Dir: (0.256, -0.456, 0.852);Origin: (-0.113, 1.430, 0.564), Dir: (-0.083, -0.438, 0.895);(-0.081, 1.432, 0.564);(0.150, -0.001, 0.020, 0.989);
0.99997;Origin: (-0.050, 1.436, 0.563), Dir: (0.255, -0.442, 0.860);Origin: (-0.113, 1.433, 0.562), Dir: (-0.083, -0.424, 0.902);(-0.081, 1.434, 0.563);(0.142, -0.001, 0.021, 0.990);
1.02931;Origin: (-0.050, 1.438, 0.561), Dir: (0.253, -0.431, 0.866);Origin: (-0.113, 1.435, 0.561), Dir: (-0.085, -0.412, 0.907);(-0.082, 1.436, 0.561);(0.135, -0.002, 0.020, 0.991);
1.06341;Origin: (-0.051, 1.439, 0.560), Dir: (0.023, -0.486, 0.874);Origin: (-0.114, 1.437, 0.559), Dir: (-0.078, -0.425, 0.902);(-0.082, 1.438, 0.560);(0.129, -0.004, 0.020, 0.991);
1.10225;Origin: (-0.053, 1.443, 0.558), Dir: (0.013, -0.485, 0.874);Origin: (-0.116, 1.440, 0.556), Dir: (-0.130, -0.414, 0.901);(-0.084, 1.442, 0.557);(0.118, -0.009, 0.023, 0.993);
1.13140;Origin: (-0.055, 1.447, 0.555), Dir: (0.003, -0.483, 0.875);Origin: (-0.118, 1.444, 0.553), Dir: (-0.159, -0.393, 0.906);(-0.086, 1.446, 0.554);(0.104, -0.012, 0.027, 0.994);
1.17058;Origin: (-0.055, 1.451, 0.551), Dir: (-0.050, -0.716, 0.696);Origin: (-0.118, 1.448, 0.550), Dir: (-0.072, -0.544, 0.836);(-0.087, 1.450, 0.550);(0.091, -0.012, 0.029, 0.995);
1.18878;Origin: (-0.053, 1.455, 0.548), Dir: (0.156, -0.398, 0.904);Origin: (-0.116, 1.452, 0.546), Dir: (-0.108, -0.356, 0.928);(-0.085, 1.454, 0.547);(0.077, -0.010, 0.023, 0.997);
1.22827;Origin: (-0.045, 1.461, 0.540), Dir: (0.155, -0.305, 0.940);Origin: (-0.108, 1.461, 0.540), Dir: (-0.104, -0.237, 0.966);(-0.077, 1.461, 0.540);(0.051, -0.005, -0.001, 0.999);
1.25904;Origin: (-0.039, 1.465, 0.535), Dir: (0.148, -0.273, 0.950);Origin: (-0.102, 1.468, 0.534), Dir: (-0.108, -0.195, 0.975);(-0.071, 1.466, 0.534);(0.031, -0.004, -0.020, 0.999);
1.28731;Origin: (-0.034, 1.470, 0.528), Dir: (0.144, -0.234, 0.961);Origin: (-0.096, 1.474, 0.528), Dir: (-0.109, -0.146, 0.983);(-0.065, 1.472, 0.528);(0.007, -0.003, -0.038, 0.999);
1.31373;Origin: (-0.028, 1.473, 0.522), Dir: (0.146, -0.200, 0.969);Origin: (-0.091, 1.480, 0.522), Dir: (-0.104, -0.103, 0.989);(-0.060, 1.476, 0.522);(0.013, -0.001, 0.052, -0.999);
1.34239;Origin: (-0.025, 1.475, 0.517), Dir: (0.152, -0.175, 0.973);Origin: (-0.088, 1.483, 0.517), Dir: (-0.096, -0.074, 0.993);(-0.056, 1.479, 0.517);(0.027, -0.005, 0.060, -0.998);
1.37420;Origin: (-0.024, 1.476, 0.515), Dir: (0.157, -0.165, 0.974);Origin: (-0.086, 1.484, 0.516), Dir: (-0.090, -0.063, 0.994);(-0.055, 1.480, 0.515);(0.032, -0.008, 0.062, -0.998);
1.40167;Origin: (-0.023, 1.477, 0.514), Dir: (0.164, -0.162, 0.973);Origin: (-0.086, 1.485, 0.515), Dir: (-0.084, -0.060, 0.995);(-0.055, 1.481, 0.515);(0.034, -0.011, 0.061, -0.998);
1.42684;Origin: (-0.022, 1.476, 0.515), Dir: (0.170, -0.170, 0.971);Origin: (-0.085, 1.484, 0.517), Dir: (-0.078, -0.068, 0.995);(-0.054, 1.480, 0.516);(0.030, -0.014, 0.061, -0.998);
1.45692;Origin: (-0.023, 1.475, 0.517), Dir: (0.174, -0.182, 0.968);Origin: (-0.085, 1.482, 0.519), Dir: (-0.074, -0.082, 0.994);(-0.054, 1.478, 0.518);(0.024, -0.016, 0.059, -0.998);
1.48716;Origin: (-0.024, 1.473, 0.519), Dir: (0.178, -0.195, 0.964);Origin: (-0.086, 1.480, 0.521), Dir: (-0.070, -0.097, 0.993);(-0.055, 1.477, 0.520);(0.016, -0.018, 0.054, -0.998);
1.51465;Origin: (-0.024, 1.473, 0.520), Dir: (0.184, -0.204, 0.962);Origin: (-0.087, 1.479, 0.523), Dir: (-0.065, -0.108, 0.992);(-0.055, 1.476, 0.522);(0.012, -0.021, 0.051, -0.998);
1.54413;Origin: (-0.025, 1.472, 0.521), Dir: (0.189, -0.211, 0.959);Origin: (-0.087, 1.478, 0.524), Dir: (-0.061, -0.116, 0.991);(-0.056, 1.475, 0.523);(-0.007, 0.022, -0.048, 0.999);
1.57094;Origin: (-0.025, 1.471, 0.522), Dir: (0.191, -0.217, 0.957);Origin: (-0.088, 1.477, 0.525), Dir: (-0.059, -0.124, 0.991);(-0.056, 1.474, 0.524);(-0.004, 0.024, -0.046, 0.999);
1.60072;Origin: (-0.025, 1.471, 0.523), Dir: (0.194, -0.223, 0.955);Origin: (-0.087, 1.476, 0.526), Dir: (-0.056, -0.130, 0.990);(-0.056, 1.473, 0.525);(-0.001, 0.025, -0.046, 0.999);
1.62684;Origin: (-0.024, 1.470, 0.524), Dir: (0.196, -0.229, 0.953);Origin: (-0.086, 1.476, 0.527), Dir: (-0.054, -0.136, 0.989);(-0.055, 1.473, 0.526);(0.002, 0.026, -0.047, 0.999);
1.65649;Origin: (-0.023, 1.468, 0.525), Dir: (0.198, -0.240, 0.950);Origin: (-0.085, 1.474, 0.529), Dir: (-0.051, -0.146, 0.988);(-0.054, 1.471, 0.527);(0.007, 0.028, -0.050, 0.998);
