Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;4.208964;-44.89254;3.347974;8.552551;(-0.17, 1.64, 0.58);(351.45, 3.35, 8.70);Pattern 1 saccade;
0.48831;6.438849;9.289323;6.241912;7.690002;(-0.13, 1.63, 0.57);(352.31, 6.24, 8.71);No pattern saccade;
0.58905;9.83145;8.379328;6.169827;7.704865;(-0.11, 1.63, 0.56);(352.30, 6.17, 8.72);No pattern saccade;
0.63626;10.69566;7.900719;0.9091849;7.720764;(-0.13, 1.64, 0.54);(352.28, 0.91, 8.79);Pattern 1 saccade;
0.67886;5.04461;8.345173;0.9200537;7.688446;(-0.13, 1.64, 0.54);(352.31, 0.92, 8.76);
0.74253;5.057034;8.307823;0.9036615;7.706146;(-0.13, 1.64, 0.54);(352.29, 0.90, 8.73);Pattern 1 saccade;
0.78031;5.041154;8.325253;0.9022402;7.691467;(-0.13, 1.64, 0.54);(352.31, 0.90, 8.71);
0.81742;5.041301;8.30874;0.9086048;7.688599;(-0.13, 1.64, 0.54);(352.31, 0.91, 8.71);
0.86152;5.047065;8.306586;0.916846;7.677185;(-0.13, 1.64, 0.54);(352.32, 0.92, 8.71);
0.92511;5.055016;8.2946;0.9118603;7.670776;(-0.13, 1.64, 0.54);(352.33, 0.91, 8.69);
0.97197;5.050883;8.286863;0.9091288;7.670746;(-0.13, 1.64, 0.54);(352.33, 0.91, 8.69);
1.01720;5.047456;8.286085;0.9149259;7.677979;(-0.13, 1.64, 0.54);(352.32, 0.91, 8.68);
1.09286;5.053872;8.292724;0.9174643;7.683594;(-0.13, 1.64, 0.54);(352.32, 0.92, 8.68);
1.13244;5.05637;8.298529;0.9172476;7.681213;(-0.13, 1.64, 0.54);(352.32, 0.92, 8.67);
1.17634;5.056013;8.296228;0.9338525;7.671448;(-0.13, 1.64, 0.54);(352.33, 0.93, 8.67);
1.24367;5.072387;8.286181;0.9443069;7.667969;(-0.13, 1.64, 0.54);(352.33, 0.94, 8.67);
1.29037;5.083611;8.281578;0.941296;7.680847;(-0.13, 1.64, 0.54);(352.32, 0.94, 8.67);
1.33162;5.081378;8.294484;0.9154506;7.692413;(-0.13, 1.64, 0.54);(352.31, 0.92, 8.67);
1.40695;5.055423;8.306931;0.9106721;7.687592;(-0.13, 1.64, 0.54);(352.31, 0.91, 8.67);
1.44766;5.050009;8.303037;0.9299923;7.675079;(-0.13, 1.64, 0.54);(352.32, 0.93, 8.69);
1.48665;5.068571;8.291224;0.9666782;7.667236;(-0.13, 1.64, 0.54);(352.33, 0.97, 8.70);
1.55778;5.105753;8.28332;0.9584809;7.678009;(-0.13, 1.64, 0.54);(352.32, 0.96, 8.70);
1.60312;5.097792;8.294108;0.9473537;7.691956;(-0.13, 1.64, 0.54);(352.31, 0.95, 8.71);
1.64540;5.087699;8.307807;0.9340415;7.718353;(-0.13, 1.64, 0.54);(352.28, 0.93, 8.73);
1.70891;5.073073;8.337316;0.9317634;7.710938;(-0.13, 1.64, 0.54);(352.29, 0.93, 8.74);
1.74379;5.072076;8.330227;0.9163632;7.709198;(-0.13, 1.64, 0.54);(352.29, 0.92, 8.76);
1.78563;5.05547;8.32971;0.92565;7.711365;(-0.13, 1.64, 0.54);(352.29, 0.93, 8.77);
1.81801;5.064234;8.333385;0.9295971;7.709045;(-0.13, 1.64, 0.54);(352.29, 0.93, 8.78);
1.87855;5.067906;8.33172;0.9205218;7.707947;(-0.13, 1.64, 0.54);(352.29, 0.92, 8.79);
1.91522;5.058587;8.330416;0.9187123;7.712402;(-0.13, 1.64, 0.54);(352.29, 0.92, 8.79);
1.95945;5.058185;8.335485;0.9116092;7.710785;(-0.13, 1.64, 0.54);(352.29, 0.91, 8.81);
2.00065;5.049525;8.33524;0.9079125;7.706299;(-0.13, 1.64, 0.54);(352.29, 0.91, 8.81);
2.04696;5.047165;8.330187;0.8690637;7.7099;(-0.13, 1.64, 0.54);(352.29, 0.87, 8.80);
2.08757;5.008983;8.333368;0.838027;7.718018;(-0.13, 1.64, 0.54);(352.28, 0.84, 8.81);
2.12934;4.976506;8.341755;0.8370598;7.727783;(-0.13, 1.64, 0.54);(352.27, 0.84, 8.81);
2.15911;4.976012;8.351177;0.8220901;7.743073;(-0.13, 1.64, 0.54);(352.26, 0.82, 8.81);
2.20163;4.961045;8.366385;0.7989901;7.756775;(-0.13, 1.64, 0.54);(352.24, 0.80, 8.80);
2.24765;4.938706;8.379516;0.7501669;7.766632;(-0.14, 1.64, 0.54);(352.23, 0.75, 8.78);
2.28684;4.889909;8.389053;0.7435184;7.762573;(-0.14, 1.64, 0.54);(352.24, 0.74, 8.78);
2.33020;4.883609;8.385431;0.7570897;7.753235;(-0.14, 1.64, 0.54);(352.25, 0.76, 8.80);
2.37218;4.897199;8.376906;0.7562788;7.749084;(-0.14, 1.64, 0.54);(352.25, 0.76, 8.81);
2.41441;4.897099;8.371746;0.735163;7.777344;(-0.14, 1.64, 0.54);(352.22, 0.74, 8.82);
2.44656;4.875987;8.399676;0.6968499;7.823486;(-0.14, 1.64, 0.54);(352.18, 0.70, 8.82);
2.49036;4.837269;8.447985;0.6508829;7.827728;(-0.14, 1.64, 0.54);(352.17, 0.65, 8.81);
2.52991;4.79225;8.452097;0.6238117;7.818909;(-0.14, 1.64, 0.54);(352.18, 0.62, 8.81);
2.57435;4.766302;8.443406;0.6176091;7.815521;(-0.14, 1.64, 0.54);(352.18, 0.62, 8.84);
2.61514;4.755974;8.442551;0.6726519;7.80191;(-0.14, 1.64, 0.54);(352.20, 0.67, 8.85);
2.66171;4.810485;8.42884;0.7012241;7.799683;(-0.14, 1.64, 0.54);(352.20, 0.70, 8.84);
2.70072;4.84053;8.425166;0.6805575;7.81366;(-0.14, 1.64, 0.54);(352.19, 0.68, 8.83);
2.74425;4.82188;8.438062;0.6433512;7.83374;(-0.14, 1.64, 0.54);(352.17, 0.64, 8.83);
2.78602;4.783703;8.458991;0.6434245;7.844177;(-0.14, 1.64, 0.54);(352.16, 0.64, 8.84);
2.81500;4.78406;8.470323;0.6364852;7.850159;(-0.14, 1.64, 0.54);(352.15, 0.64, 8.85);
2.84442;4.776284;8.477424;0.6365684;7.848358;(-0.14, 1.64, 0.54);(352.15, 0.64, 8.86);
2.89133;4.776497;8.475783;0.6325519;7.847229;(-0.14, 1.64, 0.54);(352.15, 0.63, 8.86);
2.92846;4.771622;8.47517;0.6488439;7.841309;(-0.14, 1.64, 0.54);(352.16, 0.65, 8.86);
2.95806;4.788465;8.468284;0.6472144;7.856171;(-0.14, 1.64, 0.54);(352.14, 0.65, 8.87);
3.00225;4.786495;8.483832;0.6411609;7.860809;(-0.14, 1.64, 0.54);(352.14, 0.64, 8.86);
3.04372;4.78039;8.48831;0.6411652;7.863037;(-0.14, 1.64, 0.54);(352.14, 0.64, 8.86);
3.08673;4.780962;8.490771;0.6382927;7.858185;(-0.14, 1.64, 0.54);(352.14, 0.64, 8.86);
3.13138;4.777558;8.485897;0.6463813;7.858917;(-0.14, 1.64, 0.54);(352.14, 0.65, 8.86);
3.18735;4.786768;8.486331;0.6372669;7.868896;(-0.14, 1.64, 0.54);(352.13, 0.64, 8.87);
3.22886;4.77783;8.496914;0.6242701;7.881317;(-0.14, 1.64, 0.54);(352.12, 0.62, 8.89);
3.27177;4.763294;8.509445;0.6214665;7.904022;(-0.14, 1.64, 0.54);(352.10, 0.62, 8.88);
3.30017;4.760714;8.532131;0.5997034;7.91925;(-0.14, 1.64, 0.54);(352.08, 0.60, 8.87);
3.34628;4.738699;8.547736;0.6043083;7.912811;(-0.14, 1.64, 0.54);(352.09, 0.60, 8.86);
3.38807;4.744656;8.540739;0.6078991;7.912445;(-0.14, 1.64, 0.54);(352.09, 0.61, 8.88);
3.42971;4.747659;8.541159;0.6057615;7.91394;(-0.14, 1.64, 0.54);(352.09, 0.61, 8.88);
3.47145;4.74422;8.54311;0.6188173;7.910858;(-0.14, 1.64, 0.54);(352.09, 0.62, 8.88);
3.51782;4.757886;8.539349;0.6202288;7.91394;(-0.14, 1.64, 0.54);(352.09, 0.62, 8.88);
3.56238;4.75972;8.541948;0.6203855;7.924011;(-0.14, 1.64, 0.54);(352.08, 0.62, 8.88);
3.60063;4.760105;8.552164;0.6027961;7.933594;(-0.14, 1.64, 0.54);(352.07, 0.60, 8.88);
3.64349;4.742295;8.561819;0.6114767;7.939758;(-0.14, 1.64, 0.54);(352.06, 0.61, 8.88);
3.67299;4.752071;8.56817;0.5999212;7.952942;(-0.14, 1.64, 0.54);(352.05, 0.60, 8.90);
3.71544;4.740246;8.58294;0.5827861;7.953247;(-0.14, 1.64, 0.54);(352.05, 0.58, 8.90);
3.76310;4.722209;8.58414;0.5839291;7.945953;(-0.14, 1.64, 0.54);(352.05, 0.58, 8.91);
3.81297;4.722792;8.576921;0.5971349;7.942688;(-0.14, 1.64, 0.54);(352.06, 0.60, 8.91);
3.85162;4.737123;8.573115;0.592783;7.954285;(-0.14, 1.64, 0.54);(352.05, 0.59, 8.92);
3.89451;4.732352;8.585882;0.5727663;7.956421;(-0.14, 1.64, 0.54);(352.04, 0.57, 8.92);
3.94451;4.712415;8.587896;0.5661091;7.958405;(-0.14, 1.64, 0.54);(352.04, 0.57, 8.92);
3.98692;4.705718;8.589668;0.5732434;7.970612;(-0.14, 1.64, 0.54);(352.03, 0.57, 8.93);
4.04028;4.712886;8.602498;0.5618711;7.984344;(-0.14, 1.64, 0.54);(352.02, 0.56, 8.94);
4.08657;4.701828;8.616576;0.5386057;7.995392;(-0.14, 1.64, 0.54);(352.00, 0.54, 8.94);
4.13426;4.676875;8.62905;0.5657499;7.98291;(-0.14, 1.64, 0.54);(352.02, 0.57, 8.94);
4.17179;4.702869;8.617255;0.6136091;7.96402;(-0.14, 1.64, 0.54);(352.04, 0.61, 8.95);
4.21809;4.751364;8.598309;0.6396311;7.952057;(-0.14, 1.64, 0.54);(352.05, 0.64, 8.95);
4.26456;4.77696;8.5857;0.6363975;7.95694;(-0.14, 1.64, 0.54);(352.04, 0.64, 8.94);
4.30051;4.773778;8.590305;0.6336097;7.950592;(-0.14, 1.64, 0.54);(352.05, 0.63, 8.93);
4.34376;4.77272;8.582624;0.6326958;7.954529;(-0.14, 1.64, 0.54);(352.05, 0.63, 8.94);
4.38666;4.772065;8.587856;0.641988;7.950531;(-0.14, 1.64, 0.54);(352.05, 0.64, 8.96);
4.42998;4.781513;8.589762;0.7088792;7.87793;(-0.14, 1.64, 0.54);(352.12, 0.71, 9.02);
4.47717;4.843984;8.530668;0.9643891;7.666199;(-0.14, 1.64, 0.54);(352.33, 0.96, 9.15);
4.51511;5.082197;8.341562;1.651307;7.257416;(-0.13, 1.64, 0.54);(352.74, 1.65, 9.35);
4.55916;5.738456;7.949569;2.672977;6.818359;(-0.13, 1.64, 0.54);(353.18, 2.67, 9.43);
4.60085;6.736965;7.524148;3.951232;6.265259;(-0.13, 1.64, 0.54);(353.73, 3.95, 9.47);
4.64478;8.018275;6.995386;4.823733;5.310608;(-0.13, 1.63, 0.55);(354.69, 4.82, 9.36);
4.69009;8.856894;5.97941;5.291356;5.188385;(-0.13, 1.63, 0.55);(354.81, 5.29, 8.44);
4.73248;9.405639;5.793349;4.961096;5.103546;(-0.13, 1.63, 0.55);(354.90, 4.96, 8.03);
4.77319;9.162968;5.682642;3.926452;5.046814;(-0.13, 1.63, 0.55);(354.95, 3.93, 8.30);
4.81716;8.152084;5.648232;2.727767;4.981506;(-0.13, 1.63, 0.55);(355.02, 2.73, 8.76);
4.85926;6.918063;5.610995;1.765911;4.987701;(-0.13, 1.63, 0.55);(355.01, 1.77, 8.97);
4.90651;5.906918;5.631889;1.156085;5.040131;(-0.13, 1.63, 0.55);(354.96, 1.16, 9.02);
4.94373;5.861767;5.370756;0.08257839;5.160706;(-0.15, 1.65, 0.55);(354.84, 0.08, 9.07);
4.98716;4.127318;5.737299;0.07897156;5.463074;(-0.15, 1.65, 0.54);(354.54, 0.08, 8.80);
5.03150;4.103638;6.026073;0.1943635;5.649353;(-0.15, 1.65, 0.54);(354.35, 0.19, 8.36);
5.08819;4.206586;6.176065;0.2758777;5.50708;(-0.14, 1.65, 0.54);(354.49, 0.28, 7.64);
5.16333;4.233779;5.964608;-0.07034302;4.899231;(-0.13, 1.66, 0.53);(355.10, 359.93, 6.45);
5.20193;4.032301;5.363126;6.089155;4.217957;(-0.13, 1.66, 0.53);(355.78, 6.09, 5.34);
5.24751;9.978105;4.642784;4.893305;4.085449;(-0.12, 1.65, 0.53);(355.91, 4.89, 3.36);
5.30705;8.898447;4.313581;4.526078;4.425812;(-0.12, 1.65, 0.52);(355.57, 4.53, 1.93);Pattern 1 saccade;
5.34641;8.532773;4.529233;4.513172;4.565033;(-0.11, 1.66, 0.52);(355.44, 4.51, 1.12);
5.38698;8.50894;4.591055;4.866106;4.636932;(-0.10, 1.66, 0.52);(355.36, 4.87, 0.74);
