CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
40.26;totalGazeArea: 19.99;averageGazeArea1: 2.40;averageGazeArea3: 4.85;averageGazeArea5: 6.58;averageGazeArea10: 9.87;
1;(6.0, 0.0, 15.0);12.4;0;
2;(6.0, 0.0, 22.0);17.7;0;
3;(23.5, 0.0, 28.7);33.2;0;
