Timestamp;Main Camera (1)_position;Main Camera (1)_orientation;messages;
1.86125;Origin: (-0.044, 1.453, 0.548), Dir: (-0.075, -0.257, 0.964);Origin: (-0.107, 1.459, 0.542), Dir: (-0.299, -0.187, 0.936);(-0.075, 1.456, 0.545);(0.068, -0.048, -0.045, 0.995);
1.88988;Origin: (-0.044, 1.453, 0.548), Dir: (-0.076, -0.256, 0.964);Origin: (-0.107, 1.459, 0.542), Dir: (-0.300, -0.186, 0.936);(-0.076, 1.456, 0.545);(0.068, -0.049, -0.045, 0.995);
1.92005;Origin: (-0.044, 1.453, 0.548), Dir: (-0.076, -0.255, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.300, -0.186, 0.936);(-0.075, 1.456, 0.545);(0.068, -0.049, -0.046, 0.995);
1.97854;Origin: (-0.044, 1.453, 0.548), Dir: (-0.077, -0.255, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.301, -0.185, 0.935);(-0.076, 1.456, 0.545);(0.068, -0.049, -0.046, 0.995);
1.99903;Origin: (-0.044, 1.454, 0.547), Dir: (-0.078, -0.254, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.302, -0.185, 0.935);(-0.076, 1.457, 0.545);(0.067, -0.050, -0.045, 0.995);
2.03350;Origin: (-0.045, 1.454, 0.547), Dir: (-0.077, -0.254, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.302, -0.185, 0.935);(-0.076, 1.457, 0.544);(0.067, -0.050, -0.045, 0.995);
2.06405;Origin: (-0.044, 1.453, 0.547), Dir: (-0.077, -0.255, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.302, -0.185, 0.935);(-0.076, 1.457, 0.545);(0.068, -0.049, -0.045, 0.995);
2.09311;Origin: (-0.044, 1.453, 0.548), Dir: (-0.077, -0.255, 0.964);Origin: (-0.107, 1.459, 0.542), Dir: (-0.301, -0.186, 0.935);(-0.076, 1.456, 0.545);(0.068, -0.049, -0.046, 0.995);
2.14900;Origin: (-0.044, 1.453, 0.548), Dir: (-0.077, -0.256, 0.964);Origin: (-0.107, 1.459, 0.542), Dir: (-0.301, -0.187, 0.935);(-0.075, 1.456, 0.545);(0.068, -0.049, -0.046, 0.995);
2.17149;Origin: (-0.044, 1.453, 0.548), Dir: (-0.077, -0.257, 0.963);Origin: (-0.107, 1.459, 0.542), Dir: (-0.302, -0.187, 0.935);(-0.076, 1.456, 0.545);(0.069, -0.049, -0.046, 0.995);
2.20479;Origin: (-0.044, 1.453, 0.548), Dir: (-0.079, -0.256, 0.964);Origin: (-0.107, 1.459, 0.542), Dir: (-0.303, -0.186, 0.935);(-0.076, 1.456, 0.545);(0.068, -0.050, -0.046, 0.995);
2.23795;Origin: (-0.044, 1.453, 0.548), Dir: (-0.079, -0.256, 0.964);Origin: (-0.107, 1.459, 0.542), Dir: (-0.303, -0.186, 0.935);(-0.076, 1.456, 0.545);(0.068, -0.050, -0.046, 0.995);
2.26315;Origin: (-0.044, 1.453, 0.548), Dir: (-0.078, -0.255, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.303, -0.186, 0.935);(-0.076, 1.456, 0.545);(0.068, -0.050, -0.046, 0.995);
2.32236;Origin: (-0.044, 1.453, 0.548), Dir: (-0.079, -0.255, 0.964);Origin: (-0.107, 1.460, 0.542), Dir: (-0.303, -0.185, 0.935);(-0.076, 1.457, 0.545);(0.068, -0.050, -0.046, 0.995);
2.34141;Origin: (-0.045, 1.454, 0.547), Dir: (-0.080, -0.253, 0.964);Origin: (-0.107, 1.460, 0.541), Dir: (-0.304, -0.184, 0.935);(-0.076, 1.457, 0.544);(0.067, -0.051, -0.046, 0.995);
2.37588;Origin: (-0.045, 1.454, 0.547), Dir: (-0.081, -0.252, 0.964);Origin: (-0.107, 1.460, 0.541), Dir: (-0.306, -0.182, 0.935);(-0.076, 1.457, 0.544);(0.066, -0.051, -0.046, 0.995);
2.40593;Origin: (-0.045, 1.454, 0.547), Dir: (-0.082, -0.251, 0.965);Origin: (-0.107, 1.460, 0.541), Dir: (-0.306, -0.181, 0.935);(-0.076, 1.457, 0.544);(0.066, -0.052, -0.046, 0.995);
2.43610;Origin: (-0.045, 1.454, 0.547), Dir: (-0.082, -0.249, 0.965);Origin: (-0.107, 1.460, 0.541), Dir: (-0.307, -0.180, 0.935);(-0.076, 1.457, 0.544);(0.065, -0.052, -0.046, 0.995);
2.49606;Origin: (-0.045, 1.454, 0.547), Dir: (-0.083, -0.249, 0.965);Origin: (-0.107, 1.460, 0.541), Dir: (-0.307, -0.180, 0.935);(-0.076, 1.457, 0.544);(0.065, -0.052, -0.046, 0.995);
2.51592;Origin: (-0.045, 1.454, 0.547), Dir: (-0.083, -0.250, 0.965);Origin: (-0.107, 1.460, 0.541), Dir: (-0.307, -0.181, 0.934);(-0.076, 1.457, 0.544);(0.065, -0.052, -0.046, 0.995);
2.54666;Origin: (-0.045, 1.454, 0.547), Dir: (-0.084, -0.251, 0.964);Origin: (-0.107, 1.460, 0.541), Dir: (-0.308, -0.181, 0.934);(-0.076, 1.457, 0.544);(0.066, -0.052, -0.047, 0.995);
2.57651;Origin: (-0.045, 1.454, 0.547), Dir: (-0.085, -0.251, 0.964);Origin: (-0.107, 1.460, 0.541), Dir: (-0.309, -0.181, 0.934);(-0.076, 1.457, 0.544);(0.066, -0.053, -0.047, 0.995);
2.60546;Origin: (-0.045, 1.454, 0.547), Dir: (-0.086, -0.251, 0.964);Origin: (-0.107, 1.460, 0.541), Dir: (-0.310, -0.181, 0.933);(-0.076, 1.457, 0.544);(0.066, -0.054, -0.047, 0.995);
2.66309;Origin: (-0.045, 1.454, 0.547), Dir: (-0.087, -0.250, 0.964);Origin: (-0.108, 1.460, 0.541), Dir: (-0.310, -0.180, 0.933);(-0.076, 1.457, 0.544);(0.066, -0.054, -0.047, 0.995);
2.68338;Origin: (-0.045, 1.454, 0.547), Dir: (-0.086, -0.249, 0.965);Origin: (-0.108, 1.460, 0.541), Dir: (-0.310, -0.179, 0.934);(-0.076, 1.457, 0.544);(0.065, -0.054, -0.047, 0.995);
2.72191;Origin: (-0.045, 1.454, 0.547), Dir: (-0.086, -0.248, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.310, -0.178, 0.934);(-0.076, 1.458, 0.544);(0.064, -0.054, -0.046, 0.995);
2.74715;Origin: (-0.045, 1.454, 0.547), Dir: (-0.084, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.308, -0.178, 0.935);(-0.076, 1.458, 0.544);(0.064, -0.053, -0.046, 0.995);
2.77927;Origin: (-0.045, 1.455, 0.547), Dir: (-0.084, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.308, -0.177, 0.935);(-0.076, 1.458, 0.544);(0.064, -0.053, -0.046, 0.996);
2.83600;Origin: (-0.045, 1.455, 0.547), Dir: (-0.084, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.309, -0.177, 0.935);(-0.076, 1.458, 0.544);(0.064, -0.053, -0.046, 0.995);
2.85819;Origin: (-0.045, 1.454, 0.547), Dir: (-0.086, -0.248, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.310, -0.178, 0.934);(-0.076, 1.458, 0.544);(0.064, -0.054, -0.046, 0.995);
2.89053;Origin: (-0.045, 1.454, 0.547), Dir: (-0.085, -0.249, 0.965);Origin: (-0.108, 1.460, 0.541), Dir: (-0.309, -0.179, 0.934);(-0.076, 1.457, 0.544);(0.065, -0.053, -0.046, 0.995);
2.91892;Origin: (-0.045, 1.454, 0.547), Dir: (-0.085, -0.248, 0.965);Origin: (-0.108, 1.461, 0.541), Dir: (-0.309, -0.178, 0.934);(-0.076, 1.457, 0.544);(0.064, -0.054, -0.046, 0.995);
2.95122;Origin: (-0.045, 1.454, 0.547), Dir: (-0.086, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.310, -0.177, 0.934);(-0.077, 1.458, 0.544);(0.064, -0.054, -0.046, 0.995);
3.00936;Origin: (-0.046, 1.455, 0.547), Dir: (-0.088, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.312, -0.177, 0.934);(-0.077, 1.458, 0.544);(0.064, -0.055, -0.046, 0.995);
3.04260;Origin: (-0.045, 1.454, 0.547), Dir: (-0.088, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.312, -0.177, 0.933);(-0.077, 1.458, 0.544);(0.064, -0.055, -0.047, 0.995);
3.07839;Origin: (-0.045, 1.454, 0.547), Dir: (-0.089, -0.247, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.313, -0.177, 0.933);(-0.077, 1.458, 0.544);(0.064, -0.055, -0.047, 0.995);
3.10579;Origin: (-0.046, 1.455, 0.547), Dir: (-0.089, -0.246, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.313, -0.176, 0.933);(-0.077, 1.458, 0.543);(0.063, -0.055, -0.047, 0.995);
3.17366;Origin: (-0.046, 1.455, 0.547), Dir: (-0.088, -0.246, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.312, -0.176, 0.934);(-0.077, 1.458, 0.543);(0.063, -0.055, -0.046, 0.995);
3.19813;Origin: (-0.045, 1.455, 0.547), Dir: (-0.088, -0.246, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.312, -0.176, 0.934);(-0.077, 1.458, 0.543);(0.063, -0.055, -0.046, 0.995);
3.23746;Origin: (-0.045, 1.454, 0.547), Dir: (-0.088, -0.247, 0.965);Origin: (-0.107, 1.461, 0.540), Dir: (-0.312, -0.177, 0.934);(-0.076, 1.458, 0.544);(0.064, -0.055, -0.047, 0.995);
3.26275;Origin: (-0.045, 1.454, 0.547), Dir: (-0.087, -0.249, 0.965);Origin: (-0.107, 1.461, 0.541), Dir: (-0.311, -0.178, 0.934);(-0.076, 1.457, 0.544);(0.065, -0.054, -0.048, 0.995);
3.32691;Origin: (-0.045, 1.454, 0.547), Dir: (-0.085, -0.250, 0.965);Origin: (-0.107, 1.460, 0.541), Dir: (-0.309, -0.179, 0.934);(-0.076, 1.457, 0.544);(0.065, -0.053, -0.047, 0.995);
3.34702;Origin: (-0.045, 1.454, 0.547), Dir: (-0.085, -0.251, 0.964);Origin: (-0.107, 1.460, 0.541), Dir: (-0.309, -0.180, 0.934);(-0.076, 1.457, 0.544);(0.066, -0.053, -0.047, 0.995);
3.37685;Origin: (-0.045, 1.454, 0.547), Dir: (-0.087, -0.248, 0.965);Origin: (-0.108, 1.461, 0.541), Dir: (-0.311, -0.178, 0.934);(-0.076, 1.457, 0.544);(0.065, -0.054, -0.047, 0.995);
3.40725;Origin: (-0.045, 1.454, 0.547), Dir: (-0.088, -0.247, 0.965);Origin: (-0.107, 1.461, 0.540), Dir: (-0.312, -0.177, 0.934);(-0.076, 1.458, 0.544);(0.064, -0.055, -0.048, 0.995);
3.43314;Origin: (-0.045, 1.454, 0.547), Dir: (-0.088, -0.246, 0.965);Origin: (-0.107, 1.461, 0.540), Dir: (-0.312, -0.175, 0.934);(-0.076, 1.458, 0.543);(0.063, -0.055, -0.048, 0.995);
3.49350;Origin: (-0.045, 1.454, 0.547), Dir: (-0.090, -0.246, 0.965);Origin: (-0.107, 1.461, 0.540), Dir: (-0.314, -0.175, 0.933);(-0.076, 1.458, 0.543);(0.063, -0.056, -0.048, 0.995);
3.51715;Origin: (-0.046, 1.454, 0.547), Dir: (-0.093, -0.246, 0.965);Origin: (-0.108, 1.461, 0.540), Dir: (-0.317, -0.175, 0.932);(-0.077, 1.458, 0.543);(0.063, -0.057, -0.048, 0.995);
3.55158;Origin: (-0.047, 1.454, 0.547), Dir: (-0.104, -0.246, 0.964);Origin: (-0.109, 1.461, 0.540), Dir: (-0.327, -0.175, 0.929);(-0.078, 1.458, 0.543);(0.064, -0.063, -0.047, 0.995);
3.57862;Origin: (-0.050, 1.454, 0.548), Dir: (-0.116, -0.251, 0.961);Origin: (-0.112, 1.460, 0.540), Dir: (-0.339, -0.181, 0.923);(-0.081, 1.457, 0.544);(0.066, -0.069, -0.046, 0.994);
3.60949;Origin: (-0.054, 1.453, 0.550), Dir: (-0.144, -0.257, 0.956);Origin: (-0.116, 1.459, 0.539), Dir: (-0.366, -0.187, 0.912);(-0.085, 1.456, 0.545);(0.070, -0.084, -0.044, 0.993);
3.67204;Origin: (-0.062, 1.452, 0.551), Dir: (-0.196, -0.262, 0.945);Origin: (-0.124, 1.459, 0.538), Dir: (-0.415, -0.192, 0.889);(-0.093, 1.455, 0.544);(0.074, -0.111, -0.041, 0.990);
3.69502;Origin: (-0.073, 1.452, 0.552), Dir: (-0.263, -0.265, 0.928);Origin: (-0.133, 1.458, 0.534), Dir: (-0.478, -0.195, 0.856);(-0.103, 1.455, 0.543);(0.077, -0.146, -0.038, 0.985);
3.75242;Origin: (-0.100, 1.454, 0.548), Dir: (-0.446, -0.248, 0.860);Origin: (-0.155, 1.461, 0.519), Dir: (-0.641, -0.176, 0.747);(-0.128, 1.457, 0.534);(0.073, -0.245, -0.037, 0.966);
3.80695;Origin: (-0.110, 1.455, 0.545), Dir: (-0.524, -0.234, 0.819);Origin: (-0.163, 1.463, 0.511), Dir: (-0.707, -0.160, 0.689);(-0.136, 1.459, 0.528);(0.069, -0.288, -0.042, 0.954);
3.86458;Origin: (-0.117, 1.460, 0.539), Dir: (-0.609, -0.195, 0.769);Origin: (-0.166, 1.469, 0.500), Dir: (-0.775, -0.116, 0.621);(-0.142, 1.464, 0.519);(0.056, -0.334, -0.056, 0.939);
3.91861;Origin: (-0.119, 1.463, 0.535), Dir: (-0.626, -0.172, 0.761);Origin: (-0.166, 1.472, 0.495), Dir: (-0.789, -0.094, 0.608);(-0.143, 1.467, 0.515);(0.044, -0.345, -0.056, 0.936);
3.93893;Origin: (-0.123, 1.465, 0.532), Dir: (-0.641, -0.167, 0.749);Origin: (-0.170, 1.472, 0.490), Dir: (-0.801, -0.094, 0.591);(-0.147, 1.468, 0.511);(0.039, -0.355, -0.047, 0.933);
3.99440;Origin: (-0.127, 1.465, 0.530), Dir: (-0.654, -0.170, 0.738);Origin: (-0.173, 1.471, 0.488), Dir: (-0.811, -0.099, 0.576);(-0.150, 1.468, 0.509);(0.040, -0.364, -0.042, 0.930);
4.05314;Origin: (-0.129, 1.464, 0.530), Dir: (-0.658, -0.175, 0.732);Origin: (-0.174, 1.471, 0.487), Dir: (-0.815, -0.105, 0.569);(-0.152, 1.467, 0.509);(0.042, -0.368, -0.040, 0.928);
4.08606;Origin: (-0.130, 1.463, 0.531), Dir: (-0.658, -0.184, 0.730);Origin: (-0.175, 1.469, 0.488), Dir: (-0.816, -0.114, 0.567);(-0.153, 1.466, 0.509);(0.046, -0.368, -0.038, 0.928);
4.12091;Origin: (-0.129, 1.463, 0.531), Dir: (-0.653, -0.184, 0.735);Origin: (-0.175, 1.469, 0.489), Dir: (-0.811, -0.114, 0.574);(-0.152, 1.466, 0.510);(0.047, -0.364, -0.039, 0.929);
4.14732;Origin: (-0.128, 1.463, 0.531), Dir: (-0.653, -0.183, 0.735);Origin: (-0.175, 1.470, 0.489), Dir: (-0.811, -0.112, 0.574);(-0.151, 1.466, 0.510);(0.046, -0.364, -0.039, 0.929);
4.20911;Origin: (-0.128, 1.463, 0.531), Dir: (-0.652, -0.183, 0.736);Origin: (-0.175, 1.470, 0.489), Dir: (-0.810, -0.112, 0.575);(-0.151, 1.466, 0.510);(0.045, -0.364, -0.039, 0.930);
4.22869;Origin: (-0.129, 1.463, 0.531), Dir: (-0.651, -0.183, 0.736);Origin: (-0.175, 1.469, 0.489), Dir: (-0.810, -0.113, 0.575);(-0.152, 1.466, 0.510);(0.046, -0.364, -0.038, 0.930);
4.26287;Origin: (-0.128, 1.463, 0.532), Dir: (-0.651, -0.185, 0.736);Origin: (-0.175, 1.469, 0.489), Dir: (-0.810, -0.114, 0.575);(-0.151, 1.466, 0.510);(0.047, -0.363, -0.039, 0.930);
4.28948;Origin: (-0.128, 1.462, 0.532), Dir: (-0.651, -0.186, 0.736);Origin: (-0.175, 1.469, 0.490), Dir: (-0.810, -0.115, 0.575);(-0.151, 1.466, 0.511);(0.047, -0.363, -0.039, 0.930);
4.33637;Origin: (-0.128, 1.463, 0.532), Dir: (-0.650, -0.185, 0.737);Origin: (-0.174, 1.469, 0.490), Dir: (-0.809, -0.114, 0.576);(-0.151, 1.466, 0.511);(0.047, -0.363, -0.039, 0.930);
4.39176;Origin: (-0.128, 1.463, 0.532), Dir: (-0.649, -0.185, 0.738);Origin: (-0.174, 1.469, 0.490), Dir: (-0.808, -0.114, 0.578);(-0.151, 1.466, 0.511);(0.047, -0.362, -0.039, 0.930);
4.41294;Origin: (-0.128, 1.463, 0.532), Dir: (-0.648, -0.186, 0.739);Origin: (-0.174, 1.469, 0.490), Dir: (-0.807, -0.115, 0.579);(-0.151, 1.466, 0.511);(0.047, -0.361, -0.039, 0.930);
4.44663;Origin: (-0.128, 1.463, 0.532), Dir: (-0.647, -0.185, 0.739);Origin: (-0.174, 1.469, 0.490), Dir: (-0.807, -0.115, 0.579);(-0.151, 1.466, 0.511);(0.046, -0.361, -0.038, 0.931);
4.47585;Origin: (-0.128, 1.463, 0.532), Dir: (-0.646, -0.184, 0.741);Origin: (-0.174, 1.469, 0.490), Dir: (-0.806, -0.113, 0.581);(-0.151, 1.466, 0.511);(0.045, -0.360, -0.038, 0.931);
4.50439;Origin: (-0.127, 1.463, 0.532), Dir: (-0.644, -0.183, 0.743);Origin: (-0.174, 1.469, 0.490), Dir: (-0.804, -0.113, 0.584);(-0.151, 1.466, 0.511);(0.045, -0.359, -0.038, 0.932);
4.56576;Origin: (-0.127, 1.463, 0.532), Dir: (-0.642, -0.185, 0.744);Origin: (-0.174, 1.469, 0.490), Dir: (-0.803, -0.114, 0.585);(-0.150, 1.466, 0.511);(0.046, -0.358, -0.038, 0.932);
4.58390;Origin: (-0.127, 1.463, 0.532), Dir: (-0.642, -0.186, 0.744);Origin: (-0.174, 1.469, 0.490), Dir: (-0.803, -0.116, 0.585);(-0.151, 1.466, 0.511);(0.047, -0.358, -0.038, 0.932);
4.61960;Origin: (-0.127, 1.462, 0.533), Dir: (-0.642, -0.188, 0.744);Origin: (-0.174, 1.469, 0.491), Dir: (-0.802, -0.117, 0.585);(-0.150, 1.466, 0.512);(0.048, -0.358, -0.039, 0.932);
4.64676;Origin: (-0.127, 1.462, 0.533), Dir: (-0.641, -0.188, 0.744);Origin: (-0.174, 1.469, 0.491), Dir: (-0.802, -0.117, 0.586);(-0.150, 1.466, 0.512);(0.048, -0.357, -0.039, 0.932);
4.68133;Origin: (-0.126, 1.462, 0.533), Dir: (-0.641, -0.188, 0.745);Origin: (-0.173, 1.469, 0.491), Dir: (-0.802, -0.116, 0.587);(-0.150, 1.466, 0.512);(0.048, -0.357, -0.040, 0.932);
