CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
25.99;totalGazeArea: 24.36;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
