0.00000;Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);(0.000, 1.600, 0.000);(0.000, 0.000, 0.000, 1.000);
0.02000;Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);Origin: (0.000, 0.000, 0.000), Dir: (0.000, 0.000, 1.000);(0.000, 1.600, 0.000);(0.000, 0.000, 0.000, 1.000);
0.35333;Origin: (-0.093, 1.266, 0.616), Dir: (-0.031, -0.965, 0.260);Origin: (-0.156, 1.266, 0.613), Dir: (-0.150, -0.973, 0.175);(-0.124, 1.266, 0.614);(0.582, -0.018, 0.014, 0.813);
0.55567;Origin: (-0.004, 1.452, 0.538), Dir: (0.801, -0.289, 0.525);Origin: (-0.041, 1.430, 0.584), Dir: (0.716, -0.398, 0.573);(-0.022, 1.441, 0.561);(0.185, 0.444, 0.109, 0.870);
0.61253;Origin: (-0.010, 1.484, 0.491), Dir: (0.926, -0.067, 0.372);Origin: (-0.032, 1.466, 0.547), Dir: (0.874, -0.178, 0.453);(-0.021, 1.475, 0.519);(0.084, 0.554, 0.123, 0.819);
0.63488;Origin: (-0.022, 1.498, 0.473), Dir: (0.924, 0.048, 0.379);Origin: (-0.044, 1.484, 0.531), Dir: (0.880, -0.056, 0.472);(-0.033, 1.491, 0.502);(-0.014, -0.561, -0.122, -0.819);
0.66525;Origin: (-0.032, 1.505, 0.463), Dir: (0.905, 0.126, 0.407);Origin: (-0.055, 1.495, 0.521), Dir: (0.861, 0.027, 0.507);(-0.044, 1.500, 0.492);(0.035, -0.549, -0.121, -0.826);
0.69734;Origin: (-0.041, 1.510, 0.458), Dir: (0.884, 0.184, 0.429);Origin: (-0.065, 1.501, 0.515), Dir: (0.842, 0.089, 0.532);(-0.053, 1.505, 0.486);(0.068, -0.538, -0.125, -0.831);
0.72459;Origin: (-0.104, 1.514, 0.502), Dir: (-0.049, 0.243, 0.969);Origin: (-0.167, 1.507, 0.502), Dir: (-0.163, 0.151, 0.975);(-0.135, 1.510, 0.502);(-0.155, -0.009, 0.052, 0.986);
0.75178;Origin: (-0.102, 1.517, 0.491), Dir: (-0.074, 0.305, 0.950);Origin: (-0.164, 1.512, 0.489), Dir: (-0.191, 0.216, 0.958);(-0.133, 1.515, 0.490);(-0.187, -0.022, 0.038, 0.981);
0.77937;Origin: (-0.100, 1.520, 0.480), Dir: (-0.095, 0.362, 0.927);Origin: (-0.163, 1.516, 0.477), Dir: (-0.214, 0.276, 0.937);(-0.131, 1.518, 0.478);(-0.217, -0.033, 0.028, 0.975);
0.81937;Origin: (-0.102, 1.522, 0.470), Dir: (-0.128, 0.413, 0.902);Origin: (-0.164, 1.518, 0.465), Dir: (-0.246, 0.327, 0.912);(-0.133, 1.520, 0.467);(-0.245, -0.050, 0.026, 0.968);
0.83861;Origin: (-0.098, 1.524, 0.458), Dir: (-0.137, 0.475, 0.869);Origin: (-0.160, 1.520, 0.451), Dir: (-0.258, 0.393, 0.883);(-0.129, 1.522, 0.454);(-0.277, -0.057, 0.013, 0.959);
0.86248;Origin: (-0.088, 1.524, 0.450), Dir: (-0.106, 0.512, 0.852);Origin: (-0.151, 1.523, 0.445), Dir: (-0.230, 0.437, 0.870);(-0.119, 1.523, 0.447);(-0.296, -0.046, -0.008, 0.954);
0.89285;Origin: (-0.084, 1.523, 0.452), Dir: (-0.106, 0.511, 0.853);Origin: (-0.147, 1.524, 0.445), Dir: (-0.232, 0.438, 0.869);(-0.115, 1.523, 0.448);(-0.294, -0.049, -0.021, 0.954);
0.92087;Origin: (-0.080, 1.522, 0.454), Dir: (-0.105, 0.504, 0.857);Origin: (-0.143, 1.524, 0.447), Dir: (-0.233, 0.434, 0.870);(-0.112, 1.523, 0.450);(-0.290, -0.051, -0.032, 0.955);
0.95063;Origin: (-0.080, 1.522, 0.455), Dir: (-0.109, 0.499, 0.860);Origin: (-0.142, 1.524, 0.448), Dir: (-0.238, 0.429, 0.872);(-0.111, 1.523, 0.452);(-0.287, -0.054, -0.035, 0.956);
0.97815;Origin: (-0.082, 1.522, 0.458), Dir: (-0.115, 0.487, 0.866);Origin: (-0.145, 1.523, 0.450), Dir: (-0.243, 0.415, 0.877);(-0.113, 1.523, 0.454);(-0.280, -0.056, -0.031, 0.958);
1.00783;Origin: (-0.084, 1.522, 0.461), Dir: (-0.121, 0.470, 0.874);Origin: (-0.147, 1.523, 0.453), Dir: (-0.248, 0.397, 0.884);(-0.115, 1.522, 0.457);(-0.272, -0.057, -0.026, 0.960);
1.03811;Origin: (-0.085, 1.521, 0.464), Dir: (-0.126, 0.457, 0.880);Origin: (-0.147, 1.522, 0.456), Dir: (-0.253, 0.384, 0.888);(-0.116, 1.522, 0.460);(-0.265, -0.059, -0.025, 0.962);
1.06470;Origin: (-0.086, 1.521, 0.467), Dir: (-0.142, 0.444, 0.885);Origin: (-0.149, 1.522, 0.458), Dir: (-0.268, 0.369, 0.890);(-0.117, 1.521, 0.463);(-0.257, -0.067, -0.025, 0.964);
1.09180;Origin: (-0.087, 1.520, 0.471), Dir: (-0.158, 0.427, 0.890);Origin: (-0.149, 1.521, 0.461), Dir: (-0.284, 0.352, 0.892);(-0.118, 1.521, 0.466);(-0.248, -0.076, -0.028, 0.965);
1.11935;Origin: (-0.089, 1.520, 0.476), Dir: (-0.174, 0.407, 0.897);Origin: (-0.151, 1.521, 0.465), Dir: (-0.300, 0.332, 0.894);(-0.120, 1.520, 0.470);(-0.237, -0.084, -0.029, 0.967);
1.16205;Origin: (-0.092, 1.519, 0.483), Dir: (-0.203, 0.374, 0.905);Origin: (-0.154, 1.519, 0.470), Dir: (-0.328, 0.297, 0.897);(-0.123, 1.519, 0.476);(-0.220, -0.097, -0.026, 0.970);
1.19052;Origin: (-0.096, 1.518, 0.486), Dir: (-0.224, 0.356, 0.907);Origin: (-0.158, 1.518, 0.473), Dir: (-0.347, 0.278, 0.896);(-0.127, 1.518, 0.479);(-0.211, -0.107, -0.021, 0.971);
1.22114;Origin: (-0.100, 1.518, 0.488), Dir: (-0.240, 0.346, 0.907);Origin: (-0.161, 1.517, 0.474), Dir: (-0.362, 0.265, 0.894);(-0.130, 1.517, 0.481);(-0.206, -0.114, -0.015, 0.972);
1.24908;Origin: (-0.102, 1.518, 0.489), Dir: (-0.250, 0.336, 0.908);Origin: (-0.163, 1.516, 0.475), Dir: (-0.371, 0.255, 0.893);(-0.132, 1.517, 0.482);(-0.202, -0.119, -0.013, 0.972);
1.27659;Origin: (-0.103, 1.517, 0.492), Dir: (-0.256, 0.324, 0.911);Origin: (-0.164, 1.515, 0.477), Dir: (-0.377, 0.242, 0.894);(-0.134, 1.516, 0.484);(-0.196, -0.122, -0.011, 0.973);
1.30724;Origin: (-0.104, 1.516, 0.494), Dir: (-0.260, 0.311, 0.914);Origin: (-0.165, 1.515, 0.479), Dir: (-0.380, 0.229, 0.896);(-0.134, 1.515, 0.487);(-0.189, -0.123, -0.010, 0.974);
1.33448;Origin: (-0.105, 1.515, 0.497), Dir: (-0.266, 0.295, 0.918);Origin: (-0.166, 1.514, 0.482), Dir: (-0.386, 0.213, 0.898);(-0.135, 1.514, 0.489);(-0.181, -0.126, -0.010, 0.975);
1.36445;Origin: (-0.107, 1.514, 0.501), Dir: (-0.276, 0.276, 0.921);Origin: (-0.168, 1.512, 0.484), Dir: (-0.395, 0.193, 0.898);(-0.137, 1.513, 0.493);(-0.172, -0.131, -0.008, 0.976);
1.39179;Origin: (-0.110, 1.513, 0.504), Dir: (-0.281, 0.254, 0.925);Origin: (-0.171, 1.510, 0.488), Dir: (-0.399, 0.170, 0.901);(-0.140, 1.512, 0.496);(-0.161, -0.132, -0.001, 0.978);
1.42029;Origin: (-0.114, 1.512, 0.508), Dir: (-0.291, 0.229, 0.929);Origin: (-0.175, 1.508, 0.491), Dir: (-0.407, 0.143, 0.902);(-0.144, 1.510, 0.500);(-0.150, -0.137, 0.007, 0.979);
1.44804;Origin: (-0.115, 1.509, 0.513), Dir: (-0.309, 0.201, 0.930);Origin: (-0.176, 1.506, 0.495), Dir: (-0.424, 0.116, 0.898);(-0.146, 1.508, 0.504);(-0.135, -0.146, 0.003, 0.980);
1.47622;Origin: (-0.117, 1.507, 0.518), Dir: (-0.317, 0.173, 0.932);Origin: (-0.177, 1.504, 0.500), Dir: (-0.432, 0.089, 0.897);(-0.147, 1.506, 0.509);(-0.121, -0.151, 0.002, 0.981);
1.52149;Origin: (-0.121, 1.503, 0.525), Dir: (-0.315, 0.127, 0.940);Origin: (-0.181, 1.500, 0.507), Dir: (-0.428, 0.041, 0.903);(-0.151, 1.502, 0.516);(-0.099, -0.149, 0.013, 0.984);
