CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
14.23;totalGazeArea: 17.97;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
