Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.804798;-43.03351;0.514311;-2.83539;(-0.32, 1.63, 0.49);(2.84, 0.51, 0.52);Pattern 1 saccade;
0.56760;4.685618;-2.786837;0.6596743;-2.845595;(-0.32, 1.63, 0.49);(2.85, 0.66, 0.51);No pattern saccade;
0.68688;4.794988;-2.801877;1.464607;-2.782495;(-0.32, 1.63, 0.49);(2.78, 1.46, 0.53);No pattern saccade;
0.73598;5.640424;-2.732859;1.462268;-2.801084;(-0.32, 1.63, 0.49);(2.80, 1.46, 0.52);
0.82565;5.638213;-2.753001;1.461588;-2.811049;(-0.32, 1.63, 0.49);(2.81, 1.46, 0.50);
0.88188;5.638112;-2.764253;1.461594;-2.813087;(-0.32, 1.63, 0.49);(2.81, 1.46, 0.50);
0.91950;5.637901;-2.766241;1.460349;-2.819478;(-0.32, 1.63, 0.49);(2.82, 1.46, 0.49);
0.99348;5.63705;-2.773389;1.458404;-2.820998;(-0.32, 1.63, 0.49);(2.82, 1.46, 0.49);
1.03679;5.635274;-2.775002;1.457293;-2.822979;(-0.32, 1.63, 0.49);(2.82, 1.46, 0.49);
1.11181;5.633964;-2.776795;1.458197;-2.826408;(-0.32, 1.63, 0.49);(2.83, 1.46, 0.49);
1.18790;5.635076;-2.780245;1.456804;-2.829284;(-0.32, 1.63, 0.49);(2.83, 1.46, 0.50);
1.23475;5.633866;-2.783206;1.453886;-2.82907;(-0.32, 1.63, 0.49);(2.83, 1.45, 0.50);
1.27788;5.630772;-2.782705;1.453659;-2.830275;(-0.32, 1.63, 0.49);(2.83, 1.45, 0.50);
1.34315;5.630359;-2.783615;1.45474;-2.833884;(-0.32, 1.63, 0.49);(2.83, 1.45, 0.50);
1.37477;5.631573;-2.787187;1.453766;-2.837492;(-0.32, 1.63, 0.49);(2.84, 1.45, 0.50);
1.41737;5.630535;-2.790785;1.452517;-2.840284;(-0.32, 1.63, 0.49);(2.84, 1.45, 0.50);
1.46315;5.629307;-2.793656;1.451535;-2.842263;(-0.32, 1.63, 0.49);(2.84, 1.45, 0.50);
1.52599;5.62833;-2.795667;1.45188;-2.843575;(-0.32, 1.63, 0.49);(2.84, 1.45, 0.50);
1.58935;5.628757;-2.796952;1.450991;-2.843807;(-0.32, 1.63, 0.49);(2.84, 1.45, 0.50);
1.63204;5.627874;-2.797046;1.451154;-2.844568;(-0.32, 1.63, 0.49);(2.84, 1.45, 0.51);
1.69520;5.627895;-2.797623;1.449904;-2.845555;(-0.32, 1.63, 0.49);(2.85, 1.45, 0.50);
1.73108;5.626683;-2.798739;1.44691;-2.845428;(-0.32, 1.63, 0.49);(2.85, 1.45, 0.50);
1.76263;5.623771;-2.798765;1.444413;-2.845131;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.50);
1.80401;5.621164;-2.798489;1.444161;-2.844898;(-0.32, 1.63, 0.49);(2.84, 1.44, 0.50);
1.86741;5.621083;-2.798251;1.442789;-2.845354;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.50);
1.90170;5.619637;-2.798579;1.443257;-2.846455;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.50);
1.93142;5.619869;-2.799523;1.443453;-2.848391;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.50);
1.96329;5.620294;-2.801629;1.442768;-2.850065;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.50);
2.02242;5.619731;-2.803327;1.441087;-2.850543;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.50);
2.07588;5.618119;-2.803613;1.439007;-2.852598;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.51);
2.11666;5.615885;-2.805536;1.439029;-2.854328;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.51);
2.17933;5.615817;-2.807252;1.438595;-2.854338;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.51);
2.21849;5.615551;-2.807217;1.437033;-2.855718;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.25996;5.613869;-2.808515;1.439212;-2.856712;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.30236;5.616115;-2.809352;1.439129;-2.857268;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.37015;5.615837;-2.809772;1.440515;-2.858018;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.40321;5.61737;-2.810549;1.439046;-2.858052;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.44872;5.615891;-2.810642;1.438303;-2.857001;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.48950;5.615065;-2.809493;1.439052;-2.857302;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.54855;5.615853;-2.809777;1.438286;-2.857333;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.58879;5.615045;-2.809689;1.437677;-2.860021;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.61647;5.614637;-2.812472;1.436345;-2.862182;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.64763;5.613262;-2.81459;1.435666;-2.863146;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
2.70904;5.612378;-2.815551;1.436796;-2.862528;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.51);
2.74532;5.613768;-2.814856;1.436571;-2.863549;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
2.77442;5.613347;-2.81583;1.437847;-2.861908;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
2.80263;5.61471;-2.813969;1.436304;-2.863134;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
2.86568;5.613135;-2.815341;1.436631;-2.861832;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
2.90462;5.613381;-2.813841;1.437214;-2.862785;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
2.94470;5.614192;-2.814799;1.434478;-2.863811;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.52);
2.97471;5.611388;-2.81581;1.434437;-2.864337;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.52);
3.03577;5.611324;-2.816211;1.434077;-2.864994;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.52);
3.08926;5.610826;-2.816888;1.436081;-2.863664;(-0.32, 1.63, 0.49);(2.86, 1.44, 0.52);
3.13694;5.612854;-2.815312;1.436652;-2.86551;(-0.32, 1.63, 0.49);(2.87, 1.44, 0.52);
3.19650;5.613403;-2.817266;1.435874;-2.865074;(-0.32, 1.63, 0.49);(2.87, 1.44, 0.52);
3.23122;5.612747;-2.816833;1.434735;-2.865995;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.52);
3.27608;5.611484;-2.81781;1.435315;-2.865584;(-0.32, 1.63, 0.49);(2.87, 1.44, 0.52);
3.31729;5.612275;-2.817408;1.433802;-2.865136;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.52);
3.38242;5.610655;-2.816915;1.434431;-2.86364;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.53);
3.41689;5.611305;-2.815383;1.432844;-2.860795;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.53);
3.45970;5.609756;-2.812514;1.431149;-2.858425;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.53);
3.50349;5.608063;-2.810157;1.42893;-2.855333;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.53);
3.56699;5.605719;-2.807043;1.427468;-2.852739;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.52);
3.60615;5.604033;-2.804576;1.429887;-2.849902;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.52);
3.64508;5.606287;-2.801839;1.432148;-2.847329;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.52);
3.67589;5.608708;-2.79944;1.43229;-2.847192;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.52);
3.74116;5.608929;-2.799463;1.432425;-2.848548;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.51);
3.77460;5.608934;-2.800961;1.433336;-2.850588;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.51);
3.81922;5.609847;-2.803217;1.432455;-2.85355;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.50);
3.86046;5.609268;-2.8066;1.430075;-2.855754;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
3.93009;5.60695;-2.809038;1.428457;-2.856205;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
3.97354;5.605303;-2.80962;1.427212;-2.855084;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
4.00255;5.603808;-2.808551;1.429256;-2.854018;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.50);
4.04807;5.605992;-2.80755;1.429479;-2.854058;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.50);
4.11257;5.606096;-2.807475;1.431307;-2.857613;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
4.14588;5.60822;-2.811211;1.429908;-2.860136;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
4.18932;5.607056;-2.813745;1.426393;-2.86209;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
4.23087;5.603469;-2.81562;1.42699;-2.862957;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.50);
4.29726;5.603921;-2.816199;1.429143;-2.863787;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.51);
4.33050;5.606158;-2.816819;1.427966;-2.864149;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.51);
4.36201;5.604848;-2.817046;1.431759;-2.86431;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.51);
4.40276;5.608628;-2.816828;1.432736;-2.866153;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.47279;5.60973;-2.818594;1.433313;-2.867083;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.52);
4.51906;5.610075;-2.819108;1.435588;-2.871424;(-0.32, 1.63, 0.49);(2.87, 1.44, 0.52);
4.56072;5.612567;-2.823457;1.433528;-2.874024;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.52);
4.62615;5.610433;-2.826088;1.432855;-2.874889;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.52);
4.65881;5.609413;-2.826854;1.434706;-2.876214;(-0.32, 1.63, 0.49);(2.88, 1.43, 0.52);
4.68748;5.611338;-2.82846;1.433089;-2.875273;(-0.32, 1.63, 0.49);(2.88, 1.43, 0.51);
4.71970;5.609772;-2.827778;1.433029;-2.8746;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.78225;5.609676;-2.827216;1.433497;-2.874493;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.81596;5.610435;-2.827318;1.430376;-2.873146;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.84471;5.607167;-2.826084;1.430763;-2.870549;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.87564;5.607615;-2.823489;1.430773;-2.867976;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.93782;5.607528;-2.820882;1.432865;-2.865076;(-0.32, 1.63, 0.49);(2.87, 1.43, 0.51);
4.97559;5.609784;-2.817852;1.432166;-2.863276;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.51);
5.01709;5.609137;-2.816043;1.432253;-2.859966;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.51);
5.07402;5.60913;-2.812505;1.433202;-2.857227;(-0.32, 1.63, 0.49);(2.86, 1.43, 0.52);
5.14019;5.610175;-2.809667;1.433586;-2.853733;(-0.32, 1.63, 0.49);(2.85, 1.43, 0.52);
5.17698;5.610317;-2.805859;1.436574;-2.851939;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.21772;5.613234;-2.803813;1.438258;-2.852618;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.26052;5.61516;-2.804548;1.437577;-2.852805;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.32519;5.614232;-2.804692;1.439462;-2.852195;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.35962;5.616327;-2.804121;1.438088;-2.850849;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.39139;5.614799;-2.802742;1.440226;-2.849747;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.43124;5.617136;-2.801478;1.438405;-2.850368;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.52);
5.49610;5.615374;-2.802143;1.439004;-2.849328;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.53);
5.53119;5.615653;-2.800854;1.441818;-2.848249;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.53);
5.57396;5.618465;-2.799691;1.443053;-2.847883;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.53);
5.62447;5.619736;-2.799301;1.442949;-2.848832;(-0.32, 1.63, 0.49);(2.85, 1.44, 0.53);
