CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
67.46;totalGazeArea: 30.05;averageGazeArea1: 2.66;averageGazeArea3: 5.75;averageGazeArea5: 7.92;averageGazeArea10: 11.85;
1;(10.6, 0.0, 25.0);33.92;0;
2;(1.3, 0.0, 35.3);51.88;0;
