Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;553.579;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;553.579;6.192974;-39.50773;1;0;1;0.06961858;2.496887;(-0.3, 1.9, -0.1)SaccadeStart;
3;553.599;1.408064;-9.061062;0;0;1;0.1794036;2.10849;(-0.3, 1.9, -0.1)
4;553.628;1.42577;-9.086693;0;0;0;0.1712723;1.978851;(-0.3, 1.9, -0.1)
5;553.640;1.375979;-9.102275;0;0;0;0.1696294;1.947815;(-0.3, 1.9, -0.1)
6;553.661;1.276813;-8.95236;0;0;0;0.1691997;1.916321;(-0.3, 1.9, -0.1)
7;553.675;1.279996;-8.884925;0;0;0;0.1671822;1.902679;(-0.3, 1.9, -0.1)
8;553.690;1.291436;-8.776689;0;0;0;0.1631362;1.88736;(-0.3, 1.9, -0.1)
9;553.719;1.288858;-8.76969;0;0;0;0.1537089;1.857056;(-0.3, 1.9, -0.1)
10;553.733;1.272903;-8.738114;0;0;0;0.1509279;1.842285;(-0.3, 1.9, -0.1)
11;553.762;1.268279;-8.68825;0;0;0;0.1475521;1.814117;(-0.3, 1.9, -0.1)
12;553.777;1.193993;-8.934475;0;0;0;0.1456727;1.797485;(-0.3, 1.9, -0.1)
13;553.846;1.20212;-8.961009;0;0;0;0.1451101;1.760254;(-0.3, 1.9, -0.1)
14;553.860;3.882263;-10.0113;1;0;1;0.1498393;1.718323;(-0.3, 1.9, -0.1)SaccadeStart;
15;553.876;5.436962;-12.053;0;0;1;0.1667361;1.658936;(-0.3, 1.9, -0.1)
16;553.890;5.457733;-12.08934;0;0;0;0.1714243;1.641449;(-0.3, 1.9, -0.1)
17;553.918;5.466072;-12.09042;0;0;0;0.180897;1.611877;(-0.3, 1.9, -0.1)
18;553.947;5.507164;-12.13045;0;0;0;0.1889842;1.595886;(-0.3, 1.9, -0.1)
19;553.974;5.521491;-12.15346;0;0;0;0.198209;1.574249;(-0.3, 1.9, -0.1)
20;553.991;5.561241;-12.18473;0;0;0;0.2033844;1.557526;(-0.3, 1.9, -0.1)
21;554.019;5.579577;-12.18543;0;0;0;0.2160767;1.512878;(-0.3, 1.9, -0.1)
22;554.047;5.573425;-12.20931;0;0;0;0.2273214;1.451294;(-0.3, 1.9, -0.1)
23;554.063;5.570014;-12.22295;0;0;0;0.2314893;1.416656;(-0.3, 1.9, -0.1)
24;554.090;5.558154;-12.223;0;0;0;0.2422654;1.337891;(-0.3, 1.9, -0.1)
25;554.117;5.551623;-12.19641;0;0;0;0.2594828;1.257233;(-0.3, 1.9, -0.1)
26;554.133;5.57269;-12.1863;0;0;0;0.2706507;1.216003;(-0.3, 1.9, -0.1)
27;554.160;5.686084;-12.13;0;0;0;0.2967587;1.130951;(-0.3, 1.9, -0.1)
28;554.176;5.696023;-12.13035;0;0;0;0.3098857;1.08905;(-0.3, 1.9, -0.1)
29;554.204;5.692842;-12.1272;0;0;0;0.3374384;1.013214;(-0.3, 1.9, -0.1)
30;554.231;5.679288;-12.13394;0;0;0;0.3652902;0.95401;(-0.3, 1.9, -0.1)
31;554.246;5.604743;-12.10478;0;0;0;0.3790188;0.9279175;(-0.3, 1.9, -0.1)
32;554.263;5.591227;-12.10742;0;0;0;0.3912711;0.9025269;(-0.3, 1.9, -0.1)
33;554.289;5.593558;-12.12168;0;0;0;0.4184873;0.8471375;(-0.3, 1.9, -0.1)
34;554.347;5.797443;-12.27591;0;0;0;0.4340406;0.8168945;(-0.3, 1.9, -0.1)
35;554.360;5.844477;-12.32734;0;0;0;0.4607545;0.7605286;(-0.3, 1.9, -0.1)
36;554.375;6.109253;-12.55336;0;0;0;0.4928089;0.6824341;(-0.3, 1.9, -0.1)
37;554.391;6.142438;-12.62277;0;0;0;0.5026693;0.6593018;(-0.3, 1.9, -0.1)
38;554.419;6.211012;-12.65785;0;0;0;0.5204679;0.62146;(-0.3, 1.9, -0.1)
39;554.445;6.242609;-12.6671;0;0;0;0.5353694;0.5947876;(-0.3, 1.9, -0.1)
40;554.462;6.291522;-12.7331;0;0;0;0.5423974;0.585144;(-0.3, 1.9, -0.1)
41;554.489;6.422001;-12.77953;0;0;0;0.5510617;0.5673218;(-0.3, 1.9, -0.1)
42;554.503;6.474352;-12.70323;0;0;0;0.5536824;0.5585632;(-0.3, 1.9, -0.1)
