Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;HeadsetNormedStartPosition_x;HeadsetNormedStartPosition_y;EndPosition_x;EndPosition_y;HeadsetNormedEndPosition_x;HeadsetNormedEndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;0;0;0.00;-35.92;0.00;-35.92;-0.028;-39.640;10.751;-51.674;0.333;3.73;
2;0.495;0;1;-10.20;10.08;-6.96;13.92;-2.056;-7.574;-5.276;-7.952;0.108;19.44;
3;0.658;1;0;3.46;-4.81;-0.37;-6.60;4.073;-4.621;0.461;-7.319;0.025;0.65;
4;1.120;0;0;2.15;-2.91;-1.54;-5.47;1.712;-2.500;-1.994;-5.051;0.024;0.59;
5;1.443;0;1;0.22;5.61;-3.39;3.11;-5.138;29.916;-8.682;27.508;0.185;24.89;
6;2.229;0;1;-3.22;19.72;-6.80;17.27;-0.248;-4.439;-3.799;-6.832;0.141;24.35;
7;2.821;0;1;-2.55;12.37;-6.15;10.17;-3.334;30.365;-6.943;28.220;0.118;18.01;
8;3.512;0;1;-3.66;29.08;-7.29;27.04;0.171;-8.218;-3.414;-10.269;0.173;37.49;
9;4.015;0;0;0.71;1.82;-2.89;-0.35;0.714;1.818;-2.884;-0.362;0.054;0.00;
10;4.150;0;1;-1.17;7.20;-4.76;5.02;-4.711;32.662;-8.275;30.533;0.163;25.70;
11;4.842;0;1;-2.27;22.76;-5.80;20.53;0.370;-1.560;-3.150;-3.818;0.146;24.46;
12;5.683;0;1;1.97;-12.02;-1.51;-14.32;3.456;-25.261;-0.011;-27.530;0.085;13.32;
13;5.797;0;0;3.68;-28.63;0.21;-30.90;3.946;-30.184;0.483;-32.468;0.057;1.58;
14;5.877;0;0;4.19;-32.53;0.72;-34.83;2.723;-33.704;-0.751;-35.990;0.022;1.88;
15;6.336;0;0;0.13;-3.25;-3.32;-5.52;-0.039;-2.614;-3.473;-4.875;0.036;0.66;
16;6.814;0;1;1.08;-5.57;-2.35;-7.65;6.091;-32.744;2.619;-34.723;0.199;27.63;
17;7.341;0;1;2.78;-11.34;-0.75;-13.41;1.507;-4.126;-2.027;-6.228;0.059;7.32;
18;7.897;0;1;1.51;-5.44;-2.03;-7.61;3.013;-15.149;-0.527;-17.284;0.086;9.83;
19;8.005;0;0;4.02;-19.20;0.48;-21.29;4.121;-26.438;0.730;-28.364;0.094;7.24;
20;8.358;0;1;3.06;-19.14;-0.32;-21.16;-0.407;-2.244;-3.872;-4.323;0.144;17.25;
21;9.114;1;1;13.13;-1.57;9.71;-3.62;34.341;-4.190;30.840;-6.247;0.156;21.37;
22;9.328;0;0;38.63;-4.07;35.11;-6.10;39.069;-4.318;35.534;-6.340;0.028;0.50;
23;9.615;1;1;25.98;-0.80;22.45;-2.81;2.322;-2.074;-1.164;-4.113;0.139;23.69;
24;10.132;1;1;8.60;-2.54;5.19;-4.50;37.965;-4.300;34.461;-6.232;0.141;29.41;
25;10.616;1;1;26.25;-1.76;22.70;-3.61;3.322;-2.461;-0.205;-4.328;0.084;22.94;
26;11.099;1;1;15.96;-3.07;12.43;-5.06;31.573;-4.658;28.018;-6.635;0.113;15.70;
27;11.498;1;1;28.29;-4.75;24.70;-6.75;1.457;-2.355;-2.204;-4.328;0.171;26.94;
28;12.123;1;0;-2.21;-2.84;-5.80;-4.91;-5.599;-3.054;-9.184;-5.106;0.048;3.39;
29;12.199;1;0;-10.68;-4.07;-14.27;-6.12;-11.495;-4.045;-15.083;-6.101;0.028;0.82;
30;12.308;1;0;-19.35;-2.90;-22.86;-4.98;-27.006;-2.975;-30.459;-5.051;0.106;7.65;
31;12.758;1;1;-14.34;-3.66;-17.86;-5.73;-1.409;-1.895;-4.950;-3.957;0.086;13.05;
32;13.227;1;0;-11.74;-3.01;-15.27;-5.12;-18.640;-4.396;-22.137;-6.497;0.055;7.03;
33;13.683;1;1;-12.75;-4.29;-16.25;-6.23;-2.001;-2.004;-5.485;-3.945;0.114;10.99;
34;14.100;1;1;-4.65;-1.91;-8.19;-3.75;-14.871;-3.555;-18.414;-5.376;0.098;10.35;
35;14.222;0;0;-19.46;-3.17;-23.00;-5.00;-21.484;-3.872;-25.028;-5.695;0.045;2.14;
36;14.671;1;1;-10.46;-3.12;-14.01;-4.98;-2.163;-1.586;-5.721;-3.439;0.059;8.44;
37;14.955;1;0;1.99;-4.35;-1.57;-5.79;2.238;-4.364;-1.443;-6.085;0.028;0.25;
38;15.026;0;0;-1.52;-2.95;-5.31;-5.09;-1.416;-3.121;-5.168;-5.793;0.048;0.20;
39;15.128;0;0;4.36;-4.60;0.50;-9.16;4.421;-5.316;0.441;-10.530;0.028;0.72;
40;15.260;0;0;0.85;1.16;-2.48;-4.19;0.767;1.252;-2.336;-3.742;0.024;0.12;
