CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
36.08;totalGazeArea: 15.42;averageGazeArea1: 1.81;averageGazeArea3: 3.43;averageGazeArea5: 4.53;averageGazeArea10: 6.77;
1;(27.1, 0.0, 13.8);21.1;0;
2;(37.8, 0.0, 25.5);29.9;1;
3;(36.8, 0.0, 26.1);30.48;1;
