CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
60.60;totalGazeArea: 23.65;averageGazeArea1: 2.61;averageGazeArea3: 5.34;averageGazeArea5: 7.32;averageGazeArea10: 10.65;
1;(-2.4, 0.0, 5.7);9.9;1;
2;(-3.1, 0.0, 6.2);10.4;1;
