CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
62.16;totalGazeArea: 17.45;averageGazeArea1: 2.11;averageGazeArea3: 4.04;averageGazeArea5: 5.40;averageGazeArea10: 8.12;
1;(3.5, 0.0, 9.0);8.62;0;
2;(-16.5, 0.0, 27.9);46.76;2;
