CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
60.94;totalGazeArea: 18.35;averageGazeArea1: 1.88;averageGazeArea3: 4.10;averageGazeArea5: 5.55;averageGazeArea10: 7.95;
1;(16.4, 0.0, 24.8);56.06;0;
2;(16.4, 0.0, 25.2);57.54;0;
3;(16.2, 0.0, 25.2);59.02;0;
