CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
173.85;totalGazeArea: 3.88;averageGazeArea1: 0.00;averageGazeArea3: 0.00;averageGazeArea5: 0.00;averageGazeArea10: 0.00;
