Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
0.000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.020;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.353;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0Pattern 1 saccade;
0.465;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.505;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.555;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.572;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.589;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.604;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.618;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.632;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.647;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.666;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.710;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.3)(0.00, 0.00, 0.00);0
0.726;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.741;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.755;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.768;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.785;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.798;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.814;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.827;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.4)(0.00, 0.00, 0.00);0
0.859;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.5)(0.00, 0.00, 0.00);0
0.873;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.5)(0.00, 0.00, 0.00);0
0.886;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.5)(0.00, 0.00, 0.00);0
0.902;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.5)(0.00, 0.00, 0.00);0
0.919;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.5)(0.00, 0.00, 0.00);0
0.939;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.6)(0.00, 0.00, 0.00);0
0.954;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.6)(0.00, 0.00, 0.00);0
0.968;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.6)(0.00, 0.00, 0.00);0
0.984;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.6)(0.00, 0.00, 0.00);0
1.017;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.7)(0.00, 0.00, 0.00);0
1.043;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.7)(0.00, 0.00, 0.00);0
1.056;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.7)(0.00, 0.00, 0.00);0
1.068;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.8)(0.00, 0.00, 0.00);0
1.081;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.8)(0.00, 0.00, 0.00);0
1.095;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.8)(0.00, 0.00, 0.00);0
1.108;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.8)(0.00, 0.00, 0.00);0
1.120;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.9)(0.00, 0.00, 0.00);0
1.132;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.9)(0.00, 0.00, 0.00);0
1.145;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.9)(0.00, 0.00, 0.00);0
1.177;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.9)(0.00, 0.00, 0.00);0
1.189;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 1.0)(0.00, 0.00, 0.00);0
1.202;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 1.0)(0.00, 0.00, 0.00);0
1.216;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 1.0)(0.00, 0.00, 0.00);0
1.231;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 1.1)(0.00, 0.00, 0.00);0
1.246;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 1.1)(0.00, 0.00, 0.00);0
1.259;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 1.1)(0.00, 0.00, 0.00);0
1.271;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 1.2)(0.00, 0.00, 0.00);0
1.285;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 1.2)(0.00, 0.00, 0.00);0
1.300;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 1.2)(0.00, 0.00, 0.00);0
