CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
36.79;totalGazeArea: 1.12;averageGazeArea1: 0.00;averageGazeArea3: 0.00;averageGazeArea5: 0.00;averageGazeArea10: 0.00;
1;(3.7, 0.0, 4.4);25.74;0;
2;(1.4, 0.0, 3.9);27.4;0;
3;(3.7, 0.0, 3.5);29.12;0;
4;(1.4, 0.0, 4.0);30.88;0;
5;(1.4, 0.0, 4.3);32.26;0;
