Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;-0.2483534;-44.64786;-7.748016;8.722839;(0.01, 1.64, 0.55);(351.28, 352.25, 2.01);Pattern 1 saccade;
0.58885;2.347499;16.26131;-74.05853;-3.248251;(-0.36, 1.51, 0.42);(3.25, 285.94, 353.58);No pattern saccade;
0.67354;-72.86799;1.90259;-74.05206;-3.249373;(-0.36, 1.51, 0.42);(3.25, 285.95, 353.59);No pattern saccade;
0.74230;-75.59159;1.81293;-1.545624;-3.199601;(-0.23, 1.51, 0.49);(3.20, 358.45, 353.63);Pattern 1 saccade;
0.80102;-0.4540983;1.951691;-1.5448;-3.205987;(-0.23, 1.51, 0.49);(3.21, 358.46, 353.62);Pattern 1 saccade;
0.84833;-0.4524648;1.945156;-1.546204;-3.21255;(-0.23, 1.51, 0.49);(3.21, 358.45, 353.61);Pattern 1 saccade;
0.88551;-0.4524108;1.938159;-1.546844;-3.216644;(-0.23, 1.51, 0.49);(3.22, 358.45, 353.60);
0.92814;-0.452333;1.933897;-1.546631;-3.220512;(-0.23, 1.51, 0.49);(3.22, 358.45, 353.59);
0.98630;-0.4512712;1.929875;-1.548492;-3.224284;(-0.23, 1.51, 0.49);(3.22, 358.45, 353.59);
1.02213;-0.452729;1.925964;-1.548401;-3.227358;(-0.23, 1.51, 0.49);(3.23, 358.45, 353.58);
1.09005;-0.4518757;1.922855;-1.551208;-3.231796;(-0.23, 1.51, 0.49);(3.23, 358.45, 353.58);
1.14749;-0.4546529;1.918267;-1.552551;-3.234246;(-0.23, 1.51, 0.49);(3.23, 358.45, 353.58);
1.18569;-0.4555554;1.915685;-1.554352;-3.235752;(-0.23, 1.51, 0.49);(3.24, 358.45, 353.58);
1.24219;-0.4572858;1.914385;-1.55368;-3.241382;(-0.23, 1.51, 0.49);(3.24, 358.45, 353.58);
1.31130;-0.4563303;1.908498;-1.555695;-3.243061;(-0.23, 1.51, 0.49);(3.24, 358.44, 353.58);
1.34856;-0.4581743;1.90685;-1.556915;-3.245615;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.37857;-0.4596584;1.904259;-1.558044;-3.246866;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.42242;-0.4608426;1.902977;-1.559204;-3.247452;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.48085;-0.4621956;1.902405;-1.55838;-3.24798;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.52902;-0.4609586;1.901701;-1.560089;-3.246278;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.56325;-0.4632761;1.903658;-1.557129;-3.247808;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.59329;-0.4601352;1.902124;-1.557068;-3.249242;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.64621;-0.4602537;1.90067;-1.556946;-3.249801;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.67809;-0.4601008;1.900137;-1.557678;-3.250653;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
1.70646;-0.4611291;1.899374;-1.556305;-3.252354;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.59);
1.74571;-0.4597486;1.897667;-1.557892;-3.253389;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.59);
1.79747;-0.4615307;1.896647;-1.557495;-3.254612;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.59);
1.83526;-0.4611745;1.895532;-1.556854;-3.257538;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
1.87741;-0.4602692;1.892513;-1.559143;-3.259214;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.58);
1.90784;-0.4624168;1.890705;-1.559601;-3.25937;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
1.97712;-0.4629948;1.890594;-1.558746;-3.259977;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.00668;-0.4622349;1.889891;-1.559265;-3.258508;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.05271;-0.4631663;1.891479;-1.556763;-3.258199;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.09420;-0.460583;1.891918;-1.559235;-3.259485;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.15121;-0.4631361;1.890562;-1.556702;-3.260303;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.20938;-0.460545;1.889792;-1.557892;-3.261336;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.25715;-0.4619443;1.888727;-1.555786;-3.261923;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.31591;-0.4596964;1.888114;-1.555389;-3.262264;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.35359;-0.4591284;1.887667;-1.556244;-3.261259;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.59);
2.40216;-0.4598875;1.888644;-1.557312;-3.260098;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.58);
2.43461;-0.4607296;1.889765;-1.557129;-3.259328;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.58);
2.47989;-0.4603265;1.890542;-1.559845;-3.259038;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.58);
2.52019;-0.4626325;1.890524;-1.560669;-3.255156;(-0.23, 1.51, 0.49);(3.26, 358.44, 353.58);
2.56328;-0.4634625;1.894396;-1.559052;-3.251391;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
2.61611;-0.4616771;1.898237;-1.560272;-3.248984;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
2.66621;-0.4632047;1.900725;-1.555511;-3.248062;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
2.70735;-0.4578487;1.901703;-1.559753;-3.248153;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
2.73483;-0.4626847;1.90167;-1.555511;-3.24858;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.58);
2.78033;-0.4586238;1.901317;-1.55545;-3.248876;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.59);
2.84656;-0.4585967;1.900861;-1.556793;-3.245896;(-0.23, 1.51, 0.49);(3.25, 358.44, 353.59);
2.87854;-0.4608869;1.904086;-1.552582;-3.245055;(-0.23, 1.51, 0.49);(3.25, 358.45, 353.59);
2.90676;-0.456688;1.904872;-1.5495;-3.242507;(-0.23, 1.51, 0.49);(3.24, 358.45, 353.60);
2.94869;-0.4544376;1.907858;-1.548279;-3.244784;(-0.23, 1.51, 0.49);(3.24, 358.45, 353.60);
3.01720;-0.4534451;1.905095;-1.551849;-3.237796;(-0.23, 1.51, 0.49);(3.24, 358.45, 353.59);
3.07554;-0.4657775;1.910815;-1.37204;-3.214726;(-0.23, 1.51, 0.49);(3.21, 358.63, 353.61);
3.10970;-0.3979369;1.93725;0.69831;-3.248712;(-0.22, 1.51, 0.49);(3.25, 0.70, 353.60);
3.17713;1.72866;1.949333;2.29009;-4.101955;(-0.22, 1.51, 0.50);(4.10, 2.29, 354.08);
3.22234;3.302569;1.255237;5.100625;-7.505679;(-0.22, 1.50, 0.50);(7.51, 5.10, 356.13);Pattern 1 saccade;
3.27819;6.223116;-1.746207;5.437811;-16.36628;(-0.22, 1.48, 0.52);(16.37, 5.44, 0.23);
3.34100;6.127037;-10.70934;2.778602;-22.77426;(-0.23, 1.46, 0.53);(22.77, 2.78, 1.37);No pattern saccade;
3.38037;3.362701;-17.38963;-0.6279297;-24.79199;(-0.25, 1.46, 0.54);(24.79, 359.37, 1.83);No pattern saccade;
3.42393;-0.1545377;-19.76949;-1.213959;-20.84224;(-0.25, 1.47, 0.53);(20.84, 358.79, 2.15);No pattern saccade;
3.47609;-0.9010642;-15.87956;0.2809855;-15.81001;(-0.24, 1.48, 0.52);(15.81, 0.28, 2.65);No pattern saccade;
3.52756;0.4283123;-10.76505;2.882008;-12.15248;(-0.24, 1.49, 0.52);(12.15, 2.88, 3.28);No pattern saccade;
3.56520;2.944574;-7.015586;5.602544;-10.02741;(-0.23, 1.50, 0.51);(10.03, 5.60, 3.87);No pattern saccade;
3.60889;5.558165;-4.74372;9.269526;-10.32461;(-0.23, 1.50, 0.51);(10.32, 9.27, 4.66);No pattern saccade;
3.65100;9.142157;-4.965413;12.15873;-11.88122;(-0.22, 1.49, 0.51);(11.88, 12.16, 4.89);No pattern saccade;
3.72099;11.90751;-6.49328;15.38351;-13.9506;(-0.21, 1.49, 0.52);(13.95, 15.38, 4.71);Pattern 1 saccade;
3.76782;15.03689;-8.552023;18.58137;-16.2338;(-0.20, 1.48, 0.52);(16.23, 18.58, 4.42);No pattern saccade;
3.80917;17.91259;-10.6196;24.40757;-21.90669;(-0.18, 1.46, 0.52);(21.91, 24.41, 4.39);No pattern saccade;
3.88409;23.1867;-16.47511;27.64337;-24.75578;(-0.17, 1.46, 0.52);(24.76, 27.64, 4.26);No pattern saccade;
3.93363;25.67183;-19.30236;31.4248;-28.05949;(-0.15, 1.45, 0.52);(28.06, 31.42, 2.59);No pattern saccade;
3.98132;28.66695;-22.88849;31.91039;-26.60186;(-0.14, 1.45, 0.51);(26.60, 31.91, 358.70);No pattern saccade;
4.04815;29.57617;-21.23902;35.12302;-28.41224;(-0.12, 1.44, 0.50);(28.41, 35.12, 354.13);No pattern saccade;
4.10749;32.70798;-23.02823;35.95204;-31.65051;(-0.11, 1.43, 0.50);(31.65, 35.95, 351.26);
4.16158;33.09878;-26.20491;33.06709;-37.01403;(-0.11, 1.42, 0.51);(37.01, 33.07, 349.32);No pattern saccade;
4.23035;28.99275;-31.70223;35.49822;-41.23675;(-0.11, 1.40, 0.51);(41.24, 35.50, 351.83);No pattern saccade;
4.26472;28.92603;-36.01115;40.63832;-42.83197;(-0.10, 1.40, 0.50);(42.83, 40.64, 354.70);No pattern saccade;
4.30778;31.55708;-37.65553;47.05291;-42.47976;(-0.09, 1.40, 0.49);(42.48, 47.05, 357.04);No pattern saccade;
4.35887;35.98286;-37.35188;50.7179;-40.80743;(-0.09, 1.40, 0.48);(40.81, 50.72, 357.64);No pattern saccade;
4.41225;39.23646;-35.73094;54.74458;-37.99627;(-0.08, 1.41, 0.47);(38.00, 54.74, 358.02);Pattern 1 saccade;
4.45000;43.48737;-33.00395;59.38375;-33.44425;(-0.08, 1.43, 0.46);(33.44, 59.38, 358.99);No pattern saccade;
4.49575;49.40046;-28.42301;63.49371;-29.25002;(-0.08, 1.44, 0.44);(29.25, 63.49, 359.75);No pattern saccade;
4.53481;55.00032;-24.1356;65.94225;-26.83479;(-0.08, 1.45, 0.44);(26.83, 65.94, 0.57);No pattern saccade;
4.60591;58.12313;-21.79839;69.33675;-22.68076;(-0.08, 1.46, 0.43);(22.68, 69.34, 1.49);No pattern saccade;
4.64857;63.27015;-17.51429;72.54233;-21.01592;(-0.08, 1.47, 0.42);(21.02, 72.54, 2.86);No pattern saccade;
4.69428;66.55552;-15.90684;75.79494;-18.06107;(-0.09, 1.47, 0.42);(18.06, 75.79, 4.16);No pattern saccade;
4.76651;70.96281;-12.80973;76.24852;-17.97464;(-0.09, 1.47, 0.42);(17.97, 76.25, 4.58);No pattern saccade;
4.81670;71.33761;-12.72195;75.83799;-17.95022;(-0.09, 1.47, 0.42);(17.95, 75.84, 4.43);No pattern saccade;
4.84936;71.07716;-12.67867;75.01247;-18.32281;(-0.09, 1.47, 0.42);(18.32, 75.01, 3.84);
4.90988;70.17467;-13.12873;75.62278;-17.12951;(-0.09, 1.48, 0.42);(17.13, 75.62, 3.83);
4.94977;71.41464;-11.90713;76.36001;-16.49095;(-0.09, 1.48, 0.41);(16.49, 76.36, 4.04);
4.99340;72.47963;-11.14155;76.22301;-18.33753;(-0.08, 1.47, 0.41);(18.34, 76.22, 4.22);
5.04563;71.04932;-13.13241;76.80063;-17.3228;(-0.09, 1.48, 0.41);(17.32, 76.80, 4.70);
5.11475;72.08481;-12.14112;77.97017;-15.81287;(-0.09, 1.48, 0.41);(15.81, 77.97, 5.44);
5.14960;73.88454;-10.64559;78.99268;-14.01279;(-0.09, 1.49, 0.41);(14.01, 78.99, 6.18);
5.19601;75.92913;-8.640701;78.20869;-16.39409;(-0.09, 1.48, 0.41);(16.39, 78.21, 6.33);
5.27604;73.80148;-11.03259;77.25999;-18.55133;(-0.09, 1.47, 0.42);(18.55, 77.26, 6.36);No pattern saccade;
5.32107;71.67197;-13.12996;77.31788;-21.74464;(-0.08, 1.46, 0.42);(21.74, 77.32, 7.14);No pattern saccade;
5.36482;69.11826;-16.43351;79.31779;-22.98235;(-0.08, 1.46, 0.42);(22.98, 79.32, 7.63);No pattern saccade;
5.42277;69.00105;-17.84477;84.24529;-20.74239;(-0.08, 1.47, 0.41);(20.74, 84.25, 9.03);No pattern saccade;
5.47274;73.13393;-15.632;89.51752;-17.90836;(-0.08, 1.47, 0.40);(17.91, 89.52, 11.43);No pattern saccade;
