CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
43.22;totalGazeArea: 21.49;averageGazeArea1: 2.79;averageGazeArea3: 5.79;averageGazeArea5: 7.88;averageGazeArea10: 11.22;
1;(26.2, 0.0, 25.6);36.14;0;
