CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
28.64;totalGazeArea: 24.54;averageGazeArea1: 2.59;averageGazeArea3: 6.63;averageGazeArea5: 10.11;averageGazeArea10: 16.51;
