Frame_Number;Time;Total_Angles_x;Total_Angles_y;isSaccade;isSaccadeLeftRight;isSaccaderRadial;Head_Rotation_x;Head_Rotation_y;Head_Position;messages;
1;0.000;70.47953;-19.52042;0;0;0;0;0;(0.0, 1.6, 0.0)
2;0.020;0;-35.91506;1;1;1;0;0;(0.0, 1.6, 0.0)SaccadeStart;
3;0.353;-6.790481;-36.93225;0;0;0;4.18448;-3.260227;(0.3, 1.6, 0.1)
4;0.551;-1.9988;1.012658;1;0;1;4.412192;-0.2539941;(0.3, 1.6, 0.0)SaccadeStart;
5;0.633;-2.042505;4.893044;0;0;0;4.633031;-0.3139124;(0.3, 1.6, 0.0)
6;0.652;-0.9396161;6.090499;1;0;1;-4.913147;-0.380825;(0.3, 1.6, 0.0)SaccadeStart;
7;0.680;-10.33849;6.49108;0;1;1;-4.931183;-0.4810827;(0.3, 1.6, 0.0)
8;0.711;-10.29249;6.468676;0;0;0;-4.948608;-0.5297218;(0.3, 1.6, 0.0)
9;0.736;-10.29918;6.507701;0;0;0;-4.992462;-0.569388;(0.3, 1.6, 0.0)
10;0.767;-10.30721;6.494462;0;0;0;-5.05246;-0.5965154;(0.3, 1.6, 0.0)
11;0.823;-10.28476;6.523078;0;0;0;-5.1492;-0.6340623;(0.3, 1.6, 0.0)
12;0.880;-10.27551;6.543578;0;0;0;-5.19455;-0.6450672;(0.3, 1.6, 0.0)
13;0.912;-10.21073;6.601701;0;0;0;-5.192413;-0.6513436;(0.3, 1.6, 0.0)
14;0.937;-10.06652;7.062948;0;0;0;-5.20694;-0.6536287;(0.3, 1.6, 0.0)
15;0.966;-11.71502;11.34368;1;0;1;-5.257935;-0.6508379;(0.3, 1.6, 0.0)SaccadeStart;
16;0.994;-11.84863;11.82555;0;0;0;-5.337189;-0.6486873;(0.3, 1.6, 0.0)
17;1.067;-11.85931;11.96304;0;0;0;-5.424377;-0.6286724;(0.3, 1.6, 0.0)
18;1.137;-11.02807;15.99119;1;0;1;-5.507538;-0.6012083;(0.3, 1.6, 0.0)SaccadeStart;
19;1.169;-10.68998;17.98409;1;0;1;-1.324585;-0.6609228;(0.3, 1.6, 0.1)
20;1.195;-6.406147;17.50115;0;1;1;-1.270386;-0.6880578;(0.3, 1.6, 0.1)
21;1.242;1.159892;19.17345;1;1;1;-1.175232;-0.7122121;(0.3, 1.6, 0.1)SaccadeStart;
22;1.257;8.850163;19.89876;1;1;1;-1.003052;-0.7326069;(0.3, 1.6, 0.1)
23;1.279;15.75526;19.46558;1;1;1;3.92728;-0.7592575;(0.3, 1.6, 0.1)
24;1.295;22.13038;18.755;1;1;1;4.085874;-0.7727692;(0.3, 1.6, 0.1)
25;1.323;24.7909;18.90926;1;1;1;4.404473;-0.7801947;(0.3, 1.6, 0.1)
26;1.352;25.20332;18.82447;0;0;0;4.624002;-0.7797041;(0.3, 1.6, 0.1)
27;1.381;25.31071;18.76603;0;0;0;4.85065;-0.8077902;(0.3, 1.6, 0.1)
28;1.410;25.24655;18.67935;0;0;0;5.070139;-0.8473366;(0.3, 1.6, 0.1)
29;1.429;25.21082;18.5444;0;0;0;5.159833;-0.8750255;(0.3, 1.6, 0.1)
30;1.451;25.18886;18.52499;0;0;0;5.316391;-0.9377453;(0.3, 1.6, 0.1)
31;1.480;25.18959;18.54642;0;0;0;5.37514;-0.9851788;(0.3, 1.6, 0.1)
32;1.509;25.20289;18.53246;0;0;0;5.354251;-1.024189;(0.3, 1.6, 0.1)
33;1.583;25.2051;18.5216;0;0;0;5.291054;-1.071513;(0.3, 1.6, 0.1)
34;1.599;25.13146;18.48328;0;0;0;5.223111;-1.114455;(0.3, 1.6, 0.1)
35;1.623;26.1316;17.06076;1;0;1;5.150908;-1.172824;(0.3, 1.6, 0.1)SaccadeStart;
36;1.652;25.6791;14.09007;0;0;1;5.135232;-1.194523;(0.3, 1.6, 0.1)
37;1.679;25.49915;13.54089;0;0;0;5.127615;-1.209331;(0.3, 1.6, 0.1)
38;1.707;25.35628;13.29989;0;0;0;5.077405;-1.217608;(0.3, 1.6, 0.1)
39;1.738;25.33039;13.29828;0;0;0;5.024562;-1.224348;(0.3, 1.6, 0.1)
40;1.764;25.34421;12.98572;0;0;0;4.984014;-1.238117;(0.3, 1.6, 0.1)
