Timestamp;Total_Angles_x;Total_Angles_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;0.4954398;-45.00642;(-0.02, 1.64, 0.57);(348.30, 347.67, 3.31);Pattern 1 saccade;
0.53772;15.43768;5.535803;(-0.01, 1.64, 0.59);(354.89, 352.49, 0.18);No pattern saccade;
0.67455;19.7742;-1.974566;(0.01, 1.63, 0.61);(357.63, 351.03, 0.27);No pattern saccade;
0.74695;18.63921;-4.430451;(0.01, 1.63, 0.60);(358.89, 0.14, 1.17);No pattern saccade;
0.83658;27.83531;-5.101586;(0.01, 1.63, 0.60);(358.86, 359.81, 1.52);No pattern saccade;
0.89983;27.49552;-4.919015;(0.01, 1.64, 0.60);(358.56, 359.90, 1.46);Pattern 1 saccade;
0.95268;27.51829;-4.704851;(0.01, 1.64, 0.60);(357.86, 0.54, 0.99);
1.00301;28.111;-4.284448;(0.01, 1.64, 0.60);(357.63, 1.30, 0.54);
1.04569;28.85263;-4.284386;(0.01, 1.64, 0.60);(357.46, 1.66, 0.39);
1.08733;29.1705;-4.189745;(0.02, 1.64, 0.60);(357.66, 2.78, 0.23);
1.14510;30.31252;-4.441625;(0.02, 1.64, 0.60);(357.79, 3.08, 0.34);
1.18893;30.6307;-4.505346;(0.02, 1.64, 0.60);(357.97, 3.39, 0.52);
1.24083;30.92188;-4.565711;(0.02, 1.64, 0.60);(358.54, 4.93, 0.87);
1.29413;32.501;-4.919854;(0.02, 1.64, 0.60);(358.69, 5.99, 1.12);
1.33095;33.59421;-4.937369;(0.02, 1.63, 0.60);(358.87, 6.70, 1.33);
1.37247;34.32016;-4.990349;(0.02, 1.63, 0.61);(359.29, 7.38, 1.35);
1.40296;34.97599;-5.352714;(0.03, 1.63, 0.61);(359.77, 8.42, 1.27);
1.47849;35.98764;-5.819965;(0.03, 1.63, 0.61);(0.10, 9.23, 1.14);
1.51804;36.75248;-6.164408;(0.03, 1.63, 0.61);(0.59, 10.67, 1.19);
1.56151;38.09402;-6.596879;(0.04, 1.63, 0.61);(0.74, 13.43, 1.13);
1.62014;40.89206;-6.757809;(0.04, 1.63, 0.61);(0.82, 14.56, 1.22);
1.66929;42.0092;-6.792052;(0.04, 1.63, 0.61);(0.66, 15.86, 1.53);Pattern 1 saccade;
1.70443;43.31755;-6.508607;(0.04, 1.63, 0.60);(0.50, 17.77, 1.83);
1.74891;45.26719;-6.227788;(0.05, 1.63, 0.60);(0.39, 19.14, 1.96);
1.80626;46.6431;-6.069977;(0.05, 1.63, 0.60);(0.31, 20.33, 1.96);
1.84564;47.84752;-5.986389;(0.05, 1.63, 0.60);(0.31, 21.39, 1.89);
1.89821;48.91348;-6.023524;(0.05, 1.63, 0.60);(0.12, 22.45, 1.93);
1.95132;48.41179;-5.989408;(0.05, 1.64, 0.52);(359.77, 22.16, 2.00);
1.99231;49.57574;-5.517012;(0.05, 1.64, 0.52);(359.47, 23.01, 2.06);
2.03130;50.40253;-5.232363;(0.06, 1.65, 0.51);(359.00, 24.33, 2.00);
2.07438;51.76371;-4.833732;(0.06, 1.65, 0.51);(358.73, 25.31, 1.98);
2.13433;52.65012;-5.111884;(0.07, 1.67, 0.51);(358.51, 17.28, 1.93);
2.17329;44.87278;-4.477381;(0.07, 1.67, 0.51);(358.36, 17.94, 1.92);
2.21727;45.40837;-4.431962;(0.08, 1.68, 0.50);(357.94, 19.62, 1.92);Pattern 1 saccade;
2.25987;47.16232;-3.854002;(0.08, 1.67, 0.50);(357.69, 20.61, 1.91);
2.30766;48.15484;-3.643255;(0.08, 1.67, 0.50);(357.50, 21.52, 1.85);
2.35304;49.07983;-3.558601;(0.08, 1.67, 0.49);(357.39, 22.10, 1.74);
2.38922;49.57624;-3.519103;(0.08, 1.67, 0.49);(357.14, 23.16, 1.53);
2.43176;50.65885;-3.398758;(0.09, 1.67, 0.48);(356.94, 23.88, 1.38);
2.49791;51.35094;-3.296387;(0.09, 1.67, 0.48);(356.76, 24.56, 1.24);
2.54596;52.01211;-3.215914;(0.09, 1.67, 0.48);(356.54, 25.24, 1.09);
2.59897;52.62055;-3.099318;(0.09, 1.68, 0.47);(356.07, 26.31, 0.88);
2.64975;53.73485;-2.762429;(0.09, 1.68, 0.47);(355.74, 26.94, 0.82);
2.68858;54.37127;-2.502918;(0.09, 1.68, 0.46);(355.43, 27.60, 0.79);
2.73404;55.00217;-2.24037;(0.10, 1.68, 0.46);(355.00, 28.63, 0.77);
2.77314;56.08347;-1.861461;(0.10, 1.68, 0.46);(354.76, 29.43, 0.72);
2.83200;56.87688;-1.664849;(0.10, 1.68, 0.45);(354.48, 30.35, 0.66);
2.87469;57.81551;-1.439249;(0.10, 1.68, 0.45);(354.30, 31.00, 0.64);
2.91638;58.41715;-1.310593;(0.10, 1.68, 0.45);(353.91, 32.67, 0.46);
2.94530;60.10337;-1.04021;(0.10, 1.68, 0.44);(353.55, 33.66, 0.42);
3.00806;61.13245;-0.7334396;(0.10, 1.68, 0.44);(353.31, 34.35, 0.39);
3.06774;61.79733;-0.5394551;(0.10, 1.69, 0.44);(352.97, 35.38, 0.35);
3.10274;62.77543;-0.2686092;(0.10, 1.69, 0.44);(352.48, 37.02, 0.25);
3.16286;64.4406;0.134747;(0.10, 1.69, 0.44);(352.25, 38.01, 0.20);
3.20147;65.41519;0.319967;(0.10, 1.69, 0.43);(352.05, 38.98, 0.16);
