Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;HeadsetNormedStartPosition_x;HeadsetNormedStartPosition_y;EndPosition_x;EndPosition_y;HeadsetNormedEndPosition_x;HeadsetNormedEndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;0;0;0.00;-35.92;0.00;-35.92;4.890;-42.918;21.755;-61.593;0.333;8.54;
2;0.540;0;0;2.43;19.35;11.07;23.66;10.163;-4.712;17.060;0.152;0.128;25.27;
3;0.696;1;0;12.44;-5.34;24.34;-1.78;6.861;-3.701;16.399;0.127;0.030;5.81;
4;0.757;1;0;9.38;-3.97;18.50;-0.08;9.796;-4.004;18.597;-0.089;0.053;0.42;
5;2.803;0;0;-2.68;1.01;4.29;-1.62;-2.398;1.124;4.162;-2.936;0.034;0.30;
6;2.946;0;0;-5.21;2.56;2.22;-1.32;-5.594;2.376;1.759;-1.209;0.037;0.43;
7;3.071;0;0;-22.88;2.99;-15.86;-0.28;-22.859;2.803;-16.175;-0.286;0.064;0.19;
8;3.593;0;0;-5.44;0.85;1.09;-1.77;-5.459;0.827;1.026;-1.791;0.023;0.03;
9;3.654;1;0;6.36;-1.91;12.71;-4.51;6.489;-1.936;12.757;-4.567;0.026;0.13;
10;4.209;0;0;19.88;-2.22;25.62;-4.88;22.739;-3.696;28.418;-6.350;0.057;3.22;
11;4.357;1;0;27.74;-5.28;33.30;-7.92;26.972;-5.202;32.524;-7.844;0.094;0.77;
12;4.598;1;1;17.16;-5.99;22.72;-8.68;-0.733;-6.957;4.871;-9.641;0.074;17.92;
13;4.735;0;0;-8.27;-9.37;-2.66;-12.04;-10.911;-12.046;-5.337;-14.729;0.030;3.76;
14;4.977;0;0;-9.95;-17.66;-4.51;-20.23;-6.713;-21.169;-1.280;-23.731;0.048;4.78;
15;5.423;0;1;-6.50;-15.80;-1.13;-18.29;-7.290;-1.621;-1.906;-4.109;0.079;14.20;
16;5.717;1;0;-14.50;1.68;-9.09;-0.81;-16.213;2.212;-10.805;-0.266;0.037;1.80;
17;5.780;0;0;-18.54;3.99;-13.12;1.50;-19.706;5.816;-14.270;3.312;0.041;2.17;
18;6.192;1;1;-0.12;11.12;5.37;8.61;7.907;11.374;13.395;8.855;0.076;8.03;
19;6.569;1;0;3.89;6.78;9.37;4.29;3.877;6.780;9.380;4.303;0.052;0.01;
20;6.647;0;0;-7.92;-10.40;-2.41;-12.89;-7.936;-10.444;-2.444;-12.922;0.036;0.04;
21;6.710;0;0;-11.56;-10.33;-6.08;-12.79;-11.562;-10.339;-6.065;-12.792;0.056;0.01;
22;6.798;0;0;-19.37;-5.49;-13.86;-7.95;-19.380;-5.487;-13.870;-7.940;0.051;0.01;
23;7.233;1;1;-9.78;2.83;-4.27;0.43;6.298;-0.405;11.810;-2.764;0.163;16.40;
24;7.440;0;0;9.11;-3.15;14.63;-5.51;8.414;-3.950;13.914;-6.292;0.065;1.06;
25;7.602;0;0;-3.01;-6.47;2.49;-8.79;-10.301;-3.790;-4.805;-6.110;0.035;7.77;
26;7.665;0;0;-14.30;-1.97;-8.80;-4.30;-14.293;-1.955;-8.791;-4.297;0.056;0.01;
27;7.791;0;0;-20.27;-0.95;-14.75;-3.31;-23.406;1.088;-17.855;-1.299;0.034;3.75;
28;8.215;1;0;-10.49;0.92;-4.93;-1.52;0.125;-2.079;5.688;-4.522;0.149;11.03;
29;8.810;0;0;-11.79;-5.25;-6.26;-7.77;-13.202;-6.221;-7.660;-8.752;0.028;1.71;
30;8.869;0;0;-15.90;-9.07;-10.35;-11.60;-17.243;-13.323;-11.682;-15.855;0.076;4.46;
31;8.977;0;0;-15.41;-19.64;-9.84;-22.18;-14.382;-21.347;-8.818;-23.894;0.072;1.99;
32;9.296;0;0;-16.10;-19.88;-10.54;-22.41;-20.673;-2.314;-15.110;-4.845;0.034;18.15;
33;9.420;0;0;-16.46;4.44;-10.89;1.90;-16.894;4.672;-11.326;2.133;0.027;0.50;
34;9.525;0;0;-16.32;12.09;-10.73;9.52;-16.663;13.557;-11.064;10.980;0.026;1.50;
35;10.037;0;0;-14.80;-2.32;-9.25;-4.89;-11.423;-6.115;-5.870;-8.685;0.094;5.08;
36;10.262;0;0;-9.59;-11.78;-4.07;-14.28;-8.541;-16.120;-3.028;-18.600;0.058;4.46;
37;10.909;0;0;-11.68;-14.04;-1.07;-20.86;-12.223;-12.125;-0.873;-22.275;0.055;1.99;
