CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
67.04;totalGazeArea: 21.63;averageGazeArea1: 2.28;averageGazeArea3: 4.66;averageGazeArea5: 6.14;averageGazeArea10: 8.51;
1;(3.7, 0.0, 8.0);22.28;0;
