Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;1;0;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.476;0;1;-0.52;-43.88;3.493;0.040;0.035;44.10;
3;0.571;0;1;9.84;17.75;-0.425;7.322;0.040;14.64;
4;0.641;0;0;3.61;2.91;1.986;-1.300;0.028;4.51;
5;0.696;0;0;1.18;-4.25;0.928;-6.781;0.028;2.55;
6;0.788;0;1;1.15;-10.52;1.479;-12.167;0.026;1.68;
7;1.112;1;0;1.21;-19.54;5.516;-20.478;0.029;4.41;
8;1.285;0;0;2.05;-24.26;2.699;-14.058;0.037;10.22;
9;1.498;0;0;5.24;-13.77;4.198;-8.999;0.032;4.89;
10;1.638;0;0;6.06;-7.99;5.997;-11.399;0.031;3.41;
11;2.054;1;0;5.67;-3.57;-7.280;-4.936;0.027;13.02;
12;2.115;1;0;12.43;1.01;8.340;0.259;0.024;4.16;
13;2.539;1;0;6.02;-3.13;1.895;-3.791;0.029;4.18;
14;5.097;0;0;-1.27;-3.68;-0.957;3.216;0.030;6.90;
15;5.185;0;0;-2.25;6.94;-4.624;12.091;0.029;5.67;
16;5.725;0;0;-3.19;17.66;-4.502;8.723;0.032;9.03;
17;5.783;0;0;-3.34;0.79;-2.947;-3.028;0.029;3.83;
18;6.179;0;0;-2.85;-4.48;-4.731;-3.116;0.031;2.32;
19;6.237;0;0;-10.19;2.48;-19.740;9.737;0.091;11.99;
20;6.781;0;1;-19.06;9.86;-2.603;-6.270;0.086;23.04;
21;7.267;1;1;-2.93;-7.72;-25.794;-4.954;0.131;23.03;
22;7.769;1;1;-24.66;-6.38;-3.006;-6.347;0.087;21.65;
23;8.230;0;1;-3.15;-6.44;-5.060;-10.713;0.029;4.68;
24;8.298;0;0;-7.22;-15.75;-8.909;-21.257;0.057;5.76;
25;8.666;0;1;-8.24;-22.48;-2.892;-7.345;0.058;16.05;
26;9.097;0;0;-2.70;-6.39;1.050;-14.464;0.030;8.90;
27;9.158;0;0;2.30;-18.61;3.716;-23.279;0.026;4.88;
28;9.510;0;1;6.52;-27.48;5.000;-24.425;0.034;3.42;
29;9.567;0;0;1.26;-10.19;-1.469;-5.221;0.086;5.67;
30;9.912;1;1;-1.40;-5.00;15.653;-9.218;0.087;17.57;
31;10.096;0;0;16.23;-10.73;18.922;-15.187;0.032;5.21;
32;10.384;0;1;18.59;-16.95;13.385;-12.129;0.028;7.09;
33;10.441;0;0;3.95;-5.19;-1.816;-2.655;0.026;6.30;
34;10.809;1;0;-3.25;-2.15;0.846;-1.880;0.030;4.10;
35;10.867;1;0;12.40;-1.44;21.995;-2.158;0.057;9.62;
36;11.283;1;0;22.04;-2.55;16.197;-1.156;0.034;6.01;
37;11.344;1;0;9.51;-0.30;1.663;0.709;0.028;7.91;
38;11.712;1;0;0.44;0.48;3.862;1.517;0.027;3.57;
39;11.770;1;0;15.76;6.90;18.909;7.899;0.028;3.30;
40;12.252;0;1;17.64;8.07;2.148;1.715;0.105;16.74;
41;12.668;0;1;1.57;-0.09;3.411;2.552;0.027;3.22;
42;13.225;0;0;7.58;16.79;3.786;11.447;0.028;6.55;
43;13.282;0;0;1.77;6.94;-0.767;-0.968;0.072;8.30;
44;13.668;0;0;-0.37;-2.22;-0.467;6.061;0.029;8.28;
45;13.724;0;0;-1.40;12.37;-3.046;16.604;0.032;4.54;
46;14.238;0;0;-3.19;19.03;-4.967;14.788;0.031;4.59;
47;14.305;0;1;-5.21;10.42;-3.003;6.064;0.033;4.89;
48;14.683;0;0;-1.63;-0.59;-8.305;5.760;0.028;9.22;
49;14.737;1;0;-11.77;9.92;-16.421;11.215;0.033;4.83;
50;15.209;0;0;-18.57;11.86;-12.514;2.637;0.058;11.03;
51;15.296;0;0;-6.68;-2.80;-3.206;-6.509;0.033;5.08;
52;15.581;1;0;-2.22;-7.73;0.400;-7.087;0.030;2.70;
53;15.638;0;0;0.90;-6.22;2.559;-4.650;0.031;2.28;
54;15.697;0;0;2.87;-5.19;-2.372;-8.037;0.027;5.96;
55;15.812;0;0;-2.40;-7.68;-2.332;-10.696;0.028;3.02;
56;16.194;0;1;-2.20;-14.77;-2.005;-12.578;0.043;2.20;
