CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
59.74;totalGazeArea: 27.90;averageGazeArea1: 2.40;averageGazeArea3: 5.34;averageGazeArea5: 7.45;averageGazeArea10: 11.18;
1;(3.7, 0.0, 17.5);26.1;0;
2;(5.2, 0.0, 41.9);49.94;0;
