CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
27.60;totalGazeArea: 13.72;averageGazeArea1: 2.28;averageGazeArea3: 4.74;averageGazeArea5: 6.38;averageGazeArea10: 9.04;
