CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
34.98;totalGazeArea: 17.36;averageGazeArea1: 2.40;averageGazeArea3: 5.03;averageGazeArea5: 6.75;averageGazeArea10: 9.47;
