CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
41.26;totalGazeArea: 14.92;averageGazeArea1: NaN;averageGazeArea3: NaN;averageGazeArea5: NaN;averageGazeArea10: NaN;
