Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;1;1;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.462;0;1;6.74;-41.03;6.341;5.383;0.104;46.41;
3;0.594;1;1;54.35;-33.73;49.959;-34.296;0.027;4.43;
4;0.766;1;1;51.32;-33.12;-8.946;-13.742;0.057;63.30;
5;1.253;0;1;-8.71;-14.14;-7.125;-11.142;0.029;3.39;
6;1.495;0;1;-8.11;-8.76;-7.684;-5.766;0.028;3.03;
7;1.695;0;1;-8.06;-6.12;-6.594;-2.797;0.029;3.63;
8;4.580;0;1;-5.64;-0.42;-7.297;3.652;0.029;4.39;
9;4.638;0;1;-9.58;9.19;-13.319;15.526;0.057;7.35;
10;5.265;0;1;-21.89;23.38;-28.329;20.624;0.030;7.01;
11;5.759;0;1;-33.38;20.36;-26.620;24.259;0.036;7.81;
12;5.823;1;1;-22.42;24.00;-12.787;21.102;0.027;10.06;
13;6.169;1;1;-13.22;20.57;-16.581;20.472;0.026;3.36;
14;6.221;0;1;-19.47;18.92;-23.764;17.026;0.032;4.69;
15;6.278;0;1;-26.17;16.55;-30.647;14.481;0.058;4.93;
16;6.423;0;1;-32.53;12.62;-28.768;15.193;0.029;4.56;
17;6.594;1;1;-32.51;12.27;-35.569;12.251;0.028;3.06;
18;6.821;0;1;-36.19;10.11;-38.082;10.953;0.032;2.07;
19;6.880;0;1;-42.35;9.28;-45.575;5.494;0.026;4.97;
20;7.183;1;1;-40.21;8.61;-32.717;10.420;0.026;7.70;
21;7.368;0;1;-34.28;8.17;-32.045;10.352;0.026;3.12;
22;7.422;0;1;-25.86;18.56;-24.361;21.046;0.032;2.90;
23;7.737;0;1;-23.44;20.15;-25.500;17.700;0.030;3.20;
24;7.794;0;1;-25.95;17.44;-28.460;15.298;0.027;3.30;
25;7.853;0;1;-29.05;14.36;-33.882;8.241;0.054;7.80;
26;7.967;0;1;-33.73;6.47;-34.681;3.833;0.025;2.80;
27;8.351;0;1;-38.39;1.16;-36.399;9.365;0.029;8.44;
28;8.408;0;1;-34.70;13.81;-29.107;21.248;0.057;9.31;
29;8.667;0;1;-25.60;21.42;-23.367;19.788;0.026;2.77;
30;8.723;0;1;-18.06;16.84;-10.123;8.552;0.086;11.47;
31;9.068;1;1;-10.58;7.38;-15.897;8.405;0.027;5.42;
32;9.124;1;1;-23.89;8.77;-37.482;8.289;0.115;13.60;
33;9.465;0;1;-41.14;9.31;-35.151;14.143;0.030;7.69;
34;9.537;1;1;-24.09;16.19;-2.903;14.971;0.085;21.22;
