Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
0.000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.020;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.353;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0Pattern 1 saccade;
0.419;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);10
0.449;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);12.36307
0.465;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);13.51597
0.479;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.14862
0.501;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);14.73691
0.517;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);15.68658
0.535;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.1, 0.0, 0.0)(0.00, 0.00, 0.00);16.39905
0.549;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.22098
0.564;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);17.91096
0.578;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);18.6442
0.601;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);19.33545
0.631;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);20.54862
0.662;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);22.16752
0.676;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);23.96701
0.702;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.81504
0.723;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.81504
0.749;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.81504
0.772;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.0)(0.00, 0.00, 0.00);24.81504
0.792;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.1)(0.00, 0.00, 0.00);24.81504
0.815;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.2, 0.0, 0.1)(0.00, 0.00, 0.00);24.81504
0.831;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.1)(0.00, 0.00, 0.00);24.81504
0.847;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);24.81504
0.861;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);24.81504
0.877;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.2)(0.00, 0.00, 0.00);24.81504
0.889;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.3)(0.00, 0.00, 0.00);24.81504
0.903;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.3)(0.00, 0.00, 0.00);24.81504
0.916;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.3, 0.0, 0.3)(0.00, 0.00, 0.00);24.81504
0.929;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);24.81504
0.944;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);24.81504
0.965;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.4)(0.00, 0.00, 0.00);24.81504
0.980;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.5)(0.00, 0.00, 0.00);24.81504
0.994;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.5)(0.00, 0.00, 0.00);24.81504
1.008;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.4, 0.0, 0.5)(0.00, 0.00, 0.00);24.81504
1.034;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.6)(0.00, 0.00, 0.00);24.81504
1.048;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.6)(0.00, 0.00, 0.00);24.81504
1.062;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);24.81504
1.074;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.7)(0.00, 0.00, 0.00);24.81504
1.092;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.5, 0.0, 0.8)(0.00, 0.00, 0.00);24.81504
1.108;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.8)(0.00, 0.00, 0.00);24.36722
1.128;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.9)(0.00, 0.00, 0.00);23.95472
1.141;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 0.9)(0.00, 0.00, 0.00);23.39604
1.154;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 1.0)(0.00, 0.00, 0.00);23.00487
1.167;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 1.0)(0.00, 0.00, 0.00);22.6157
1.181;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 1.0)(0.00, 0.00, 0.00);22.22019
1.196;0;-35.91512;0;0;(0.00, 1.60, 0.00);(-0.6, 0.0, 1.1)(0.00, 0.00, 0.00);21.7437
