CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
29.34;totalGazeArea: 26.83;averageGazeArea1: 3.13;averageGazeArea3: 6.71;averageGazeArea5: 9.53;averageGazeArea10: 15.69;
