Saccade_Number;Start_Time;Left-Right_Saccade;Radial_Saccade;StartPosition_x;StartPosition_y;EndPosition_x;EndPosition_y;Saccade_Duration;Saccade_Magnitude;messages;
1;0.020;1;0;70.48;-19.52;0.000;-35.915;0.333;72.36;
2;0.451;0;0;-0.63;-44.17;16.969;-4.826;0.030;43.10;
3;0.756;0;3;15.72;-16.88;-2.841;-5.021;0.028;22.03;
4;3.151;0;0;-4.79;-6.62;-5.754;6.297;0.028;12.96;
5;3.319;0;2;-6.30;11.25;-5.971;14.453;0.028;3.22;
6;3.919;0;2;-6.05;18.65;-6.658;13.665;0.026;5.02;
7;3.978;0;0;-6.99;5.83;-6.257;-0.730;0.027;6.60;
8;4.430;1;0;-5.37;-3.79;-7.860;-3.228;0.029;2.55;
9;4.489;1;0;-14.20;-1.00;-17.799;-1.429;0.029;3.62;
10;5.076;1;3;-22.04;-1.56;-3.710;-5.597;0.060;18.77;
11;5.563;0;2;-2.84;-6.66;-5.140;-11.016;0.028;4.92;
12;5.623;0;2;-8.48;-15.43;-12.250;-24.586;0.081;9.90;
13;6.262;0;0;-11.24;-26.66;-5.486;-9.088;0.057;18.49;
14;6.777;0;3;-3.15;-8.18;0.311;-31.732;0.114;23.81;
15;7.362;0;2;0.86;-32.58;-0.276;-30.375;0.027;2.48;
16;7.420;0;0;-1.40;-17.51;-3.215;-10.214;0.028;7.52;
17;7.819;1;0;-4.73;-7.75;5.710;-8.161;0.031;10.45;
18;7.879;0;2;14.57;-9.75;17.537;-11.370;0.028;3.38;
19;8.417;1;2;19.26;-14.97;16.951;-14.526;0.029;2.35;
20;8.476;1;0;10.09;-10.84;-4.146;-7.555;0.057;14.61;
21;8.847;0;0;-6.13;-6.82;16.993;2.207;0.090;24.82;
22;9.432;1;0;18.15;2.10;12.017;1.110;0.031;6.21;
23;9.492;1;0;5.25;-0.62;-6.035;-4.303;0.056;11.87;
24;9.781;0;0;-6.86;-4.77;-1.246;-1.304;0.027;6.60;
25;9.836;0;2;6.22;5.01;13.729;8.975;0.026;8.49;
26;10.319;1;3;14.10;8.71;-2.570;4.028;0.084;17.31;
27;10.663;0;3;-4.03;3.17;7.655;14.905;0.086;16.56;
28;11.134;0;0;10.45;17.36;5.097;11.899;0.029;7.65;
29;11.191;0;0;0.73;6.54;-5.179;-0.776;0.058;9.41;
30;11.605;0;0;-5.73;-3.88;-6.323;3.125;0.028;7.03;
31;11.662;0;0;-5.77;9.02;-3.237;15.930;0.056;7.36;
32;12.074;0;2;-2.81;17.01;-4.158;14.459;0.030;2.88;
33;12.135;0;0;-5.32;12.65;-11.066;0.065;0.085;13.83;
34;12.473;0;0;-11.62;-3.52;-13.585;-0.790;0.032;3.37;
35;12.531;0;0;-17.18;4.42;-19.221;8.577;0.030;4.63;
36;12.646;1;0;-19.74;9.90;-23.039;9.490;0.028;3.33;
37;12.961;0;0;-22.86;10.21;-19.398;4.945;0.028;6.30;
38;13.029;0;2;-16.21;-1.19;-9.572;-10.749;0.072;11.64;
39;13.246;0;2;-9.52;-10.96;-12.196;-11.940;0.032;2.85;
40;13.306;1;0;-17.66;-11.03;-30.446;-9.785;0.085;12.84;
41;13.766;1;0;-31.98;-9.08;-6.171;-11.662;0.084;25.93;
42;14.018;0;2;-5.22;-12.18;-6.368;-16.789;0.047;4.75;
43;14.091;0;2;-9.00;-23.34;-12.213;-26.150;0.030;4.27;
