CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
59.92;totalGazeArea: 22.19;averageGazeArea1: 2.17;averageGazeArea3: 4.61;averageGazeArea5: 6.40;averageGazeArea10: 9.55;
1;(-6.1, 0.0, 18.8);34;0;
2;(3.4, 0.0, 36.2);49.88;0;
