Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Main Camera (1)_position;Main Camera (1)_orientation;messages;
0.00000;70.47953;-19.52042;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.02000;0;-35.91512;0;0;(0.00, 1.60, 0.00);(0.00, 0.00, 0.00);
0.35333;7.727399;-41.94947;-3.548065;-2.513307;(-0.32, 1.58, 0.48);(2.51, 356.45, 0.67);Pattern 1 saccade;
0.47567;-10.72194;-28.88617;-3.504852;-2.492396;(-0.32, 1.58, 0.48);(2.49, 356.50, 0.64);No pattern saccade;
0.56031;-10.69426;-28.86084;-3.503448;-2.499992;(-0.32, 1.58, 0.48);(2.50, 356.50, 0.64);No pattern saccade;
0.60613;-10.92204;-28.84951;0.631254;-2.442837;(-0.31, 1.58, 0.48);(2.44, 0.63, 0.68);
0.64651;-7.07213;-28.81748;0.6295491;-2.452521;(-0.31, 1.58, 0.48);(2.45, 0.63, 0.68);
0.71191;-7.074005;-28.82705;0.6275174;-2.451438;(-0.31, 1.58, 0.48);(2.45, 0.63, 0.68);Pattern 1 saccade;
0.74457;-7.075463;-28.82611;0.6276901;-2.452411;(-0.31, 1.58, 0.48);(2.45, 0.63, 0.68);
0.78649;-7.075478;-28.82698;0.6259227;-2.457878;(-0.31, 1.58, 0.48);(2.46, 0.63, 0.68);
0.83309;-7.078722;-28.83187;0.6227003;-2.459679;(-0.31, 1.58, 0.48);(2.46, 0.62, 0.67);
0.89697;-7.0839;-28.83294;0.6236578;-2.462859;(-0.31, 1.58, 0.48);(2.46, 0.62, 0.67);
0.93029;-7.085879;-28.83504;0.6234086;-2.46701;(-0.31, 1.58, 0.48);(2.47, 0.62, 0.66);
0.97390;-7.087868;-28.83852;0.6250132;-2.475481;(-0.31, 1.58, 0.48);(2.48, 0.63, 0.66);
1.01729;-7.087916;-28.8464;0.6246919;-2.479398;(-0.31, 1.58, 0.48);(2.48, 0.62, 0.66);
1.13128;-7.088532;-28.85011;0.6256875;-2.484984;(-0.31, 1.58, 0.48);(2.48, 0.63, 0.66);
1.17475;-7.086971;-28.85584;0.6248507;-2.493791;(-0.31, 1.58, 0.48);(2.49, 0.62, 0.66);
1.23764;-7.08779;-28.86453;0.6241539;-2.498108;(-0.31, 1.58, 0.48);(2.50, 0.62, 0.66);
1.27358;-7.087059;-28.86934;0.6239548;-2.499231;(-0.31, 1.58, 0.48);(2.50, 0.62, 0.66);
1.31419;-7.086526;-28.87071;0.6248143;-2.500313;(-0.31, 1.58, 0.48);(2.50, 0.62, 0.67);
1.34420;-7.085207;-28.87193;0.6253143;-2.503388;(-0.31, 1.58, 0.48);(2.50, 0.63, 0.67);
1.40413;-7.083581;-28.87536;0.622815;-2.506601;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.67);
1.44228;-7.085723;-28.87862;0.621374;-2.508307;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.67);
1.49028;-7.087494;-28.88013;0.6194956;-2.510437;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.67);
1.52995;-7.089598;-28.88212;0.6174495;-2.509929;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.60052;-7.092382;-28.88132;0.6185964;-2.510725;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.64412;-7.092413;-28.88178;0.6158975;-2.50994;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.67441;-7.096904;-28.88028;0.6169657;-2.508448;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.71551;-7.096284;-28.87863;0.615379;-2.507659;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.77868;-7.098197;-28.87774;0.6180183;-2.505772;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.81500;-7.095826;-28.87583;0.6180893;-2.505105;(-0.31, 1.58, 0.48);(2.51, 0.62, 0.66);
1.85701;-7.095459;-28.87525;0.6157041;-2.503436;(-0.31, 1.58, 0.48);(2.50, 0.62, 0.66);
1.88785;-7.097594;-28.87363;0.6163387;-2.502521;(-0.31, 1.58, 0.48);(2.50, 0.62, 0.66);
1.95114;-7.097296;-28.87261;0.616025;-2.502596;(-0.31, 1.58, 0.48);(2.50, 0.62, 0.66);
1.98537;-7.097646;-28.87263;0.6122878;-2.503019;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.65);
2.02985;-7.102095;-28.87274;0.6109101;-2.501183;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.65);
2.07275;-7.104526;-28.87043;0.6093398;-2.499623;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.65);
2.13758;-7.106015;-28.86889;0.6115978;-2.498629;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.65);
2.17158;-7.103678;-28.86794;0.6123398;-2.499871;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.65);
2.21601;-7.101938;-28.86948;0.6131707;-2.503672;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.25846;-7.099537;-28.87386;0.6110993;-2.503582;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.32563;-7.10067;-28.87407;0.6106962;-2.502215;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.35876;-7.101309;-28.87263;0.6127757;-2.503083;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.40007;-7.099201;-28.87349;0.6089779;-2.502333;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.44453;-7.102122;-28.87296;0.6103935;-2.503723;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.48763;-7.100585;-28.87437;0.6075241;-2.504228;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
2.53030;-7.10284;-28.87502;0.6073776;-2.503667;(-0.31, 1.58, 0.48);(2.50, 0.61, 0.66);
