CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
44.90;totalGazeArea: 16.78;averageGazeArea1: 2.19;averageGazeArea3: 4.87;averageGazeArea5: 6.64;averageGazeArea10: 9.81;
