CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
50.80;totalGazeArea: 17.01;averageGazeArea1: 1.80;averageGazeArea3: 3.65;averageGazeArea5: 4.92;averageGazeArea10: 7.45;
1;(3.9, 0.0, 44.2);48.16;0;
2;(3.3, 0.0, 44.1);48.32;1;
