Timestamp;Total_Angles_x;Total_Angles_y;Head_Rotation_x;Head_Rotation_y;Left-Right-Saccade;Radial_Saccade;Main Camera (1)_localPosition;Main Camera (1)_globalPosition;Main Camera (1)_orientation;World_orientation;messages;
0.000;0;0;0;0;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.020;70.47953;-19.52042;0;0;0;0;(0.00, 1.60, 0.00);(0.0, 0.0, 0.0)(0.00, 0.00, 0.00);0
0.353;0;-35.91512;-45.07376;-84.50903;1;1;(-0.25, 1.77, 0.30);(0.0, 0.0, 0.0)(84.51, 314.93, 77.65);0
0.456;5.54719;-42.51814;109.8833;0.2556458;0;1;(-0.01, 2.04, 0.32);(0.0, 0.0, 0.0)(359.74, 109.88, 355.41);0
0.541;5.840136;-76.33103;109.4105;-0.7463593;0;1;(-0.01, 2.03, 0.32);(0.0, 0.0, 0.0)(0.75, 109.41, 355.53);0
0.589;64.55975;-17.82484;109.4752;-0.8103924;0;1;(-0.01, 2.03, 0.32);(0.0, 0.0, 0.0)(0.81, 109.48, 355.53);0
0.632;64.17269;-18.84328;109.3737;-0.8177122;0;0;(-0.01, 2.03, 0.32);(0.0, 0.0, 0.0)(0.82, 109.37, 355.57);0
0.675;67.41248;-13.51489;-1.562622;-0.7812815;1;1;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.78, 358.44, 355.57);0
0.718;66.2729;-12.98364;-1.582336;-0.8221003;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.82, 358.42, 355.58);0
0.760;-0.9742902;-13.41665;-1.587433;-0.806004;1;1;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.81, 358.41, 355.60);0
0.802;-1.160839;-13.53017;-1.612274;-0.7696339;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.77, 358.39, 355.60);0
0.843;-1.541028;-13.54727;-1.643829;-0.7278389;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.73, 358.36, 355.60);0
0.888;-1.589776;-13.5024;-1.640259;-0.6813886;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.68, 358.36, 355.62);0
0.929;-1.79883;-13.39574;-1.67334;-0.6415251;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.64, 358.33, 355.63);0
0.972;-1.988365;-13.30465;-1.72049;-0.6453225;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.65, 358.28, 355.65);0
1.014;-2.013279;-13.22423;-1.752106;-0.5890751;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.59, 358.25, 355.70);0
1.058;-2.069983;-13.2074;-1.866547;-0.5679365;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.57, 358.13, 355.70);0
1.100;-1.126523;-15.05934;-1.929962;-0.5894903;0;1;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.59, 358.07, 355.72);0
1.143;-1.169221;-16.07788;-1.907135;-0.606536;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.61, 358.09, 355.75);0
1.187;-1.262384;-16.13963;-1.793579;-0.6176715;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.62, 358.21, 355.79);0
1.232;-1.327069;-16.18494;-1.656464;-0.6118104;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.61, 358.34, 355.83);0
1.274;-1.335791;-16.24651;-1.579193;-0.6136303;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.61, 358.42, 355.84);0
1.314;-1.336667;-16.33361;-1.308075;-0.6815057;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.68, 358.69, 355.80);0
1.356;-1.292431;-16.4458;-0.8508301;-0.7410721;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.74, 359.15, 355.78);0
1.387;-1.357885;-16.50189;-0.2442627;-0.8235779;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.82, 359.76, 355.79);0
1.428;-1.02599;-16.59936;0.05989905;-0.8617588;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.86, 0.06, 355.77);0
1.472;0.1863756;-16.7728;0.6365244;-0.874346;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.87, 0.64, 355.72);0
1.514;0.451921;-16.81153;1.144208;-0.896479;0;0;(-0.11, 2.03, 0.49);(0.0, 0.0, 0.0)(0.90, 1.14, 355.72);0
1.557;-0.3539037;-16.72378;1.464439;-0.8839929;0;0;(-0.10, 2.03, 0.49);(0.0, 0.0, 0.0)(0.88, 1.46, 355.70);0
1.600;2.400145;-16.79362;1.600447;-0.8943395;1;1;(-0.10, 2.03, 0.49);(0.0, 0.0, 0.0)(0.89, 1.60, 355.57);0
1.644;2.940426;-14.78885;1.70429;-0.891341;0;1;(-0.10, 2.03, 0.49);(0.0, 0.0, 0.0)(0.89, 1.70, 355.47);0
1.688;3.106064;-14.4869;1.794013;-0.9173043;0;0;(-0.10, 2.03, 0.49);(0.0, 0.0, 0.0)(0.92, 1.79, 355.37);0
1.729;3.100819;-14.40839;2.199907;-0.8688066;0;0;(-0.10, 2.03, 0.49);(0.0, 0.0, 0.0)(0.87, 2.20, 355.30);0
