CollisionNumber;CollisionPosition;CollisionTime;CollisionType(0static,1moving,2high);
56.88;totalGazeArea: 16.57;averageGazeArea1: 0.46;averageGazeArea3: 1.48;averageGazeArea5: 2.29;averageGazeArea10: 4.05;
1;(0.3, 0.0, 3.8);32.64;2;
2;(0.4, 0.0, 3.7);34.02;2;
